"","pA","peA","pB","peB"
"1",0.414573946971842,0.29043863514954,0.171582760250304,0.214710364081444
"2",-0.232116780307117,0.874989808433588,0.02981811817612,0.0602332542312516
"3",0.942607459202774,-0.0647522087174868,0.0712070553870414,0.091233682241215
"4",0.906659845877761,0.390039117384976,-0.00368877796783377,-0.0228616747002261
"5",0.272834343392898,0.179050538881022,-0.0963989165196447,0.72993704307297
"6",-0.179702386802855,0.772016252903743,-0.0516355505504079,0.411999975500386
"7",0.774734707751239,-0.0542146764024816,-0.0425798775263512,0.531436062161626
"8",0.882313413607478,0.329816453903001,0.0131873920012538,-0.121267339288365
"9",0.225984924621895,0.169444286541788,0.766306345686482,-0.167009709697488
"10",-0.1836877822381,0.726840480187117,0.468019331792277,-0.112188090683941
"11",0.689146474565557,-0.053999463594901,0.59203229887185,-0.120774838826375
"12",0.838074353892555,0.358218382331491,-0.145551948693467,0.0185233612978814
"13",-0.0631189586054938,-0.0722475415639276,0.576729130081267,0.70836540021978
"14",0.0660963716124138,-0.289886359276187,0.481419170661828,0.635432111001413
"15",-0.262636046148366,0.0129929498128242,0.549342372191353,0.656844192265691
"16",0.503321407725376,0.227169934040071,0.199998268746217,0.266493610272634
