filename,subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,link,duration,duration_s,duration_m,row9_timestamp,row9_response,row9_RT,row9_responseCode,row10_timestamp,row10_response,row10_RT,row10_responseCode,row11_timestamp,row11_response,row11_RT,row11_responseCode,row12_timestamp,row12_response,row12_RT,row12_responseCode,row13_timestamp,row13_response,row13_RT,row13_responseCode,row14_timestamp,row14_response,row14_RT,row14_responseCode,row15_timestamp,row15_response,row15_RT,row15_responseCode,row16_timestamp,row16_response,row16_RT,row16_responseCode,row17_timestamp,row17_response,row17_RT,row17_responseCode,row18_timestamp,row18_response,row18_RT,row18_responseCode,row19_timestamp,row19_response,row19_RT,row19_responseCode,row20_timestamp,row20_response,row20_RT,row20_responseCode,row21_timestamp,row21_response,row21_RT,row21_responseCode,row22_timestamp,row22_response,row22_RT,row22_responseCode,row23_timestamp,row23_response,row23_RT,row23_responseCode,row24_timestamp,row24_response,row24_RT,row24_responseCode,row25_timestamp,row25_response,row25_RT,row25_responseCode,row26_timestamp,row26_response,row26_RT,row26_responseCode,row27_timestamp,row27_response,row27_RT,row27_responseCode,row28_timestamp,row28_response,row28_RT,row28_responseCode,row29_timestamp,row29_response,row29_RT,row29_responseCode,row30_timestamp,row30_response,row30_RT,row30_responseCode,row31_timestamp,row31_response,row31_RT,row31_responseCode,row32_timestamp,row32_response,row32_RT,row32_responseCode,row33_timestamp,row33_response,row33_RT,row33_responseCode,row34_timestamp,row34_response,row34_RT,row34_responseCode,row35_timestamp,row35_response,row35_RT,row35_responseCode,row36_timestamp,row36_response,row36_RT,row36_responseCode,row37_timestamp,row37_response,row37_RT,row37_responseCode,row38_timestamp,row38_response,row38_RT,row38_responseCode,row39_timestamp,row39_response,row39_RT,row39_responseCode,row40_timestamp,row40_response,row40_RT,row40_responseCode,row41_timestamp,row41_response,row41_RT,row41_responseCode,row42_timestamp,row42_response,row42_RT,row42_responseCode,row43_timestamp,row43_response,row43_RT,row43_responseCode,row44_timestamp,row44_response,row44_RT,row44_responseCode,row45_timestamp,row45_response,row45_RT,row45_responseCode,row46_timestamp,row46_response,row46_RT,row46_responseCode,row47_timestamp,row47_response,row47_RT,row47_responseCode,row48_timestamp,row48_response,row48_RT,row48_responseCode,row49_timestamp,row49_response,row49_RT,row49_responseCode,row50_timestamp,row50_response,row50_RT,row50_responseCode,row51_timestamp,row51_response,row51_RT,row51_responseCode,row52_timestamp,row52_response,row52_RT,row52_responseCode,row53_timestamp,row53_response,row53_RT,row53_responseCode,row54_timestamp,row54_response,row54_RT,row54_responseCode,row55_timestamp,row55_response,row55_RT,row55_responseCode,row56_timestamp,row56_response,row56_RT,row56_responseCode,row57_timestamp,row57_response,row57_RT,row57_responseCode,row58_timestamp,row58_response,row58_RT,row58_responseCode,row59_timestamp,row59_response,row59_RT,row59_responseCode,row60_timestamp,row60_response,row60_RT,row60_responseCode,row61_timestamp,row61_response,row61_RT,row61_responseCode,row62_timestamp,row62_response,row62_RT,row62_responseCode,row63_timestamp,row63_response,row63_RT,row63_responseCode,row64_timestamp,row64_response,row64_RT,row64_responseCode,row65_timestamp,row65_response,row65_RT,row65_responseCode,row66_timestamp,row66_response,row66_RT,row66_responseCode,row67_timestamp,row67_response,row67_RT,row67_responseCode,row68_timestamp,row68_response,row68_RT,row68_responseCode,row69_timestamp,row69_response,row69_RT,row69_responseCode,row70_timestamp,row70_response,row70_RT,row70_responseCode,row71_timestamp,row71_response,row71_RT,row71_responseCode,row72_timestamp,row72_response,row72_RT,row72_responseCode,row74_timestamp,row74_response,row74_RT,row74_responseCode,row75_timestamp,row75_response,row75_RT,row75_responseCode,row76_timestamp,row76_response,row76_RT,row76_responseCode
522931_231108_172114_M996266.csv,2,Chrome,119.0.0.0,1366,768,Windows,en-GB,2023-11-08_17:11:14,2023-11-08_17:11:14,2023-10-31_10:09:10,M996266,TYTHDF-02,https://www.testable.org/experiment/6826/522931/start?participant=M996266&batch_id=TYTHDF-02,617110.0000,617.1100,10.2851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100277,"They could see the Hot dog stand and could get to it quickly",21571,,262195,"They got lost or distracted as they passed the hot dog stall or someone told them there was a pizza stall round the corner.",155110,,385132,"Taylor wanted some exercise and took the long route to the hot dog stall.",34860,,438503,"Someone told him there was a pizza stall around the corner and he wanted something different from hot dogs.",46568,,537731,"He loves Pizza and sees the stall and just goes to that stall.",26474,,343479,"He got lost or someone told him there was a hot dog stall around the corner",37669,,581244,"Drew wants some exercise and goes a long way, finally stopping at the pizza stall.",36723,,504462,"He might have just wanted a hot dog and knew or was told there was a stall around the corner.",59164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601873,Male,15237,1,601873,51,15237,NA,601873,"Really enjoyed taking part.",15237,NA
522931_231108_172733_M031292.csv,8,Chrome,119.0.0.0,1920,1080,Windows,en-GB,2023-11-08_17:21:04,2023-11-08_17:21:04,2023-10-31_10:09:10,M031292,TYTHDF-02,https://www.testable.org/experiment/6826/522931/start?participant=M031292&batch_id=TYTHDF-02,398402.0000,398.4020,6.6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353618,"Jesse doesn't realise there is a hot dog stand.",19655,,140347,"He decided to choose hotdogs because they are his favourite food.",30921,,249915,"Taylor wnated to try something different to eat.",72021,,304051,"It was the nearest option and Parkers favourite.",18602,,171091,"Brooklyn prefers hotdogs over pizza.",23960,,327154,"Adrian dislikes hot dogs.",16296,,377802,"He prefers hot-dogs over pizza.",17368,,278643,"The pizza stand was the nearest option.",21904,,390730,Female,7672,2,390730,36,7672,NA,390730,No,7672,NA
522931_231108_173327_M014920.csv,3,Chrome,119.0.0.0,1920,1080,Windows,en-GB,2023-11-08_17:22:41,2023-11-08_17:22:41,2023-10-31_10:09:10,M014920,TYTHDF-02,https://www.testable.org/experiment/6826/522931/start?participant=M014920&batch_id=TYTHDF-02,658475.0000,658.4750,10.9745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409571,"They didn't like the look of the hot dogs at the hot dog stand, so decided to look for something else.",22910,,626683,"They decided to explore the area before deciding to buy food, and liked the look of the pizza.",55216,,439819,"They wanted their favourite food which is hot dogs, and wanted to get it quickly.",23457,,333988,"They wanted their favourite food and also to get some exercise beforehand, so took a longer route",61178,,520971,"They wanted to see what the options were before choosing a food item.",44840,,564667,"Adrian didn't want to eat pizza, so decided to wander around and see if anything else was available.",36902,,469339,"Drew was hungry and wanted food quickly.",22726,,379859,"They wanted to do some exercise to feel that they earned the pizza, so took the long way round.",39083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646638,Female,11837,2,646638,38,11837,NA,646638,"No comments.",11837,NA
522931_231108_173603_M364753.csv,4,"Microsoft Edge",119.0.0.0,1920,1080,Windows,en-GB,2023-11-08_17:29:50,2023-11-08_17:29:50,2023-10-31_10:09:10,M364753,TYTHDF-02,https://www.testable.org/experiment/6826/522931/start?participant=M364753&batch_id=TYTHDF-02,389424.0000,389.4240,6.4904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237579,"Jesse is sporty so wants to have some good exercise before eating.",23733,,273995,"Harper does not know the area well so wlaks around until she finds hot dogs which are her favourite.",29616,,300387,"Taylor is sporty so wants to have a good run before eating.",19594,,207051,"Parker knows the area so has choosen the shortest route to what he wants to eat.",25438,,174819,"Brooklyn does not know the area very well so eats at the closest vendor.",28792,,353330,"Adrian doesn't know the area well but does not fancy hot dogs today so walks around slowly until he finds pizza.",46152,,108133,"Drew knows the area and is sporty so he already knows whta he will eat and wants to do the most exercise he can too.",36869,,139227,"Charlie is lazy so wants the closest food to his current postion.",24296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373965,Male,15459,1,373965,40,15459,NA,373965,"Thank you it was fun :)",15459,NA
522931_231108_173634_M279546.csv,7,Chrome,118.0.0.0,1536,864,Windows,en-GB,2023-11-08_17:28:56,2023-11-08_17:28:56,2023-10-31_10:09:10,M279546,TYTHDF-02,https://www.testable.org/experiment/6826/522931/start?participant=M279546&batch_id=TYTHDF-02,465202.0000,465.2020,7.7533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353933,"they wanted to take a long route on purpose, so despite passing their favourite food they wanted to walk/run a bit further",32775,,234035,"they could not be bothered to look around for the hot dog place even though it is their favourite",20472,,314366,"they knew this was the shortest path to their favourite food",24656,,448641,"they went to the pizza place but decided they wanted hot dogs instead",40253,,282914,"They did not know the area so did not know which way to go but were willing to look around for the hot dog place",42085,,158062,"They went to the closest place due to being lazy",14257,,206776,"they went for a run around to see if there was anything else and preferred the pizza place once they saw it",41926,,401588,"they decided to stop being lazy for once and took the long route",40864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458732,Male,6470,1,458732,20,6470,NA,458732,no,6470,NA
522931_231108_173935_M657229.csv,6,Chrome,118.0.0.0,1920,1080,Windows,en-GB,2023-11-08_17:31:36,2023-11-08_17:31:36,2023-10-31_10:09:10,M657229,TYTHDF-02,https://www.testable.org/experiment/6826/522931/start?participant=M657229&batch_id=TYTHDF-02,489828.0000,489.8280,8.1638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244519,"they were very hungry",72068,,165658,"they do not know where they are going",18264,,375747,"Taylor wanted some excersise so took a longer route",20651,,419668,"Parker was starving and wanted something to eat now",15836,,278141,"brooklyn wanted pizza or was hungry and it was the first thing they found",26826,,348300,"Adrian got lost",63364,,397034,"drew wanted excersise so took the long route",14492,,464341,"charlie did not want to walk far for food",37880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480350,Male,9478,1,480350,37,9478,NA,480350,"this was really fun!",9478,NA
522931_231108_174343_M313307.csv,2,"Microsoft Edge",118.0.2088.76,1280,720,Windows,en-US,2023-11-08_17:38:58,2023-11-08_17:38:58,2023-10-31_10:09:10,M313307,TYTHDF-02,https://www.testable.org/experiment/6826/522931/start?participant=M313307&batch_id=TYTHDF-02,291917.0000,291.9170,4.8652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188006,"He saw the hot dog stand in the distance and chose to get one",20367,,239652,"He was looking for the pizza stand and walked the long way to get it",17076,,160847,"He was going for a walk, passed the pizza stand but didn't want that, then came to the hot dog stand and chose to buy",29389,,270387,"He came to the pizza stand first so decided to get one",23942,,89858,"The pizza was the closest",8788,,215784,"He was looking for the hot dog stand and walked the long way to get it",20994,,124664,"He hadn't realised the pizza shop was just down the road and walked all the way round to find it",28020,,74278,"They wanted hot dogs today",14112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285520,Female,6397,2,285520,37,6397,NA,285520,NA,6397,NA
522931_231108_174552_M456095.csv,2,Chrome,118.0.0.0,1536,864,Windows,en-GB,2023-11-08_17:38:56,2023-11-08_17:38:56,2023-10-31_10:09:10,M456095,TYTHDF-02,https://www.testable.org/experiment/6826/522931/start?participant=M456095&batch_id=TYTHDF-02,444133.0000,444.1330,7.4022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185656,"Jesse went the quickest way because his favourite food is hot dogs.",24112,,382132,"Harper chose the route because he does not know the area well.",34892,,340444,"Taylor went for his favourite food hot dogs and is sporty so went the longest way.",31137,,235156,"Parker went what he thought was the quickest way because he is lazy.",42721,,273932,"He saw the pizza stand and knew it was closer.",32000,,123008,"Adrian went the long way because he does not know the area.",30872,,302529,"Drew is sporty so went the longest way to get some exercise.",21815,,154752,"Charlie knows the area well so went the quickest way.",24973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416033,Male,28100,1,416033,62,28100,NA,416033,"Good fun experiement. I hope you get the results you are looking for.",28100,NA
522931_231108_174801_M001033.csv,5,Chrome,119.0.0.0,2560,1444,Windows,en-GB,2023-11-08_17:40:32,2023-11-08_17:40:32,2023-10-31_10:09:10,M001033,TYTHDF-02,https://www.testable.org/experiment/6826/522931/start?participant=M001033&batch_id=TYTHDF-02,455932.0000,455.9320,7.5988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338065,"They don't know the area well so went round the estate.",30452,,384969,"Harper's favourite food is hot dogs, so went looking.",17265,,278406,"They know the area well so went to the stand around the corner.",32289,,408239,"They know the area well so went a longer route.",16472,,434058,"They are sporty so went a longer route.",19020,,300820,"Adrian is lazy so went to the closest stand.",15619,,360904,"Drew likely went to his favourite food.",16037,,239322,"He knows the area well so took a longer route.",119601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450108,Male,5824,1,450108,26,5824,NA,450108,NA,5824,NA
522931_231108_174950_M445624.csv,1,Safari,17.0,1440,900,MacOS,en-GB,2023-11-08_17:35:12,2023-11-08_17:35:12,2023-10-31_10:09:10,M445624,TYTHDF-02,https://www.testable.org/experiment/6826/522931/start?participant=M445624&batch_id=TYTHDF-02,887068.0000,887.0680,14.7844,317059,"Jesse took a longer route to the hot dog stand because he is sporty",64035,,560036,"Harpers favorite food is hot dogs",115016,,734479,"Taylor fancied pizza over his favorite food",54945,,863058,"The hot dog place was closed so he carried on to the pizza place",121774,,672729,"Brooklyn to a long walk to get to the pizza because he is sporty",58826,,607093,"Adrian doesn't want hot dogs",40260,,246223,"Drew fancied hot dogs over pizza",37461,,438214,"Charlie took the long route to warrant eating a hot dog",114357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878482,Female,8586,2,878482,28,8586,NA,878482,n/a,8586,NA
522931_231108_174951_M096147.csv,6,Chrome,118.0.0.0,1470,956,MacOS,en-GB,2023-11-08_17:45:28,2023-11-08_17:45:28,2023-10-31_10:09:10,M096147,TYTHDF-02,https://www.testable.org/experiment/6826/522931/start?participant=M096147&batch_id=TYTHDF-02,267591.0000,267.5910,4.4598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158171,"They really wanted a hot dog",9947,,127324,"They didn't feel like hot dogs on this day",25047,,206438,"They are sporty and wanted the most amount of exercise possible",15795,,141432,"They are lazy",7306,,228264,"They didnt want a hot dog",15023,,253740,"He doesn't know the area so didnt see anything else he wanted on his walk",18683,,95473,"He is sporty and was wanting the most exercise possible, so chose the longest route",22903,,183847,"He knows where the hot dog stand is and wanted a hot dog",18870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262643,Female,4948,2,262643,30,4948,NA,262643,NA,4948,NA
522931_231108_175423_M628682.csv,4,Chrome,109.0.0.0,1366,768,Windows,en-GB,2023-11-08_17:44:40,2023-11-08_17:44:40,2023-10-31_10:09:10,M628682,TYTHDF-02,https://www.testable.org/experiment/6826/522931/start?participant=M628682&batch_id=TYTHDF-02,615525.0000,615.5250,10.2587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491348,"He couldnt see the hotdogs from he was and as he doesnt know the area well, he went in the wrong direction and settled for pizza",38135,,309891,"He didnt know a quicker or faster route to get to the hotdog stand, he must have seen the pizza stand and thought there would be a simular seller with hotdogs close by so kept going",49308,,405783,"He has taken a longer route than normal due to being sporty, and has decided along the way that he doesnt want hotdogs today and therefore continues on to get pizza, whilst getting more exercise",89088,,446397,"He is lazy, knows the area well and so has chosen the quickest path to his favourite food-hotdogs",33801,,207280,"He didn't know which direction to go in and could probably see the hotdog stand from where he was, so chose that path",35920,,253766,"Whilst he is lazy, he wanted to explore the area to get to know it a bit better and held out for pizza",39671,,544657,"Being sporty, he has chosen to take the longest route, as he knows the area well, and has gotten extra exercise, ending with his favourite food",46499,,164577,"He is lazy and so he has chosen the path which is the quickest and easiest to get to the pizza truck",44928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584516,Female,31009,2,584516,40,31009,NA,584516,"I had to zoom out so that the entire screen could be viewed but the experiment was enjoyable",31009,NA
522931_231108_175625_M252404.csv,1,Chrome,119.0.0.0,1920,1080,Windows,en-GB,2023-11-08_17:46:16,2023-11-08_17:46:16,2023-10-31_10:09:10,M252404,TYTHDF-02,https://www.testable.org/experiment/6826/522931/start?participant=M252404&batch_id=TYTHDF-02,613817.0000,613.8170,10.2302,444537,"Jesse preferred to take a longer route to the food stand because they are sporty.",75178,,309331,"Harper found the hot dog stand quickly as it was very close by despite the fact that they did not know the area well.",32778,,362555,"Taylor knew the hot dog stand was nearby and they could reach it quickly by running.",46428,,173692,"Parker knew that the hot dog stand was nearby but decided to see what was around the corner.",45563,,488144,"Brooklyn guessed that the pizza stand could be reached around the block so he decided to run to reach it as he is sporty.",36810,,269751,"Adrian took the quickest route purely by chance as he didn't know the area well.",89259,,537169,"Drew knows the area well and took the quickest route he knows to the hot dog stand from his original location.",42220,,598376,"The road was blocked so Charlie took the second route he knows to the hot dog stand.",54410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609110,Male,4707,1,609110,33,4707,NA,609110,NA,4707,NA
522931_231108_175744_M851793.csv,3,"Microsoft Edge",119.0.0.0,1536,864,Windows,en-GB,2023-11-08_17:49:21,2023-11-08_17:49:21,2023-10-31_10:09:10,M851793,TYTHDF-02,https://www.testable.org/experiment/6826/522931/start?participant=M851793&batch_id=TYTHDF-02,515192.0000,515.1920,8.5865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210532,"They took the long route to the pizza stand because they are sporty and wanted to take the longer route.",65196,,367940,"They don't know the area well.",19475,,341662,"They know the area well.",31972,,302892,"Parker took the longer route because they know the area well. The shorter route may have obstacles they know of.",85558,,391577,"They are sporty.",16833,,414164,"They are lazy.",15777,,436511,"They know the area well.",15549,,474980,"They know the area well.",31661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502830,Male,12362,1,502830,30,12362,NA,502830,NA,12362,NA
522931_231108_181845_M404490.csv,8,Chrome,119.0.0.0,1536,864,Windows,en-GB,2023-11-08_18:12:42,2023-11-08_18:12:42,2023-10-31_10:09:10,M404490,TYTHDF-02,https://www.testable.org/experiment/6826/522931/start?participant=M404490&batch_id=TYTHDF-02,372928.0000,372.9280,6.2154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188277,"they were hungry and grabbed what was nearest",33918,,334321,"they wasnt hungry at first then became hungry so went to where the hot dogs were",45989,,281528,"they are sporty so went a long way",14069,,147561,"they like hot dogs",15275,,260662,"they didnt want pizza so went other way",21066,,214831,"they dont like hotdogs so had to keep walking",19752,,232795,"they are sporty so wanted a long walk",11163,,354754,"they knew the pizza was closest",13629,,366748,Male,6180,1,366748,33,6180,NA,366748,NA,6180,NA
522931_231108_182132_M374367.csv,7,Chrome,119.0.0.0,1280,720,Windows,en-US,2023-11-08_18:11:29,2023-11-08_18:11:29,2023-10-31_10:09:10,M374367,TYTHDF-02,https://www.testable.org/experiment/6826/522931/start?participant=M374367&batch_id=TYTHDF-02,615300.0000,615.3000,10.2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433826,"Despite being able to see the pizza stand from where they began, their sporty side took over and they decided to go the long way around to work up an appetite before having some pizza.",74244,,352761,"Because they don't know the area well and are also lazy they opted to go to the first food stand they came across, the pizza stand.",86333,,98448,"They went to the hot dog stand because their favourite food is hot dogs.",32700,,214748,"They do not know the area as well as they think they do because, despite being lazy, they took the longer route to the hot dog stand rather than just simply walking down the street to it.",56287,,587904,"As they are sporty, they chose to bypass the pizza stand despite not knowing the area well to get some extra exercise in, stopping at the hot dog stand when they were finished.",38150,,259612,"They chose the most convenient place (i.e. the first place they stumbled across) to get food because they do not know where they are and are too lazy to explore further.",38056,,542934,"As the two food stands are relatively equidistant from where they began, the fact that they are sporty didn't really impact on their chosen route and they simply went to the food stand selling what they wanted most at the time. In this instance, pizza.",102295,,151634,"They prefer pizza to hot dogs because, despite being lazy, they walked past the hot dog stand to get to the pizza stand instead.",46367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606038,Male,9262,1,606038,22,9262,NA,606038,None.,9262,NA
522931_231108_182954_M447275.csv,8,Chrome,119.0.0.0,1440,900,Windows,es-ES,2023-11-08_18:21:59,2023-11-08_14:21:59,2023-10-31_10:09:10,M447275,TYTHDF-02,https://www.testable.org/experiment/6826/522931/start?participant=M447275&batch_id=TYTHDF-02,497456.0000,497.4560,8.2909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393193,"They go to the pizza stand because it's closer.",18929,,367465,"They don't know the hot dog stand is around the corner""",26318,,290146,"They wanted to take the long route because they are sporty",10471,,250699,"They go to the hot dog stand because it's closer.",110563,,454984,"They go to the hot dog stand because it's their favorite.",55000,,272890,"They don't know the pizza stand is around the corner""",15389,,304241,"They wanted to take the long route because they are sporty",7307,,334354,"They don't know the pizza stand is around the corner""",23221,,477627,Male,19829,1,477627,25,19829,NA,477627,NA,19829,NA
522931_231108_183352_M547145.csv,5,Chrome,119.0.0.0,1920,1080,Windows,es-ES,2023-11-08_18:25:00,2023-11-08_14:25:00,2023-10-31_10:09:10,M547145,TYTHDF-02,https://www.testable.org/experiment/6826/522931/start?participant=M547145&batch_id=TYTHDF-02,627958.0000,627.9580,10.4659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389883,"Jesse walked long enough to eat his favorite food.",41356,,341102,"Harper went for his hot dogs no matter what the cost.",35811,,232531,"Today Taylor did not want to eat hot dogs.",34161,,257824,"Parker is not as lazy as they say.",18502,,298491,"Brooklyn worked out before having a nice pizza.",33868,,439789,"Adrian is quite lazy.",15775,,191581,"Drew didn't want to exercise today.",62327,,417219,"Charlie is not lazy.",20540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534813,Male,93145,1,534813,28,93145,NA,534813,"Nice experiment.",93145,NA
