"","mindsCode","situTag","Preference","Knowledge","Character","Start","prob_long","prob_hotdog","prob_short_hotdog","prob_long_hotdog","prob_short_pizza","prob_long_pizza"
"713","M006548","1100","Hot dogs","Yes","Lazy","Pizza visible",0.214285714285714,0.642857142857143,0.5,0.142857142857143,0.285714285714286,0.0714285714285714
"714","M006548","1001","Hot dogs","No","Lazy","Hot dogs visible",0.266666666666667,0.666666666666667,0.466666666666667,0.2,0.266666666666667,0.0666666666666667
"715","M006548","1011","Hot dogs","No","Sporty","Hot dogs visible",0.4375,0.75,0.375,0.375,0.1875,0.0625
"716","M006548","0101","Absent","Yes","Lazy","Hot dogs visible",0.133333333333333,0.533333333333333,0.466666666666667,0.0666666666666667,0.4,0.0666666666666667
"717","M006548","0011","Absent","No","Sporty","Hot dogs visible",0.428571428571429,0.428571428571429,0.285714285714286,0.142857142857143,0.285714285714286,0.285714285714286
"718","M006548","0010","Absent","No","Sporty","Pizza visible",0.529411764705882,0.588235294117647,0.294117647058824,0.294117647058824,0.176470588235294,0.235294117647059
"719","M006548","0111","Absent","Yes","Sporty","Hot dogs visible",0.5,0.5,0.25,0.25,0.25,0.25
"720","M006548","0110","Absent","Yes","Sporty","Pizza visible",0.5,0.555555555555556,0.277777777777778,0.277777777777778,0.222222222222222,0.222222222222222
"721","M129126","0011","Absent","No","Sporty","Hot dogs visible",0.533333333333333,0.533333333333333,0.2,0.333333333333333,0.266666666666667,0.2
"722","M129126","1100","Hot dogs","Yes","Lazy","Pizza visible",0.166666666666667,0.583333333333333,0.5,0.0833333333333333,0.333333333333333,0.0833333333333333
"723","M129126","0101","Absent","Yes","Lazy","Hot dogs visible",0.153846153846154,0.615384615384615,0.538461538461538,0.0769230769230769,0.307692307692308,0.0769230769230769
"724","M129126","0001","Absent","No","Lazy","Hot dogs visible",0.25,0.75,0.583333333333333,0.166666666666667,0.166666666666667,0.0833333333333333
"725","M129126","0000","Absent","No","Lazy","Pizza visible",0.181818181818182,0.272727272727273,0.181818181818182,0.0909090909090909,0.636363636363636,0.0909090909090909
"726","M129126","1011","Hot dogs","No","Sporty","Hot dogs visible",0.461538461538462,0.692307692307692,0.307692307692308,0.384615384615385,0.230769230769231,0.0769230769230769
"727","M129126","1000","Hot dogs","No","Lazy","Pizza visible",0.333333333333333,0.5,0.25,0.25,0.416666666666667,0.0833333333333333
"728","M129126","1010","Hot dogs","No","Sporty","Pizza visible",0.25,0.583333333333333,0.416666666666667,0.166666666666667,0.333333333333333,0.0833333333333333
"729","M129126","0111","Absent","Yes","Sporty","Hot dogs visible",0.625,0.4375,0.1875,0.25,0.1875,0.375
"730","M129126","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.545454545454545,0.818181818181818,0.363636363636364,0.454545454545455,0.0909090909090909,0.0909090909090909
"731","M129126","0110","Absent","Yes","Sporty","Pizza visible",0.625,0.5,0.1875,0.3125,0.1875,0.3125
"732","M129126","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.2,0.8,0.7,0.1,0.1,0.1
"733","M129126","1001","Hot dogs","No","Lazy","Hot dogs visible",0.2,0.8,0.7,0.1,0.1,0.1
"734","M129126","1110","Hot dogs","Yes","Sporty","Pizza visible",0.583333333333333,0.75,0.333333333333333,0.416666666666667,0.0833333333333333,0.166666666666667
"735","M129126","0100","Absent","Yes","Lazy","Pizza visible",0.153846153846154,0.461538461538462,0.384615384615385,0.0769230769230769,0.461538461538462,0.0769230769230769
"736","M129126","0010","Absent","No","Sporty","Pizza visible",0.461538461538462,0.538461538461539,0.307692307692308,0.230769230769231,0.230769230769231,0.230769230769231
"737","M025532","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.333333333333333,0.833333333333333,0.583333333333333,0.25,0.0833333333333333,0.0833333333333333
"738","M025532","0111","Absent","Yes","Sporty","Hot dogs visible",0.434782608695652,0.478260869565217,0.304347826086957,0.173913043478261,0.260869565217391,0.260869565217391
"739","M025532","1100","Hot dogs","Yes","Lazy","Pizza visible",0.266666666666667,0.666666666666667,0.466666666666667,0.2,0.266666666666667,0.0666666666666667
"740","M025532","1010","Hot dogs","No","Sporty","Pizza visible",0.473684210526316,0.631578947368421,0.368421052631579,0.263157894736842,0.157894736842105,0.210526315789474
"741","M025532","1011","Hot dogs","No","Sporty","Hot dogs visible",0.45,0.6,0.35,0.25,0.2,0.2
"742","M025532","0100","Absent","Yes","Lazy","Pizza visible",0.263157894736842,0.526315789473684,0.368421052631579,0.157894736842105,0.368421052631579,0.105263157894737
"743","M025532","0001","Absent","No","Lazy","Hot dogs visible",0.333333333333333,0.476190476190476,0.333333333333333,0.142857142857143,0.333333333333333,0.19047619047619
"744","M025532","1000","Hot dogs","No","Lazy","Pizza visible",0.333333333333333,0.533333333333333,0.333333333333333,0.2,0.333333333333333,0.133333333333333
"745","M025532","0000","Absent","No","Lazy","Pizza visible",0.315789473684211,0.526315789473684,0.315789473684211,0.210526315789474,0.368421052631579,0.105263157894737
"746","M025532","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.473684210526316,0.631578947368421,0.368421052631579,0.263157894736842,0.157894736842105,0.210526315789474
"747","M025532","0110","Absent","Yes","Sporty","Pizza visible",0.35,0.5,0.3,0.2,0.35,0.15
"748","M025532","1001","Hot dogs","No","Lazy","Hot dogs visible",0.214285714285714,0.642857142857143,0.5,0.142857142857143,0.285714285714286,0.0714285714285714
"749","M025532","1110","Hot dogs","Yes","Sporty","Pizza visible",0.444444444444444,0.666666666666667,0.388888888888889,0.277777777777778,0.166666666666667,0.166666666666667
"750","M025532","0101","Absent","Yes","Lazy","Hot dogs visible",0.277777777777778,0.555555555555556,0.388888888888889,0.166666666666667,0.333333333333333,0.111111111111111
"751","M025532","0011","Absent","No","Sporty","Hot dogs visible",0.454545454545455,0.5,0.272727272727273,0.227272727272727,0.272727272727273,0.227272727272727
"752","M025532","0010","Absent","No","Sporty","Pizza visible",0.363636363636364,0.5,0.318181818181818,0.181818181818182,0.318181818181818,0.181818181818182
"753","M022949","1001","Hot dogs","No","Lazy","Hot dogs visible",0.166666666666667,0.666666666666667,0.583333333333333,0.0833333333333333,0.25,0.0833333333333333
"754","M022949","0010","Absent","No","Sporty","Pizza visible",0.428571428571429,0.714285714285714,0.357142857142857,0.357142857142857,0.214285714285714,0.0714285714285714
"755","M022949","0111","Absent","Yes","Sporty","Hot dogs visible",0.578947368421053,0.473684210526316,0.157894736842105,0.315789473684211,0.263157894736842,0.263157894736842
"756","M022949","0101","Absent","Yes","Lazy","Hot dogs visible",0.2,0.533333333333333,0.466666666666667,0.0666666666666667,0.333333333333333,0.133333333333333
"757","M022949","1000","Hot dogs","No","Lazy","Pizza visible",0.307692307692308,0.538461538461539,0.307692307692308,0.230769230769231,0.384615384615385,0.0769230769230769
"758","M022949","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.666666666666667,0.833333333333333,0.25,0.583333333333333,0.0833333333333333,0.0833333333333333
"759","M022949","1110","Hot dogs","Yes","Sporty","Pizza visible",0.571428571428571,0.857142857142857,0.357142857142857,0.5,0.0714285714285714,0.0714285714285714
"760","M022949","0011","Absent","No","Sporty","Hot dogs visible",0.625,0.375,0.0625,0.3125,0.3125,0.3125
"761","M022949","0001","Absent","No","Lazy","Hot dogs visible",0.2,0.533333333333333,0.466666666666667,0.0666666666666667,0.333333333333333,0.133333333333333
"762","M022949","0110","Absent","Yes","Sporty","Pizza visible",0.75,0.5625,0.1875,0.375,0.0625,0.375
"763","M022949","1011","Hot dogs","No","Sporty","Hot dogs visible",0.588235294117647,0.764705882352941,0.352941176470588,0.411764705882353,0.0588235294117647,0.176470588235294
"764","M022949","1100","Hot dogs","Yes","Lazy","Pizza visible",0.166666666666667,0.666666666666667,0.583333333333333,0.0833333333333333,0.25,0.0833333333333333
"765","M022949","0000","Absent","No","Lazy","Pizza visible",0.142857142857143,0.428571428571429,0.357142857142857,0.0714285714285714,0.5,0.0714285714285714
"766","M022949","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.2,0.8,0.7,0.1,0.1,0.1
"767","M022949","0100","Absent","Yes","Lazy","Pizza visible",0.142857142857143,0.428571428571429,0.357142857142857,0.0714285714285714,0.5,0.0714285714285714
"768","M022949","1010","Hot dogs","No","Sporty","Pizza visible",0.375,0.6875,0.375,0.3125,0.25,0.0625
"769","M056010","1001","Hot dogs","No","Lazy","Hot dogs visible",0.214285714285714,0.5,0.428571428571429,0.0714285714285714,0.357142857142857,0.142857142857143
"770","M056010","0111","Absent","Yes","Sporty","Hot dogs visible",0.642857142857143,0.5,0.142857142857143,0.357142857142857,0.214285714285714,0.285714285714286
"771","M056010","0000","Absent","No","Lazy","Pizza visible",0.222222222222222,0.222222222222222,0.111111111111111,0.111111111111111,0.666666666666667,0.111111111111111
"772","M056010","1110","Hot dogs","Yes","Sporty","Pizza visible",0.571428571428571,0.428571428571429,0.285714285714286,0.142857142857143,0.142857142857143,0.428571428571429
"773","M056010","0100","Absent","Yes","Lazy","Pizza visible",0.2,0.3,0.2,0.1,0.6,0.1
"774","M056010","0010","Absent","No","Sporty","Pizza visible",0.615384615384615,0.538461538461539,0.230769230769231,0.307692307692308,0.153846153846154,0.307692307692308
"775","M056010","1100","Hot dogs","Yes","Lazy","Pizza visible",0.272727272727273,0.363636363636364,0.181818181818182,0.181818181818182,0.545454545454545,0.0909090909090909
"776","M056010","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.727272727272727,0.454545454545455,0.181818181818182,0.272727272727273,0.0909090909090909,0.454545454545455
"777","M056010","1011","Hot dogs","No","Sporty","Hot dogs visible",0.692307692307692,0.615384615384615,0.230769230769231,0.384615384615385,0.0769230769230769,0.307692307692308
"778","M056010","0001","Absent","No","Lazy","Hot dogs visible",0.153846153846154,0.538461538461539,0.461538461538462,0.0769230769230769,0.384615384615385,0.0769230769230769
"779","M056010","1010","Hot dogs","No","Sporty","Pizza visible",0.785714285714286,0.5,0.142857142857143,0.357142857142857,0.0714285714285714,0.428571428571429
"780","M056010","0101","Absent","Yes","Lazy","Hot dogs visible",0.25,0.75,0.625,0.125,0.125,0.125
"781","M056010","0011","Absent","No","Sporty","Hot dogs visible",0.733333333333333,0.466666666666667,0.0666666666666667,0.4,0.2,0.333333333333333
"782","M056010","1000","Hot dogs","No","Lazy","Pizza visible",0.3,0.4,0.2,0.2,0.5,0.1
"783","M056010","0110","Absent","Yes","Sporty","Pizza visible",0.8125,0.5,0.125,0.375,0.0625,0.4375
"784","M056010","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.181818181818182,0.363636363636364,0.272727272727273,0.0909090909090909,0.545454545454545,0.0909090909090909
"785","M890052","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.2,0.8,0.7,0.1,0.1,0.1
"786","M890052","1100","Hot dogs","Yes","Lazy","Pizza visible",0.25,0.75,0.583333333333333,0.166666666666667,0.166666666666667,0.0833333333333333
"787","M890052","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.384615384615385,0.846153846153846,0.538461538461538,0.307692307692308,0.0769230769230769,0.0769230769230769
"788","M890052","1010","Hot dogs","No","Sporty","Pizza visible",0.428571428571429,0.785714285714286,0.428571428571429,0.357142857142857,0.142857142857143,0.0714285714285714
"789","M890052","0000","Absent","No","Lazy","Pizza visible",0.25,0.5,0.375,0.125,0.375,0.125
"790","M890052","1001","Hot dogs","No","Lazy","Hot dogs visible",0.111111111111111,0.888888888888889,0.777777777777778,0.111111111111111,0.111111111111111,0
"791","M890052","0100","Absent","Yes","Lazy","Pizza visible",0.133333333333333,0.466666666666667,0.4,0.0666666666666667,0.466666666666667,0.0666666666666667
"792","M890052","0001","Absent","No","Lazy","Hot dogs visible",0.1875,0.5,0.4375,0.0625,0.375,0.125
"793","M890052","0111","Absent","Yes","Sporty","Hot dogs visible",0.263157894736842,0.473684210526316,0.368421052631579,0.105263157894737,0.368421052631579,0.157894736842105
"794","M890052","1110","Hot dogs","Yes","Sporty","Pizza visible",0.4,0.8,0.466666666666667,0.333333333333333,0.133333333333333,0.0666666666666667
"795","M890052","0110","Absent","Yes","Sporty","Pizza visible",0.2,0.533333333333333,0.4,0.133333333333333,0.4,0.0666666666666667
"796","M890052","1000","Hot dogs","No","Lazy","Pizza visible",0.25,0.75,0.583333333333333,0.166666666666667,0.166666666666667,0.0833333333333333
"797","M890052","1011","Hot dogs","No","Sporty","Hot dogs visible",0.352941176470588,0.470588235294118,0.352941176470588,0.117647058823529,0.294117647058824,0.235294117647059
"798","M890052","0010","Absent","No","Sporty","Pizza visible",0.315789473684211,0.578947368421053,0.315789473684211,0.263157894736842,0.368421052631579,0.0526315789473684
"799","M890052","0011","Absent","No","Sporty","Hot dogs visible",0.4,0.4,0.3,0.1,0.3,0.3
"800","M890052","0101","Absent","Yes","Lazy","Hot dogs visible",0.133333333333333,0.533333333333333,0.466666666666667,0.0666666666666667,0.4,0.0666666666666667
"801","M996266","0001","Absent","No","Lazy","Hot dogs visible",0.181818181818182,0.545454545454545,0.454545454545455,0.0909090909090909,0.363636363636364,0.0909090909090909
"802","M996266","0010","Absent","No","Sporty","Pizza visible",0.5,0.55,0.3,0.25,0.2,0.25
"803","M996266","0110","Absent","Yes","Sporty","Pizza visible",0.476190476190476,0.476190476190476,0.238095238095238,0.238095238095238,0.285714285714286,0.238095238095238
"804","M996266","0000","Absent","No","Lazy","Pizza visible",0.142857142857143,0.428571428571429,0.357142857142857,0.0714285714285714,0.5,0.0714285714285714
"805","M996266","1110","Hot dogs","Yes","Sporty","Pizza visible",0.5,0.4,0.2,0.2,0.3,0.3
"806","M996266","1010","Hot dogs","No","Sporty","Pizza visible",0.473684210526316,0.421052631578947,0.210526315789474,0.210526315789474,0.315789473684211,0.263157894736842
"807","M996266","0111","Absent","Yes","Sporty","Hot dogs visible",0.476190476190476,0.476190476190476,0.238095238095238,0.238095238095238,0.285714285714286,0.238095238095238
"808","M996266","0101","Absent","Yes","Lazy","Hot dogs visible",0.388888888888889,0.388888888888889,0.333333333333333,0.0555555555555556,0.277777777777778,0.333333333333333
"809","M996266","1100","Hot dogs","Yes","Lazy","Pizza visible",0.357142857142857,0.214285714285714,0.142857142857143,0.0714285714285714,0.5,0.285714285714286
"810","M996266","1001","Hot dogs","No","Lazy","Hot dogs visible",0.333333333333333,0.222222222222222,0.111111111111111,0.111111111111111,0.555555555555556,0.222222222222222
"811","M996266","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.4,0.2,0.1,0.1,0.5,0.3
"812","M996266","0100","Absent","Yes","Lazy","Pizza visible",0.388888888888889,0.611111111111111,0.277777777777778,0.333333333333333,0.333333333333333,0.0555555555555556
"813","M996266","1000","Hot dogs","No","Lazy","Pizza visible",0.352941176470588,0.411764705882353,0.294117647058824,0.117647058823529,0.352941176470588,0.235294117647059
"814","M996266","0011","Absent","No","Sporty","Hot dogs visible",0.421052631578947,0.526315789473684,0.315789473684211,0.210526315789474,0.263157894736842,0.210526315789474
"815","M996266","1011","Hot dogs","No","Sporty","Hot dogs visible",0.476190476190476,0.523809523809524,0.285714285714286,0.238095238095238,0.238095238095238,0.238095238095238
"816","M996266","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.5,0.5,0.272727272727273,0.227272727272727,0.227272727272727,0.272727272727273
"817","M761164","1011","Hot dogs","No","Sporty","Hot dogs visible",0.375,0.75,0.4375,0.3125,0.1875,0.0625
"818","M761164","0011","Absent","No","Sporty","Hot dogs visible",0.6,0.466666666666667,0.133333333333333,0.333333333333333,0.266666666666667,0.266666666666667
"819","M761164","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.6,0.733333333333333,0.266666666666667,0.466666666666667,0.133333333333333,0.133333333333333
"820","M761164","0010","Absent","No","Sporty","Pizza visible",0.642857142857143,0.571428571428571,0.214285714285714,0.357142857142857,0.142857142857143,0.285714285714286
"821","M761164","1000","Hot dogs","No","Lazy","Pizza visible",0.285714285714286,0.571428571428571,0.357142857142857,0.214285714285714,0.357142857142857,0.0714285714285714
"822","M761164","1001","Hot dogs","No","Lazy","Hot dogs visible",0.266666666666667,0.666666666666667,0.466666666666667,0.2,0.266666666666667,0.0666666666666667
"823","M761164","0111","Absent","Yes","Sporty","Hot dogs visible",0.647058823529412,0.529411764705882,0.176470588235294,0.352941176470588,0.176470588235294,0.294117647058824
"824","M761164","1100","Hot dogs","Yes","Lazy","Pizza visible",0.2,0.6,0.5,0.1,0.3,0.1
"825","M761164","1010","Hot dogs","No","Sporty","Pizza visible",0.571428571428571,0.785714285714286,0.357142857142857,0.428571428571429,0.0714285714285714,0.142857142857143
"826","M761164","0100","Absent","Yes","Lazy","Pizza visible",0.153846153846154,0.384615384615385,0.307692307692308,0.0769230769230769,0.538461538461538,0.0769230769230769
"827","M761164","0001","Absent","No","Lazy","Hot dogs visible",0.333333333333333,0.5,0.333333333333333,0.166666666666667,0.333333333333333,0.166666666666667
"828","M761164","0000","Absent","No","Lazy","Pizza visible",0.25,0.5,0.3125,0.1875,0.4375,0.0625
"829","M761164","0101","Absent","Yes","Lazy","Hot dogs visible",0.176470588235294,0.470588235294118,0.411764705882353,0.0588235294117647,0.411764705882353,0.117647058823529
"830","M761164","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.2,0.8,0.7,0.1,0.1,0.1
"831","M761164","0110","Absent","Yes","Sporty","Pizza visible",0.705882352941176,0.470588235294118,0.176470588235294,0.294117647058824,0.117647058823529,0.411764705882353
"832","M761164","1110","Hot dogs","Yes","Sporty","Pizza visible",0.705882352941176,0.647058823529412,0.235294117647059,0.411764705882353,0.0588235294117647,0.294117647058824
"833","M565788","0010","Absent","No","Sporty","Pizza visible",0.363636363636364,0.727272727272727,0.454545454545455,0.272727272727273,0.181818181818182,0.0909090909090909
"834","M565788","0100","Absent","Yes","Lazy","Pizza visible",0.277777777777778,0.555555555555556,0.333333333333333,0.222222222222222,0.388888888888889,0.0555555555555556
"835","M565788","1001","Hot dogs","No","Lazy","Hot dogs visible",0.454545454545455,0.272727272727273,0.0909090909090909,0.181818181818182,0.454545454545455,0.272727272727273
"836","M565788","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.384615384615385,0.846153846153846,0.538461538461538,0.307692307692308,0.0769230769230769,0.0769230769230769
"837","M565788","1100","Hot dogs","Yes","Lazy","Pizza visible",0.5,0.5,0.4375,0.0625,0.0625,0.4375
"838","M565788","0110","Absent","Yes","Sporty","Pizza visible",0.263157894736842,0.578947368421053,0.368421052631579,0.210526315789474,0.368421052631579,0.0526315789473684
"839","M565788","1010","Hot dogs","No","Sporty","Pizza visible",0.222222222222222,0.555555555555556,0.388888888888889,0.166666666666667,0.388888888888889,0.0555555555555556
"840","M565788","0111","Absent","Yes","Sporty","Hot dogs visible",0.125,0.5,0.4375,0.0625,0.4375,0.0625
"841","M565788","0000","Absent","No","Lazy","Pizza visible",0.133333333333333,0.466666666666667,0.4,0.0666666666666667,0.466666666666667,0.0666666666666667
"842","M565788","0011","Absent","No","Sporty","Hot dogs visible",0.1875,0.5,0.4375,0.0625,0.375,0.125
"843","M565788","1011","Hot dogs","No","Sporty","Hot dogs visible",0.142857142857143,0.571428571428571,0.5,0.0714285714285714,0.357142857142857,0.0714285714285714
"844","M565788","0101","Absent","Yes","Lazy","Hot dogs visible",0.25,0.5,0.4375,0.0625,0.3125,0.1875
"845","M565788","1000","Hot dogs","No","Lazy","Pizza visible",0.133333333333333,0.466666666666667,0.4,0.0666666666666667,0.466666666666667,0.0666666666666667
"846","M565788","1110","Hot dogs","Yes","Sporty","Pizza visible",0.263157894736842,0.578947368421053,0.368421052631579,0.210526315789474,0.368421052631579,0.0526315789473684
"847","M565788","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.25,0.4375,0.375,0.0625,0.375,0.1875
"848","M565788","0001","Absent","No","Lazy","Hot dogs visible",0.222222222222222,0.444444444444444,0.388888888888889,0.0555555555555556,0.388888888888889,0.166666666666667
"849","M909198","0100","Absent","Yes","Lazy","Pizza visible",0.2,0.466666666666667,0.333333333333333,0.133333333333333,0.466666666666667,0.0666666666666667
"850","M909198","0010","Absent","No","Sporty","Pizza visible",0.153846153846154,0.384615384615385,0.307692307692308,0.0769230769230769,0.538461538461538,0.0769230769230769
"851","M909198","0110","Absent","Yes","Sporty","Pizza visible",0.2,0.466666666666667,0.333333333333333,0.133333333333333,0.466666666666667,0.0666666666666667
"852","M909198","1110","Hot dogs","Yes","Sporty","Pizza visible",0.2,0.466666666666667,0.333333333333333,0.133333333333333,0.466666666666667,0.0666666666666667
"853","M909198","1010","Hot dogs","No","Sporty","Pizza visible",0.2,0.466666666666667,0.333333333333333,0.133333333333333,0.466666666666667,0.0666666666666667
"854","M909198","1011","Hot dogs","No","Sporty","Hot dogs visible",0.214285714285714,0.5,0.428571428571429,0.0714285714285714,0.357142857142857,0.142857142857143
"855","M909198","1001","Hot dogs","No","Lazy","Hot dogs visible",0.214285714285714,0.5,0.428571428571429,0.0714285714285714,0.357142857142857,0.142857142857143
"856","M909198","1000","Hot dogs","No","Lazy","Pizza visible",0.2,0.466666666666667,0.333333333333333,0.133333333333333,0.466666666666667,0.0666666666666667
"857","M909198","0111","Absent","Yes","Sporty","Hot dogs visible",0.25,0.5,0.375,0.125,0.375,0.125
"858","M909198","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.1875,0.5,0.4375,0.0625,0.375,0.125
"859","M909198","0000","Absent","No","Lazy","Pizza visible",0.1875,0.5,0.375,0.125,0.4375,0.0625
"860","M909198","0011","Absent","No","Sporty","Hot dogs visible",0.214285714285714,0.5,0.428571428571429,0.0714285714285714,0.357142857142857,0.142857142857143
"861","M909198","1100","Hot dogs","Yes","Lazy","Pizza visible",0.1875,0.5,0.375,0.125,0.4375,0.0625
"862","M909198","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.235294117647059,0.529411764705882,0.411764705882353,0.117647058823529,0.352941176470588,0.117647058823529
"863","M909198","0101","Absent","Yes","Lazy","Hot dogs visible",0.1875,0.5,0.4375,0.0625,0.375,0.125
"864","M909198","0001","Absent","No","Lazy","Hot dogs visible",0.1875,0.5,0.4375,0.0625,0.375,0.125
"865","M953608","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.5,0.1875,0.125,0.0625,0.375,0.4375
"866","M953608","1010","Hot dogs","No","Sporty","Pizza visible",0.333333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.583333333333333,0.25
"867","M953608","0011","Absent","No","Sporty","Hot dogs visible",0.384615384615385,0.538461538461539,0.307692307692308,0.230769230769231,0.307692307692308,0.153846153846154
"868","M953608","0101","Absent","Yes","Lazy","Hot dogs visible",0.153846153846154,0.615384615384615,0.538461538461538,0.0769230769230769,0.307692307692308,0.0769230769230769
"869","M953608","0110","Absent","Yes","Sporty","Pizza visible",0.722222222222222,0.5,0.166666666666667,0.333333333333333,0.111111111111111,0.388888888888889
"870","M953608","0111","Absent","Yes","Sporty","Hot dogs visible",0.611111111111111,0.555555555555556,0.222222222222222,0.333333333333333,0.166666666666667,0.277777777777778
"871","M953608","1110","Hot dogs","Yes","Sporty","Pizza visible",NA,NA,NA,NA,NA,NA
"872","M953608","0001","Absent","No","Lazy","Hot dogs visible",0.214285714285714,0.571428571428571,0.5,0.0714285714285714,0.285714285714286,0.142857142857143
"873","M953608","1011","Hot dogs","No","Sporty","Hot dogs visible",0.4375,0.5625,0.3125,0.25,0.25,0.1875
"874","M953608","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.272727272727273,0.818181818181818,0.636363636363636,0.181818181818182,0.0909090909090909,0.0909090909090909
"875","M953608","1001","Hot dogs","No","Lazy","Hot dogs visible",0.25,0.75,0.583333333333333,0.166666666666667,0.166666666666667,0.0833333333333333
"876","M953608","1000","Hot dogs","No","Lazy","Pizza visible",0.428571428571429,0.5,0.285714285714286,0.214285714285714,0.285714285714286,0.214285714285714
"877","M953608","0010","Absent","No","Sporty","Pizza visible",0.5,0.571428571428571,0.285714285714286,0.285714285714286,0.214285714285714,0.214285714285714
"878","M953608","1100","Hot dogs","Yes","Lazy","Pizza visible",0.266666666666667,0.666666666666667,0.466666666666667,0.2,0.266666666666667,0.0666666666666667
"879","M953608","0100","Absent","Yes","Lazy","Pizza visible",0.166666666666667,0.333333333333333,0.25,0.0833333333333333,0.583333333333333,0.0833333333333333
"880","M953608","0000","Absent","No","Lazy","Pizza visible",0.285714285714286,0.428571428571429,0.214285714285714,0.214285714285714,0.5,0.0714285714285714
"881","M273009","1010","Hot dogs","No","Sporty","Pizza visible",0.375,0.5,0.3125,0.1875,0.3125,0.1875
"882","M273009","1011","Hot dogs","No","Sporty","Hot dogs visible",0.416666666666667,0.5,0.333333333333333,0.166666666666667,0.25,0.25
"883","M273009","0111","Absent","Yes","Sporty","Hot dogs visible",0.4,0.533333333333333,0.333333333333333,0.2,0.266666666666667,0.2
"884","M273009","1001","Hot dogs","No","Lazy","Hot dogs visible",0.357142857142857,0.428571428571429,0.285714285714286,0.142857142857143,0.357142857142857,0.214285714285714
"885","M273009","0000","Absent","No","Lazy","Pizza visible",0.25,0.416666666666667,0.333333333333333,0.0833333333333333,0.416666666666667,0.166666666666667
"886","M273009","0100","Absent","Yes","Lazy","Pizza visible",0.307692307692308,0.384615384615385,0.230769230769231,0.153846153846154,0.461538461538462,0.153846153846154
"887","M273009","1000","Hot dogs","No","Lazy","Pizza visible",0.357142857142857,0.5,0.285714285714286,0.214285714285714,0.357142857142857,0.142857142857143
"888","M273009","0101","Absent","Yes","Lazy","Hot dogs visible",0.4,0.533333333333333,0.333333333333333,0.2,0.266666666666667,0.2
"889","M273009","1110","Hot dogs","Yes","Sporty","Pizza visible",0.333333333333333,0.533333333333333,0.333333333333333,0.2,0.333333333333333,0.133333333333333
"890","M273009","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.333333333333333,0.583333333333333,0.416666666666667,0.166666666666667,0.25,0.166666666666667
"891","M273009","0110","Absent","Yes","Sporty","Pizza visible",0.333333333333333,0.416666666666667,0.25,0.166666666666667,0.416666666666667,0.166666666666667
"892","M273009","1100","Hot dogs","Yes","Lazy","Pizza visible",0.363636363636364,0.454545454545455,0.272727272727273,0.181818181818182,0.363636363636364,0.181818181818182
"893","M273009","0001","Absent","No","Lazy","Hot dogs visible",0.363636363636364,0.545454545454545,0.363636363636364,0.181818181818182,0.272727272727273,0.181818181818182
"894","M273009","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.333333333333333,0.5,0.333333333333333,0.166666666666667,0.333333333333333,0.166666666666667
"895","M273009","0010","Absent","No","Sporty","Pizza visible",0.307692307692308,0.461538461538462,0.307692307692308,0.153846153846154,0.384615384615385,0.153846153846154
"896","M273009","0011","Absent","No","Sporty","Hot dogs visible",0.307692307692308,0.461538461538462,0.307692307692308,0.153846153846154,0.384615384615385,0.153846153846154
"897","M001177","0011","Absent","No","Sporty","Hot dogs visible",0.571428571428571,0.5,0.214285714285714,0.285714285714286,0.214285714285714,0.285714285714286
"898","M001177","1001","Hot dogs","No","Lazy","Hot dogs visible",0.416666666666667,0.833333333333333,0.5,0.333333333333333,0.0833333333333333,0.0833333333333333
"899","M001177","1000","Hot dogs","No","Lazy","Pizza visible",0.214285714285714,0.5,0.357142857142857,0.142857142857143,0.428571428571429,0.0714285714285714
"900","M001177","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.166666666666667,0.666666666666667,0.583333333333333,0.0833333333333333,0.25,0.0833333333333333
"901","M001177","0000","Absent","No","Lazy","Pizza visible",0.25,0.416666666666667,0.25,0.166666666666667,0.5,0.0833333333333333
"902","M001177","0010","Absent","No","Sporty","Pizza visible",0.705882352941177,0.588235294117647,0.235294117647059,0.352941176470588,0.0588235294117647,0.352941176470588
