"","P","Pu","K","Ku","C","Cu","S","Su","br","sem","prior","condition","posterior","node","ces","node3","uvars","uvars_id","s_hat"
"626",1,0,1,0,0,0,1,0,0,FALSE,1.82207395284679e-09,"c11010",4.94816125027267e-08,"C",-0.0275346267447394,"C=0","00000",1,0.000123074973292827
"627",1,0,1,0,0,0,1,0,0,FALSE,1.82207395284679e-09,"c11010",4.94816125027267e-08,"Cu",-0.0413563511989512,"Cu=0","00000",1,0.000107187159867022
"628",1,0,1,0,0,0,1,0,0,FALSE,1.82207395284679e-09,"c11010",4.94816125027267e-08,"S",0.0075649524472823,"S=1","00000",1,0.000174825704017385
"629",1,0,1,0,0,0,1,0,0,FALSE,1.82207395284679e-09,"c11010",4.94816125027267e-08,"Su",-0.0567146089480532,"Su=0","00000",1,9.19269175226055e-05
"630",1,0,1,0,0,0,1,0,0,FALSE,1.82207395284679e-09,"c11010",4.94816125027267e-08,"br",0,"br=0","00000",1,0.000162088093762848
"631",0,1,1,0,0,0,1,0,0,FALSE,0.0276860529446664,"c01010",0.751863304668595,"P",-0.0018609024128324,"P=0","10000",17,0.000162373877382025
"632",0,1,1,0,0,0,1,0,0,FALSE,0.0276860529446664,"c01010",0.751863304668595,"Pu",-0.00340271303979103,"Pu=1","10000",17,0.000159889580475313
"633",0,1,1,0,0,0,1,0,0,FALSE,0.0276860529446664,"c01010",0.751863304668595,"K",-0.152940940694706,"K=1","10000",17,3.58413114205177e-05
"634",0,1,1,0,0,0,1,0,0,FALSE,0.0276860529446664,"c01010",0.751863304668595,"Ku",0.870595440155732,"Ku=0","10000",17,0.998954975370616
"635",0,1,1,0,0,0,1,0,0,FALSE,0.0276860529446664,"c01010",0.751863304668595,"C",-0.0210576334345345,"C=0","10000",17,0.000134012657040083
"636",0,1,1,0,0,0,1,0,0,FALSE,0.0276860529446664,"c01010",0.751863304668595,"Cu",-0.042978122849456,"Cu=0","10000",17,0.000107633222230813
"637",0,1,1,0,0,0,1,0,0,FALSE,0.0276860529446664,"c01010",0.751863304668595,"S",0.00964508025230057,"S=1","10000",17,0.00018217383851516
"638",0,1,1,0,0,0,1,0,0,FALSE,0.0276860529446664,"c01010",0.751863304668595,"Su",-0.0526851065510205,"Su=0","10000",17,9.76763556316759e-05
"639",0,1,1,0,0,0,1,0,0,FALSE,0.0276860529446664,"c01010",0.751863304668595,"br",0,"br=0","10000",17,0.000165423786688252
"640",1,1,1,0,0,0,1,0,0,FALSE,0.0276860529446664,"c11010",0.751863304668595,"P",0.00973943115863475,"P=1","10000",17,0.000181943034655326
"641",1,1,1,0,0,0,1,0,0,FALSE,0.0276860529446664,"c11010",0.751863304668595,"Pu",0.000904218649840825,"Pu=1","10000",17,0.000166557653474161
"642",1,1,1,0,0,0,1,0,0,FALSE,0.0276860529446664,"c11010",0.751863304668595,"K",-0.153973840935454,"K=1","10000",17,3.53946585643756e-05
"643",1,1,1,0,0,0,1,0,0,FALSE,0.0276860529446664,"c11010",0.751863304668595,"Ku",0.870815906445941,"Ku=0","10000",17,0.998948389922512
"644",1,1,1,0,0,0,1,0,0,FALSE,0.0276860529446664,"c11010",0.751863304668595,"C",-0.0308395957688631,"C=0","10000",17,0.000121255922308827
"645",1,1,1,0,0,0,1,0,0,FALSE,0.0276860529446664,"c11010",0.751863304668595,"Cu",-0.0474271867847526,"Cu=0","10000",17,0.000102722118345358
"646",1,1,1,0,0,0,1,0,0,FALSE,0.0276860529446664,"c11010",0.751863304668595,"S",0.00993651216378536,"S=1","10000",17,0.00018230196339083
"647",1,1,1,0,0,0,1,0,0,FALSE,0.0276860529446664,"c11010",0.751863304668595,"Su",-0.0538038696546453,"Su=0","10000",17,9.63763301448939e-05
"648",1,1,1,0,0,0,1,0,0,FALSE,0.0276860529446664,"c11010",0.751863304668595,"br",0,"br=0","10000",17,0.00016505839660389
"649",0,0,0,1,0,0,1,0,0,FALSE,1.68980815548743e-09,"c00010",2.7037122815554e-08,"P",-0.00491717717226453,"P=0","01000",9,0.000151437044066153
"650",0,0,0,1,0,0,1,0,0,FALSE,1.68980815548743e-09,"c00010",2.7037122815554e-08,"Pu",-0.00116926207313087,"Pu=0","01000",9,0.00015722047802681
"651",0,0,0,1,0,0,1,0,0,FALSE,1.68980815548743e-09,"c00010",2.7037122815554e-08,"K",0.874516860926091,"K=0","01000",9,0.999000310907528
"652",0,0,0,1,0,0,1,0,0,FALSE,1.68980815548743e-09,"c00010",2.7037122815554e-08,"Ku",-0.154048185937128,"Ku=1","01000",9,3.40850850558989e-05
"653",0,0,0,1,0,0,1,0,0,FALSE,1.68980815548743e-09,"c00010",2.7037122815554e-08,"C",-0.0228611611227414,"C=0","01000",9,0.00012656172683967
"654",0,0,0,1,0,0,1,0,0,FALSE,1.68980815548743e-09,"c00010",2.7037122815554e-08,"Cu",-0.0432224607484424,"Cu=0","01000",9,0.000103246274834348
"655",0,0,0,1,0,0,1,0,0,FALSE,1.68980815548743e-09,"c00010",2.7037122815554e-08,"S",0.012018135302507,"S=1","01000",9,0.000179382987046943
"656",0,0,0,1,0,0,1,0,0,FALSE,1.68980815548743e-09,"c00010",2.7037122815554e-08,"Su",-0.0584240735684818,"Su=0","01000",9,8.8685909757223e-05
"657",0,0,0,1,0,0,1,0,0,FALSE,1.68980815548743e-09,"c00010",2.7037122815554e-08,"br",0,"br=0","01000",9,0.00015906958684456
"658",1,0,0,1,0,0,1,0,0,FALSE,1.68980815548743e-09,"c10010",2.7037122815554e-08,"P",0.00259919053788329,"P=1","01000",9,0.000167982452929921
"659",1,0,0,1,0,0,1,0,0,FALSE,1.68980815548743e-09,"c10010",2.7037122815554e-08,"Pu",-5.19473511675821e-05,"Pu=0","01000",9,0.000163587521729409
"660",1,0,0,1,0,0,1,0,0,FALSE,1.68980815548743e-09,"c10010",2.7037122815554e-08,"K",0.871659986521832,"K=0","01000",9,0.998957472787292
"661",1,0,0,1,0,0,1,0,0,FALSE,1.68980815548743e-09,"c10010",2.7037122815554e-08,"Ku",-0.152906262470937,"Ku=1","01000",9,3.54741760660936e-05
"662",1,0,0,1,0,0,1,0,0,FALSE,1.68980815548743e-09,"c10010",2.7037122815554e-08,"C",-0.0254798784610163,"C=0","01000",9,0.000126858061709178
"663",1,0,0,1,0,0,1,0,0,FALSE,1.68980815548743e-09,"c10010",2.7037122815554e-08,"Cu",-0.0364560295482551,"Cu=0","01000",9,0.000113670888055186
"664",1,0,0,1,0,0,1,0,0,FALSE,1.68980815548743e-09,"c10010",2.7037122815554e-08,"S",0.00688937832331433,"S=1","01000",9,0.000175346042109474
"665",1,0,0,1,0,0,1,0,0,FALSE,1.68980815548743e-09,"c10010",2.7037122815554e-08,"Su",-0.0534191041995983,"Su=0","01000",9,9.59355469191005e-05
"666",1,0,0,1,0,0,1,0,0,FALSE,1.68980815548743e-09,"c10010",2.7037122815554e-08,"br",0,"br=0","01000",9,0.000163672523189881
"667",0,1,0,1,0,0,1,0,0,FALSE,0.025676300342288,"c00010",0.410823727858766,"P",0.000634607243013843,"P=0","11000",25,0.000163231271059681
"668",0,1,0,1,0,0,1,0,0,FALSE,0.025676300342288,"c00010",0.410823727858766,"Pu",-0.00527716656774426,"Pu=1","11000",25,0.000153861107783945
"669",0,1,0,1,0,0,1,0,0,FALSE,0.025676300342288,"c00010",0.410823727858766,"K",0.872565923113086,"K=0","11000",25,0.998971166409111
"670",0,1,0,1,0,0,1,0,0,FALSE,0.025676300342288,"c00010",0.410823727858766,"Ku",-0.154045561427826,"Ku=1","11000",25,3.47564911187742e-05
"671",0,1,0,1,0,0,1,0,0,FALSE,0.025676300342288,"c00010",0.410823727858766,"C",-0.0267569634234228,"C=0","11000",25,0.000124120433156662
"672",0,1,0,1,0,0,1,0,0,FALSE,0.025676300342288,"c00010",0.410823727858766,"Cu",-0.0383195644962883,"Cu=0","11000",25,0.000110567513763401
"673",0,1,0,1,0,0,1,0,0,FALSE,0.025676300342288,"c00010",0.410823727858766,"S",0.0042599676395981,"S=1","11000",25,0.000169257570422834
"674",0,1,0,1,0,0,1,0,0,FALSE,0.025676300342288,"c00010",0.410823727858766,"Su",-0.0521913756240873,"Su=0","11000",25,9.62460763737649e-05
"675",0,1,0,1,0,0,1,0,0,FALSE,0.025676300342288,"c00010",0.410823727858766,"br",0.00861583125736581,"br=0","11000",25,0.0001767931272104
"676",1,1,0,1,0,0,1,0,0,FALSE,0.025676300342288,"c10010",0.410823727858766,"P",0.00194065942950134,"P=1","11000",25,0.000170909484044505
"677",1,1,0,1,0,0,1,0,0,FALSE,0.025676300342288,"c10010",0.410823727858766,"Pu",0.00138411590041308,"Pu=1","11000",25,0.000169960940348092
"678",1,1,0,1,0,0,1,0,0,FALSE,0.025676300342288,"c10010",0.410823727858766,"K",0.869271558526368,"K=0","11000",25,0.998933085845826
"679",1,1,0,1,0,0,1,0,0,FALSE,0.025676300342288,"c10010",0.410823727858766,"Ku",-0.153851433972888,"Ku=1","11000",25,3.59889932718767e-05
"680",1,1,0,1,0,0,1,0,0,FALSE,0.025676300342288,"c10010",0.410823727858766,"C",-0.0231767564918293,"C=0","11000",25,0.000132948245919931
"681",1,1,0,1,0,0,1,0,0,FALSE,0.025676300342288,"c10010",0.410823727858766,"Cu",-0.0439094116049143,"Cu=0","11000",25,0.000108054245366422
"682",1,1,0,1,0,0,1,0,0,FALSE,0.025676300342288,"c10010",0.410823727858766,"S",0.0103101877372089,"S=1","11000",25,0.000185829459063575
"683",1,1,0,1,0,0,1,0,0,FALSE,0.025676300342288,"c10010",0.410823727858766,"Su",-0.0561574578090812,"Su=0","11000",25,9.55980967032695e-05
"684",1,1,0,1,0,0,1,0,0,FALSE,0.025676300342288,"c10010",0.410823727858766,"br",0,"br=0","11000",25,0.000167624689455954
"685",0,0,1,1,0,0,1,0,0,TRUE,1.68980815548743e-09,"c01011",6.58108356890402e-08,"P",0.00414908824854826,"P=0","01000",9,0.00126949032579239
"686",0,0,1,1,0,0,1,0,0,TRUE,1.68980815548743e-09,"c01011",6.58108356890402e-08,"Pu",-0.00143822680178025,"Pu=0","01000",9,0.00120050505947542
"687",0,0,1,1,0,0,1,0,0,TRUE,1.68980815548743e-09,"c01011",6.58108356890402e-08,"K",0.59993732149873,"K=1","01000",9,0.491026370528114
"688",0,0,1,1,0,0,1,0,0,TRUE,1.68980815548743e-09,"c01011",6.58108356890402e-08,"Ku",0.59890353779248,"Ku=1","01000",9,0.485976367942921
"689",0,0,1,1,0,0,1,0,0,TRUE,1.68980815548743e-09,"c01011",6.58108356890402e-08,"C",0.096741547117857,"C=0","01000",9,0.00320444878730155
"690",0,0,1,1,0,0,1,0,0,TRUE,1.68980815548743e-09,"c01011",6.58108356890402e-08,"Cu",0.155189752634236,"Cu=0","01000",9,0.00574897826228322
"691",0,0,1,1,0,0,1,0,0,TRUE,1.68980815548743e-09,"c01011",6.58108356890402e-08,"S",-0.0305781933666668,"S=1","01000",9,0.0008970377666642
"692",0,0,1,1,0,0,1,0,0,TRUE,1.68980815548743e-09,"c01011",6.58108356890402e-08,"Su",0.204983206197063,"Su=0","01000",9,0.00945890552304501
"693",0,0,1,1,0,0,1,0,0,TRUE,1.68980815548743e-09,"c01011",6.58108356890402e-08,"br",0,"br=0","01000",9,0.00121789580440341
"694",1,0,1,1,0,0,1,0,0,TRUE,1.68980815548743e-09,"c11011",6.58108356890402e-08,"P",0.00289162709866811,"P=1","01000",9,0.00125501768662741
"695",1,0,1,1,0,0,1,0,0,TRUE,1.68980815548743e-09,"c11011",6.58108356890402e-08,"Pu",0.00221298766326154,"Pu=0","01000",9,0.00124652947643262
"696",1,0,1,1,0,0,1,0,0,TRUE,1.68980815548743e-09,"c11011",6.58108356890402e-08,"K",0.598354920870407,"K=1","01000",9,0.483853707178593
"697",1,0,1,1,0,0,1,0,0,TRUE,1.68980815548743e-09,"c11011",6.58108356890402e-08,"Ku",0.600136804121004,"Ku=1","01000",9,0.492552688018338
"698",1,0,1,1,0,0,1,0,0,TRUE,1.68980815548743e-09,"c11011",6.58108356890402e-08,"C",0.098458962089593,"C=0","01000",9,0.00326357433107558
"699",1,0,1,1,0,0,1,0,0,TRUE,1.68980815548743e-09,"c11011",6.58108356890402e-08,"Cu",0.155311977301957,"Cu=0","01000",9,0.00576239488791517
"700",1,0,1,1,0,0,1,0,0,TRUE,1.68980815548743e-09,"c11011",6.58108356890402e-08,"S",-0.0272622670947148,"S=1","01000",9,0.000928310254111411
"701",1,0,1,1,0,0,1,0,0,TRUE,1.68980815548743e-09,"c11011",6.58108356890402e-08,"Su",0.209886729213874,"Su=0","01000",9,0.00994530605473263
"702",1,0,1,1,0,0,1,0,0,TRUE,1.68980815548743e-09,"c11011",6.58108356890402e-08,"br",-0.00222048369388839,"br=0","01000",9,0.00119247211217375
"703",0,1,1,1,0,0,1,0,0,TRUE,0.025676300342288,"c01011",0.999982617814588,"P",-0.00391143750881305,"P=0","11000",25,0.00117895027876743
"704",0,1,1,1,0,0,1,0,0,TRUE,0.025676300342288,"c01011",0.999982617814588,"Pu",-0.00263132750206902,"Pu=1","11000",25,0.00119413914897037
"705",0,1,1,1,0,0,1,0,0,TRUE,0.025676300342288,"c01011",0.999982617814588,"K",0.595832245463148,"K=1","11000",25,0.474404948171971
"706",0,1,1,1,0,0,1,0,0,TRUE,0.025676300342288,"c01011",0.999982617814588,"Ku",0.601518461415785,"Ku=1","11000",25,0.502162331798219
"707",0,1,1,1,0,0,1,0,0,TRUE,0.025676300342288,"c01011",0.999982617814588,"C",0.10034965732672,"C=0","11000",25,0.00334422640121809
"708",0,1,1,1,0,0,1,0,0,TRUE,0.025676300342288,"c01011",0.999982617814588,"Cu",0.158088947007481,"Cu=0","11000",25,0.00595736514434558
"709",0,1,1,1,0,0,1,0,0,TRUE,0.025676300342288,"c01011",0.999982617814588,"S",-0.0313492460903531,"S=1","11000",25,0.000896054862398246
"710",0,1,1,1,0,0,1,0,0,TRUE,0.025676300342288,"c01011",0.999982617814588,"Su",0.206176791301957,"Su=0","11000",25,0.00963600627924321
"711",0,1,1,1,0,0,1,0,0,TRUE,0.025676300342288,"c01011",0.999982617814588,"br",0,"br=0","11000",25,0.00122597791486695
"712",1,1,1,1,0,0,1,0,0,TRUE,0.025676300342288,"c11011",0.999982617814588,"P",-0.00144418473239023,"P=1","11000",25,0.00120356669907695
"713",1,1,1,1,0,0,1,0,0,TRUE,0.025676300342288,"c11011",0.999982617814588,"Pu",-0.000567409179285015,"Pu=1","11000",25,0.00121416567437361
"714",1,1,1,1,0,0,1,0,0,TRUE,0.025676300342288,"c11011",0.999982617814588,"K",0.599121374726647,"K=1","11000",25,0.488307334881579
"715",1,1,1,1,0,0,1,0,0,TRUE,0.025676300342288,"c11011",0.999982617814588,"Ku",0.598980382871326,"Ku=1","11000",25,0.487619346428275
"716",1,1,1,1,0,0,1,0,0,TRUE,0.025676300342288,"c11011",0.999982617814588,"C",0.103912242859122,"C=0","11000",25,0.0034516544731951
"717",1,1,1,1,0,0,1,0,0,TRUE,0.025676300342288,"c11011",0.999982617814588,"Cu",0.157713741204949,"Cu=0","11000",25,0.00591131704591088
"718",1,1,1,1,0,0,1,0,0,TRUE,0.025676300342288,"c11011",0.999982617814588,"S",-0.032256516007142,"S=1","11000",25,0.000884410537579475
"719",1,1,1,1,0,0,1,0,0,TRUE,0.025676300342288,"c11011",0.999982617814588,"Su",0.212139388605232,"Su=0","11000",25,0.0101871297159042
"720",1,1,1,1,0,0,1,0,0,TRUE,0.025676300342288,"c11011",0.999982617814588,"br",0,"br=0","11000",25,0.00122107454410616
"721",0,0,0,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c00110",2.91533906273105e-08,"P",-0.000569129754121419,"P=0","00000",1,0.0157713046731346
"722",0,0,0,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c00110",2.91533906273105e-08,"Pu",-0.00323603504080601,"Pu=0","00000",1,0.0153562579657886
"723",0,0,0,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c00110",2.91533906273105e-08,"K",0.333060878661861,"K=0","00000",1,0.443408830782187
"724",0,0,0,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c00110",2.91533906273105e-08,"Ku",0.335681259064303,"Ku=0","00000",1,0.455181398294722
"725",0,0,0,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c00110",2.91533906273105e-08,"C",0,"C=1","00000",1,0.0158613197690173
"726",0,0,0,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c00110",2.91533906273105e-08,"Cu",-0.0578289253192198,"Cu=0","00000",1,0.00889593270848656
"727",0,0,0,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c00110",2.91533906273105e-08,"S",0.00317760447835132,"S=1","00000",1,0.0163734229946183
"728",0,0,0,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c00110",2.91533906273105e-08,"Su",-0.0176855523505601,"Su=0","00000",1,0.0132902130430283
"729",0,0,0,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c00110",2.91533906273105e-08,"br",0,"br=0","00000",1,0.0158613197690173
"730",1,0,0,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c10110",2.91533906273105e-08,"P",-0.00518550430948169,"P=1","00000",1,0.0163703079669366
"731",1,0,0,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c10110",2.91533906273105e-08,"Pu",-0.00499423554843269,"Pu=0","00000",1,0.0164016492156191
"732",1,0,0,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c10110",2.91533906273105e-08,"K",0.323834557415279,"K=0","00000",1,0.439514110028554
"733",1,0,0,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c10110",2.91533906273105e-08,"Ku",0.325589236504686,"Ku=0","00000",1,0.447294230669893
"734",1,0,0,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c10110",2.91533906273105e-08,"C",0,"C=1","00000",1,0.017241585841767
"735",1,0,0,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c10110",2.91533906273105e-08,"Cu",-0.0560323765626507,"Cu=0","00000",1,0.00984536200207624
"736",1,0,0,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c10110",2.91533906273105e-08,"S",0.00126118721993821,"S=1","00000",1,0.0174604115191423
"737",1,0,0,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c10110",2.91533906273105e-08,"Su",-0.0199124043918799,"Su=0","00000",1,0.0141285871634898
"738",1,0,0,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c10110",2.91533906273105e-08,"br",0.023200236993295,"br=0","00000",1,0.0217437555925214
"739",0,1,0,0,1,0,1,0,0,FALSE,0.0276860529446664,"c00110",0.442979998239472,"P",3.86311579387414e-05,"P=0","10000",17,0.0172649673632865
"740",0,1,0,0,1,0,1,0,0,FALSE,0.0276860529446664,"c00110",0.442979998239472,"Pu",-0.000296252887984099,"Pu=1","10000",17,0.0172072464450699
"741",0,1,0,0,1,0,1,0,0,FALSE,0.0276860529446664,"c00110",0.442979998239472,"K",0.324867429093887,"K=0","10000",17,0.44450771876777
"742",0,1,0,0,1,0,1,0,0,FALSE,0.0276860529446664,"c00110",0.442979998239472,"Ku",0.324996272140831,"Ku=0","10000",17,0.445080805168238
"743",0,1,0,0,1,0,1,0,0,FALSE,0.0276860529446664,"c00110",0.442979998239472,"C",0,"C=1","10000",17,0.0172582989945933
"744",0,1,0,0,1,0,1,0,0,FALSE,0.0276860529446664,"c00110",0.442979998239472,"Cu",-0.0554957697218332,"Cu=0","10000",17,0.00990792985235854
"745",0,1,0,0,1,0,1,0,0,FALSE,0.0276860529446664,"c00110",0.442979998239472,"S",-0.000205030129036718,"S=1","10000",17,0.0172229505317775
"746",0,1,0,0,1,0,1,0,0,FALSE,0.0276860529446664,"c00110",0.442979998239472,"Su",-0.0188608310458925,"Su=0","10000",17,0.014291783882313
"747",0,1,0,0,1,0,1,0,0,FALSE,0.0276860529446664,"c00110",0.442979998239472,"br",0,"br=0","10000",17,0.0172582989945933
"748",1,1,0,0,1,0,1,0,0,FALSE,0.0276860529446664,"c10110",0.442979998239472,"P",0.000977451814249041,"P=1","10000",17,0.0169397095198608
"749",1,1,0,0,1,0,1,0,0,FALSE,0.0276860529446664,"c10110",0.442979998239472,"Pu",0.00172726500282522,"Pu=1","10000",17,0.0170672030803851
"750",1,1,0,0,1,0,1,0,0,FALSE,0.0276860529446664,"c10110",0.442979998239472,"K",0.327677659552998,"K=0","10000",17,0.444372253023979
"751",1,1,0,0,1,0,1,0,0,FALSE,0.0276860529446664,"c10110",0.442979998239472,"Ku",0.328374024433865,"Ku=0","10000",17,0.447477504727101
"752",1,1,0,0,1,0,1,0,0,FALSE,0.0276860529446664,"c10110",0.442979998239472,"C",0,"C=1","10000",17,0.0167749386118109
"753",1,1,0,0,1,0,1,0,0,FALSE,0.0276860529446664,"c10110",0.442979998239472,"Cu",-0.056166408478843,"Cu=0","10000",17,0.00956606498492805
"754",1,1,0,0,1,0,1,0,0,FALSE,0.0276860529446664,"c10110",0.442979998239472,"S",0.00213353669445279,"S=1","10000",17,0.0171366833387957
"755",1,1,0,0,1,0,1,0,0,FALSE,0.0276860529446664,"c10110",0.442979998239472,"Su",-0.0188666176624615,"Su=0","10000",17,0.0138907041013288
"756",1,1,0,0,1,0,1,0,0,FALSE,0.0276860529446664,"c10110",0.442979998239472,"br",0,"br=0","10000",17,0.0167749386118109
"757",0,0,1,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c01110",4.94816124539418e-08,"P",-0.00192992046886312,"P=0","00000",1,0.000284298061383539
"758",0,0,1,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c01110",4.94816124539418e-08,"Pu",0.00120217101998067,"Pu=0","00000",1,0.000293343452277851
"759",0,0,1,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c01110",4.94816124539418e-08,"K",-0.144280667536717,"K=1","00000",1,6.84782193521231e-05
"760",0,0,1,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c01110",4.94816124539418e-08,"Ku",0.814438569145148,"Ku=0","00000",1,0.998199161357574
"761",0,0,1,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c01110",4.94816124539418e-08,"C",0,"C=1","00000",1,0.000289838074838186
"762",0,0,1,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c01110",4.94816124539418e-08,"Cu",-0.140476248963977,"Cu=0","00000",1,7.11336082337387e-05
"763",0,0,1,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c01110",4.94816124539418e-08,"S",0.00359871225451319,"S=1","00000",1,0.000300458465651436
"764",0,0,1,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c01110",4.94816124539418e-08,"Su",-0.0502449640936767,"Su=0","00000",1,0.000175365569472011
"765",0,0,1,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c01110",4.94816124539418e-08,"br",0.00924874121397819,"br=0","00000",1,0.000317923191216666
"766",1,0,1,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c11110",4.94816124539418e-08,"P",-0.00109705280418698,"P=1","00000",1,0.000275086543073289
"767",1,0,1,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c11110",4.94816124539418e-08,"Pu",-0.00664242785897795,"Pu=0","00000",1,0.000260247213309959
"768",1,0,1,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c11110",4.94816124539418e-08,"K",-0.142583131607448,"K=1","00000",1,6.68348707938275e-05
"769",1,0,1,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c11110",4.94816124539418e-08,"Ku",0.818576779718581,"Ku=0","00000",1,0.998314938818834
"770",1,0,1,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c11110",4.94816124539418e-08,"C",0,"C=1","00000",1,0.000278121002083183
"771",1,0,1,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c11110",4.94816124539418e-08,"Cu",-0.139651281057052,"Cu=0","00000",1,6.88233768975273e-05
"772",1,0,1,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c11110",4.94816124539418e-08,"S",0.00572356011490138,"S=1","00000",1,0.000294503792107188
"773",1,0,1,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c11110",4.94816124539418e-08,"Su",-0.0532324111475382,"Su=0","00000",1,0.00016332338081747
"774",1,0,1,0,1,0,1,0,0,FALSE,1.82207395284679e-09,"c11110",4.94816124539418e-08,"br",0,"br=0","00000",1,0.000278121002083183
"775",0,1,1,0,1,0,1,0,0,FALSE,0.0276860529446664,"c01110",0.751863303927318,"P",0.00269355572113611,"P=0","10000",17,0.000304340237233727
"776",0,1,1,0,1,0,1,0,0,FALSE,0.0276860529446664,"c01110",0.751863303927318,"Pu",-0.000106432992332945,"Pu=1","10000",17,0.00029593693963662
"777",0,1,1,0,1,0,1,0,0,FALSE,0.0276860529446664,"c01110",0.751863303927318,"K",-0.144797904544908,"K=1","10000",17,6.96325182408804e-05
"778",0,1,1,0,1,0,1,0,0,FALSE,0.0276860529446664,"c01110",0.751863303927318,"Ku",0.812246541772408,"Ku=0","10000",17,0.998167261063242
"779",0,1,1,0,1,0,1,0,0,FALSE,0.0276860529446664,"c01110",0.751863303927318,"C",0,"C=1","10000",17,0.000296252081854791
"780",0,1,1,0,1,0,1,0,0,FALSE,0.0276860529446664,"c01110",0.751863303927318,"Cu",-0.141593936313557,"Cu=0","10000",17,7.18996471099153e-05
"781",0,1,1,0,1,0,1,0,0,FALSE,0.0276860529446664,"c01110",0.751863303927318,"S",0.00642081018631783,"S=1","10000",17,0.000315897824668829
"782",0,1,1,0,1,0,1,0,0,FALSE,0.0276860529446664,"c01110",0.751863303927318,"Su",-0.0484309291577559,"Su=0","10000",17,0.000182527606158539
"783",0,1,1,0,1,0,1,0,0,FALSE,0.0276860529446664,"c01110",0.751863303927318,"br",0,"br=0","10000",17,0.000296252081854791
"784",1,1,1,0,1,0,1,0,0,FALSE,0.0276860529446664,"c11110",0.751863303927318,"P",-0.00246306227425022,"P=1","10000",17,0.000283448830512047
"785",1,1,1,0,1,0,1,0,0,FALSE,0.0276860529446664,"c11110",0.751863303927318,"Pu",-0.000184432038113062,"Pu=1","10000",17,0.000289981728904333
"786",1,1,1,0,1,0,1,0,0,FALSE,0.0276860529446664,"c11110",0.751863303927318,"K",-0.143772641964703,"K=1","10000",17,6.89882236265156e-05
"787",1,1,1,0,1,0,1,0,0,FALSE,0.0276860529446664,"c11110",0.751863303927318,"Ku",0.814204108728876,"Ku=0","10000",17,0.998194398985527
"788",1,1,1,0,1,0,1,0,0,FALSE,0.0276860529446664,"c11110",0.751863303927318,"C",0,"C=1","10000",17,0.000290517041609433
"789",1,1,1,0,1,0,1,0,0,FALSE,0.0276860529446664,"c11110",0.751863303927318,"Cu",-0.141097667030923,"Cu=0","10000",17,7.08585451069364e-05
"790",1,1,1,0,1,0,1,0,0,FALSE,0.0276860529446664,"c11110",0.751863303927318,"S",0.0149558480880243,"S=1","10000",17,0.000337383652815067
"791",1,1,1,0,1,0,1,0,0,FALSE,0.0276860529446664,"c11110",0.751863303927318,"Su",-0.0513147600092989,"Su=0","10000",17,0.000173905950289489
"792",1,1,1,0,1,0,1,0,0,FALSE,0.0276860529446664,"c11110",0.751863303927318,"br",0,"br=0","10000",17,0.000290517041609433
"793",0,0,0,1,1,0,1,0,0,FALSE,1.68980815548743e-09,"c00110",2.70371228155537e-08,"P",-0.000943828628764795,"P=0","01000",9,0.000274050353986541
"794",0,0,0,1,1,0,1,0,0,FALSE,1.68980815548743e-09,"c00110",2.70371228155537e-08,"Pu",-0.00473397170298155,"Pu=0","01000",9,0.000263857829227291
"795",0,0,0,1,1,0,1,0,0,FALSE,1.68980815548743e-09,"c00110",2.70371228155537e-08,"K",0.819107219320768,"K=0","01000",9,0.998313208942165
