"","P","Pu","K","Ku","C","Cu","S","Su","br","sem","prior","condition","posterior","Pces","Puces","Kces","Kuces","Cces","Cuces","Sces","Suces","brces","Pcfs","Pucfs","Kcfs","Kucfs","Ccfs","Cucfs","Scfs","Sucfs","brcfs","E_count"
"262",1,0,1,0,0,0,0,0,1,TRUE,8.46662963525793e-11,"c11001",2.37694404171525e-09,0.0214933854365862,-0.130035375714462,0.0260166083199389,-0.128446353014923,0.00165356317935575,-0.00326584859922076,-0.0058183400660463,-0.00973010932809432,0.846404902598555,15131,15058,15169,15054,5280,8,30000,2471,15689,88237
"263",0,1,1,0,0,0,0,0,1,TRUE,1.79694649020388e-11,"c01001",6.0068823892644e-10,-0.12676855994999,0.0180857837705188,0.0210751008634661,-0.126413121072101,0.000610868359998116,0.00258493041834887,-0.00467689391717712,-0.0162313111842616,0.850991577890253,14863,15033,14941,14939,5238,4,30044,2417,15606,88190
"264",1,1,1,0,0,0,0,0,1,TRUE,1.79694649020388e-11,"c11001",5.04479519853371e-10,0.217572961260702,0.218448455771598,0.0198117805458674,-0.0674887055243113,0.00450242436627286,-0.00155339203051152,-0.00285553161782873,-0.00910020045127845,0.463789305355019,15055,15243,15017,15180,5143,6,29907,2402,15751,96134
"265",0,0,0,1,0,0,0,0,1,TRUE,1.0835891173522e-14,"c00001",3.6227566906278e-13,-0.0215421627926835,-0.0209998901684959,-0.136969742090278,0.0250946755875585,-0.000540624065444064,-0.00275309308006192,-0.00333081593272974,-0.0128679990378688,0.90649008148289,15029,14824,15024,14890,5273,5,30013,2448,15574,86837
"266",1,0,0,1,0,0,0,0,1,TRUE,1.0835891173522e-14,"c10001",3.04239064411215e-13,0.0219928071357402,-0.126894734536848,-0.125302466186893,0.0208615844412626,-0.000530792802971859,-0.00163004224567232,-0.00220451689406014,-0.0121360075308937,0.848467041207567,14954,15023,14774,15285,5217,2,30012,2441,15579,88273
"267",0,1,0,1,0,0,0,0,1,TRUE,2.29979548549112e-15,"c00001",7.68889180291623e-14,-0.129599721505087,0.0240138460113505,-0.128006021784134,0.0171771199084563,-0.00409031323892073,0.000640148594580327,-0.00434021600435869,-0.0137978747623703,0.852142669766619,15018,14919,15026,14827,5450,7,30097,2396,15578,88184
"268",1,1,0,1,0,0,0,0,1,TRUE,2.29979548549112e-15,"c10001",6.45713043475994e-14,0.215538102073072,0.207688352841261,-0.0685685686863917,0.0116200700437822,0.000958057612359504,-0.00107769181797519,0.00116078572500372,-0.0086434924078068,0.457288431393956,15196,15148,14989,15009,5231,3,29915,2450,15621,96273
"269",0,0,1,1,0,0,0,0,1,TRUE,1.0835891173522e-14,"c01001",3.6222516483966e-13,-0.011276590846907,-0.0107579449841591,0.228035780372489,0.232567135259803,0.0010969255839938,-0.00116075306880336,-0.00837634897633717,-0.0118528097354,0.488884797819659,14950,15103,14852,15147,5213,3,30058,2418,15818,95702
"270",1,0,1,1,0,0,0,0,1,TRUE,1.0835891173522e-14,"c11001",3.0420968048868e-13,0.0131800787477435,-0.0695881526525036,0.217687505913358,0.220049443425877,-0.00129579686807509,-0.00155088251319119,-0.00322284839731694,-0.0139601904573268,0.463669146112985,14910,14969,15159,14955,5256,6,30006,2454,15715,96146
"271",0,1,1,1,0,0,0,0,1,TRUE,2.29979548549112e-15,"c01001",7.68781990783655e-14,-0.0695154728189222,0.00891413755499288,0.213531036640822,0.220446954805623,0.00282595272839344,-0.000890904723185324,-0.0004644422521094,-0.00888863481905025,0.45875438858499,15042,15112,14994,14965,5289,2,30183,2505,15865,96183
"272",1,1,1,1,0,0,0,0,1,TRUE,2.29979548549112e-15,"c11001",6.45650679419997e-14,0.116641881414161,0.123232697933688,0.1214104668782,0.11739944130418,-0.00452202713596337,-0.000487856153742678,0.0014047664133177,-0.00715509586746479,0.253034480114648,15025,14969,15010,14987,5355,2,30022,2462,15673,98824
"273",0,0,0,0,1,0,0,0,1,TRUE,8.46662963525793e-11,"c00101",2.83064296854033e-09,-0.0220614205899134,-0.0235490002731384,-0.0212073217806854,-0.0200304589967568,-0.00191213410051118,0.00259036433170536,-0.000154470602042933,-0.0193013008672471,0.967452332344303,14964,14977,14944,15066,24623,8,30034,2456,15586,85265
"274",1,0,0,0,1,0,0,0,1,TRUE,8.46662963525793e-11,"c10101",2.3771736331585e-09,0.0252282499847216,-0.135264021168948,-0.0203464610506254,-0.0218979222201818,-0.00201848037694764,-0.00216680799564933,-0.00230899424143983,-0.0257828780246194,0.90889679073746,14910,14937,14990,15138,24725,3,29834,2439,15927,86468
"275",0,1,0,0,1,0,0,0,1,TRUE,1.79694649020388e-11,"c00101",6.00771991508504e-10,-0.134296028083529,0.0280063466025016,-0.0244684135018771,-0.0240774948305195,-0.00479650172545178,-0.00175312144356184,-0.00477729964726846,-0.0132200377626311,0.907774183082295,14982,14791,14983,15033,24717,2,29935,2476,15717,86680
"276",1,1,0,0,1,0,0,0,1,TRUE,1.79694649020388e-11,"c10101",5.04528248043441e-10,0.224306244651762,0.235789807008888,-0.0164072680546305,-0.0128058830611185,-0.00251141014712812,-0.00116075306880336,-0.00387270560210975,-0.00977147328650976,0.48928905089642,14760,15131,15154,14902,24521,3,29967,2432,15796,95702
"277",0,0,1,0,1,0,0,0,1,TRUE,8.46662963525793e-11,"c01101",2.83024835351022e-09,-0.0230851091056814,-0.0196731096658701,0.0253807260527881,-0.136410603083394,0.00141553292100933,-0.00326223696993328,-0.00704033258234199,-0.0139079655932012,0.905766853226897,15061,14939,14935,15059,24828,7,30003,2471,15633,86804
"278",1,0,1,0,1,0,0,0,1,TRUE,8.46662963525793e-11,"c11101",2.37694404171525e-09,0.0229568044975736,-0.129347991232837,0.0203892574408222,-0.126415869541585,-0.00089721889512782,-0.0028271894882964,-0.00372932731234537,-0.018761245608063,0.852044854775769,15054,15108,14857,14943,24785,6,29791,2434,15504,88245
"279",0,1,1,0,1,0,0,0,1,TRUE,1.79694649020388e-11,"c01101",6.0068823892644e-10,-0.125422047924115,0.0254922465566805,0.0225904587259457,-0.130469453036917,-0.00340104792369295,-0.00164339788300859,-0.00369929481758353,-0.0186336212779219,0.854379738934961,14992,15124,15042,15035,24767,2,30243,2408,15611,88103
"280",1,1,1,0,1,0,0,0,1,TRUE,1.79694649020388e-11,"c11101",5.04479519853371e-10,0.218959277882705,0.212379918245975,0.0129363511017369,-0.0693981427494287,-0.00406848431550908,-0.00153638551585688,0.000861961058544911,-0.00702822894799487,0.458556255482548,15003,14988,14928,14925,24689,6,29999,2361,15760,96215
"281",0,0,0,1,1,0,0,0,1,TRUE,1.0835891173522e-14,"c00101",3.6227566906278e-13,-0.0181571819509041,-0.021072783002512,-0.136985058977108,0.0255483068251462,9.25528335242198e-05,-0.00276055490301354,-0.00383336832004586,-0.018490156087685,0.90711942870077,15007,15097,15072,15101,24882,5,29833,2413,15627,86775
"282",1,0,0,1,1,0,0,0,1,TRUE,1.0835891173522e-14,"c10101",3.04239064411215e-13,0.0194284903201256,-0.126285596608955,-0.126835966116133,0.0240906785749445,0.00622898792255842,-0.00230502820707375,-0.00539233359637181,-0.015264436719608,0.85074735580858,15114,14935,14952,14964,24738,4,30103,2476,15506,88275
"283",0,1,0,1,1,0,0,0,1,TRUE,2.29979548549112e-15,"c00101",7.68889180291623e-14,-0.126016509199458,0.0234759584208336,-0.127919478855452,0.0181413903419407,-0.00404080936471864,0.00365445461809115,-0.00391929210528076,-0.0151253937090916,0.850787298977659,14861,14799,14846,15115,24746,3,30123,2491,15606,88195
"284",1,1,0,1,1,0,0,0,1,TRUE,2.29979548549112e-15,"c10101",6.45713043475994e-14,0.215426070377339,0.217857488755274,-0.0684648287080778,0.0141451329707627,1.58322202662749e-06,-0.00124770861871731,-0.00797716028509482,-0.0085679734611062,0.455786326825986,14980,15038,15174,14606,25013,4,29908,2369,15778,96254
"285",0,0,1,1,1,0,0,0,1,TRUE,1.0835891173522e-14,"c01101",3.6222516483966e-13,-0.0112781776001674,-0.00827283815204184,0.22253967754263,0.237703455880859,0.000583297186488909,-0.00132592708770856,0.000847728708840329,-0.00982849585465028,0.484943454594643,14909,15045,14742,15034,24773,4,29981,2349,15746,95790
"286",1,0,1,1,1,0,0,0,1,TRUE,1.0835891173522e-14,"c11101",3.0420968048868e-13,0.0111886889369412,-0.0679892822471801,0.215270136291122,0.214474763718531,-0.00138486197253392,-0.00186589248640311,-0.000860578837594667,-0.00851178972060814,0.457426960205465,15070,15044,15038,15095,24686,9,30061,2471,15602,96276
"287",0,1,1,1,1,0,0,0,1,TRUE,2.29979548549112e-15,"c01101",7.68781990783655e-14,-0.0707398954539823,0.0143828267331278,0.224907156172074,0.209592835712705,0.000847151096518777,-0.00139324570410416,0.00255162563250079,-0.0121574130531955,0.46091879404918,15022,15076,14802,14830,24514,5,29966,2486,15450,96263
"288",1,1,1,1,1,0,0,0,1,TRUE,2.29979548549112e-15,"c11101",6.45650679419997e-14,0.118298209394621,0.121531371182096,0.114736867807705,0.124145795942803,0.00421551969946691,-0.000852970861690321,-0.00448587066333099,-0.00425134577866817,0.254122132234484,15030,14927,15065,15120,24889,6,30082,2431,15808,98802
"289",0,0,0,0,0,1,0,0,1,TRUE,0.0226809888212687,"c00001",0.758292074795712,-0.020976746723298,-0.0208076491346861,-0.0252355782745345,-0.0202127907784894,0.00102861936580395,0.00400133935331819,-0.0047847086385155,-0.020516232230068,0.96922135661925,14943,14970,15072,15001,5258,30350,30103,2388,15797,85017
"290",1,0,0,0,0,1,0,0,1,TRUE,0.0226809888212687,"c10001",0.636813595522772,0.020352908096307,-0.135474629857507,-0.0235032415251241,-0.0194252669005616,0.00628549284804751,-0.000985731771875489,-0.00537488762166087,-0.017078605910035,0.908659624744452,14984,14932,14912,14936,5294,29849,30116,2460,15439,86900
"291",0,1,0,0,0,1,0,0,1,TRUE,0.00481378364384903,"c00001",0.160938926238039,-0.133807793274528,0.0284291363770776,-0.0222274827027513,-0.0220881800257203,-2.0191102406308e-05,0.00331662399443618,-0.00535634644421715,-0.0214473115252427,0.90446609674786,15075,14925,14993,14963,5162,29985,30175,2420,15402,87037
"292",1,1,0,0,0,1,0,0,1,TRUE,0.00481378364384903,"c10001",0.135156491388665,0.239483634338502,0.219066848703372,-0.00936291716750889,-0.0121774392138919,0.000895579523641875,-0.000281666109273116,0.00235983832200857,-0.0117600386674306,0.488275528674468,15106,14802,14977,15007,5165,30007,30164,2368,15601,95779
"293",0,0,1,0,0,1,0,0,1,TRUE,0.0226809888212687,"c01001",0.758186362611854,-0.0229209674370119,-0.0215822104362399,0.0222535739653121,-0.137939281931282,-0.00425861903129329,0.0051351005696558,0.00108865083088757,-0.0130063439487718,0.901902094941031,15048,14934,14941,15347,5263,30213,29976,2414,15694,86849
"294",1,0,1,0,0,1,0,0,1,TRUE,0.0226809888212687,"c11001",0.636752090990485,0.018191511394646,-0.129533700585522,0.0228196974778788,-0.129009793951395,-0.00235898954868673,-2.65946192702481e-05,-0.00939483698452426,-0.0189341148347521,0.849334960380813,15062,14908,14994,14856,5190,29952,30019,2425,15755,88113
"295",0,1,1,0,0,1,0,0,1,TRUE,0.00481378364384903,"c01001",0.160916490021275,-0.129161545612098,0.0236145650392924,0.0208322773196846,-0.13178995102907,-0.00114178631340515,-0.00296202904137086,-0.00151036068004173,-0.0180480722947069,0.851447748372272,14960,15134,15192,15107,5223,29905,30027,2469,15698,88106
"296",1,1,1,0,0,1,0,0,1,TRUE,0.00481378364384903,"c11001",0.135143437746521,0.219095756752975,0.21758657705864,0.00874351774024774,-0.0694720654472101,0.0025468958850478,-0.00352697585350333,-0.0030106770993866,-0.00607612454421059,0.461150806394699,14894,15280,15009,14817,5233,30020,30086,2396,15618,96213
"297",0,0,0,1,0,1,0,0,1,TRUE,2.90279293134155e-06,"c00001",9.70488937653906e-05,-0.0188336010770442,-0.0216448880415625,-0.135326127684248,0.0235654076025741,-0.00454923980594488,-0.00198719670978329,-0.0050726755109976,-0.0142099926328227,0.907983654897022,14953,14889,15013,15056,5188,29940,30205,2424,15626,86754
"298",1,0,0,1,0,1,0,0,1,TRUE,2.90279293134155e-06,"c10001",8.15016496076339e-05,0.0216996878682798,-0.125066587057824,-0.128258263587331,0.0189337002676386,0.00161527927618182,-0.00391206368827199,-0.00422149952826739,-0.0163484668462828,0.852617737546464,14904,14801,15015,14943,5374,29824,29922,2409,15639,88124
"299",0,1,0,1,0,1,0,0,1,TRUE,6.16085006014784e-07,"c00001",2.05975313132467e-05,-0.125696746105023,0.0257687139305948,-0.127991725331983,0.0214487425509049,-0.000110903420567125,-0.000506692698095435,0.001840294961198,-0.015339516617225,0.852426331270878,14671,15198,14868,15023,5354,30153,30062,2475,15597,88162
"300",1,1,0,1,0,1,0,0,1,TRUE,6.16085006014784e-07,"c10001",1.72978043823222e-05,0.217970286532194,0.215213315613636,-0.0693494306812112,0.0156452565887494,-0.000719460896143103,0.0031772668204502,-0.002572193768864,-0.00955842854691511,0.461488681594774,15002,14924,14957,15229,5268,29922,29802,2413,15707,96183
"301",0,0,1,1,0,1,0,0,1,TRUE,2.90279293134155e-06,"c01001",9.70353643473181e-05,-0.00868124483219905,-0.0116039137702429,0.232163338925153,0.225754705717648,0.00100368048672051,-0.00282845958003216,-0.00237963321916013,-0.00671490362442321,0.484725644661236,14901,15099,15015,15059,5213,30121,30070,2384,15636,95827
"302",1,0,1,1,0,1,0,0,1,TRUE,2.90279293134155e-06,"c11001",8.14937780407029e-05,0.0105940964482829,-0.0692475361629735,0.216099430972119,0.22011813546033,0.00445625461359482,0.00131097648543318,-0.00345144431573557,-0.00956898355034207,0.459820206689684,14782,15009,14839,15198,5224,30054,29867,2407,15843,96172
"303",0,1,1,1,0,1,0,0,1,TRUE,6.16085006014784e-07,"c01001",2.05946598471064e-05,-0.0682134477940616,0.0112021800356208,0.216219006580548,0.205885582525727,-0.00734559672649028,0.00375532154855501,0.00023238121570764,-0.00875921329208334,0.451534928529974,15151,14998,15064,14952,5128,30074,30020,2457,15447,96409
"304",1,1,1,1,0,1,0,0,1,TRUE,6.16085006014784e-07,"c11001",1.72961337311684e-05,0.117325285640294,0.123943970758374,0.120879059315162,0.122362587311273,-0.00435365882969665,-0.00261078464079887,-0.00340378489822898,-0.00513930804396072,0.256145925520763,15062,14913,14828,15118,5220,30305,29879,2381,15598,98802
"305",0,0,0,0,1,1,0,0,1,TRUE,0.0226809888212687,"c00101",0.758292074795712,-0.0239473038722069,-0.0199869281099088,-0.0211771149743961,-0.0223220276170771,-0.00444755358174893,0.000305746308487202,-0.00952150688593267,-0.0162206035548446,0.968987405521218,15077,15125,15133,14865,24637,29824,30183,2323,15560,85250
"306",1,0,0,0,1,1,0,0,1,TRUE,0.0226809888212687,"c10101",0.636813595522772,0.0317214371925294,-0.135175114432352,-0.0212345162399749,-0.0204550218591167,-0.00321196436977553,0.00214711394531467,-0.00839950586898744,-0.0126916409257186,0.905358650240108,14824,14972,15083,14912,24676,29953,29935,2471,15676,86777
"307",0,1,0,0,1,1,0,0,1,TRUE,0.00481378364384903,"c00101",0.160938926238039,-0.135089867730435,0.027009422455152,-0.0224820863586393,-0.0256473632671423,0.00510164001723172,-0.001090248272532,-0.00370914516947664,-0.0196931686869526,0.905960035212672,14975,15052,14895,15147,24656,30060,29898,2461,15655,86780
"308",1,1,0,0,1,1,0,0,1,TRUE,0.00481378364384903,"c10101",0.135156491388665,0.229326633090189,0.223863972346902,-0.00879397285278771,-0.00985243251700797,0.000335911983091147,-0.00784946149231263,0.00155918724979989,-0.00744714148546371,0.480462716975077,14799,14767,15014,15026,24788,30053,29730,2372,15502,95937
"309",0,0,1,0,1,1,0,0,1,TRUE,0.0226809888212687,"c01101",0.758186362611854,-0.0225887422893309,-0.0206600404907434,0.0236909029722653,-0.135815238749519,0.00179026739467297,0.00390346083810021,-0.00925408505540443,-0.0178591451732299,0.9083274862149,14866,14992,15142,14920,24815,29894,30100,2317,15569,86795
"310",1,0,1,0,1,1,0,0,1,TRUE,0.0226809888212687,"c11101",0.636752090990485,0.0240923361168439,-0.128497852802424,0.024127375609085,-0.124837435250036,0.00449523526850723,0.000766095325297989,-0.00333466769190735,-0.0166673079646892,0.84502644463801,15183,15045,15052,14979,25091,30050,29944,2408,15736,88234
"311",0,1,1,0,1,1,0,0,1,TRUE,0.00481378364384903,"c01101",0.160916490021275,-0.126584973796219,0.0206936747399152,0.0221620369320096,-0.129770588617496,-3.02710104388709e-05,0.000972044360048974,-0.00741849031800493,-0.0128211121073517,0.849128811403796,15058,15112,15120,15223,24801,29968,30021,2429,15712,88152
"312",1,1,1,0,1,1,0,0,1,TRUE,0.00481378364384903,"c11101",0.135143437746521,0.2068183331072,0.218575895778048,0.00937285766624859,-0.0677430525757309,-0.000686118702281124,-0.00268369027763651,-0.00718157875402791,-0.0114483758231473,0.456726430151595,15129,15249,14944,15076,24781,29772,30125,2495,15624,96281
"313",0,0,0,1,1,1,0,0,1,TRUE,2.90279293134155e-06,"c00101",9.70488937653906e-05,-0.025538658335525,-0.0199753486215558,-0.138513189814442,0.0246426414196048,-0.00397638186406956,0.00371649604343837,0.000299144399490225,-0.0235027981007086,0.90826482811093,15051,15031,15180,15015,24640,29886,30293,2411,15666,86712
"314",1,0,0,1,1,1,0,0,1,TRUE,2.90279293134155e-06,"c10101",8.15016496076339e-05,0.0288899760286514,-0.12854056905446,-0.12690159491552,0.0213754792570445,-0.00735291754621473,-0.00655435903402712,-0.0045926400666603,-0.0156365556795224,0.851459490008315,14770,14934,15024,14868,24884,29893,29943,2466,15709,88097
"315",0,1,0,1,1,1,0,0,1,TRUE,6.16085006014784e-07,"c00101",2.05975313132467e-05,-0.126876869931441,0.0210375743581512,-0.127866944511994,0.0188969098470769,0.00218894521532902,0.0044610969982717,-0.00355219178943665,-0.0208308559768072,0.845304380697977,15067,15053,15085,14879,24979,30130,30389,2407,15643,88300
"316",1,1,0,1,1,1,0,0,1,TRUE,6.16085006014784e-07,"c10101",1.72978043823222e-05,0.215650796999786,0.218744406858768,-0.0647016167174883,0.0150128031863726,0.000509312872563582,-0.000448938907858808,-0.00376567635023287,-0.0119767490438774,0.458837357703254,15017,15069,14961,14911,24721,30000,30103,2339,15554,96267
"317",0,0,1,1,1,1,0,0,1,TRUE,2.90279293134155e-06,"c01101",9.70353643473181e-05,-0.0164329970295235,-0.00666122835075244,0.235258548193973,0.225177598979615,0.00745726772068062,0.00166463481077609,-0.00120537155875426,-0.00880381128193729,0.484332994297992,14896,15088,14907,14843,24738,29834,29862,2414,15545,95861
"318",1,0,1,1,1,1,0,0,1,TRUE,2.90279293134155e-06,"c11101",8.14937780407029e-05,0.0142704056218444,-0.0690141673588347,0.217814693056429,0.212013200519503,0.00153532119366682,-0.00259973362210123,-0.00251221058906186,-0.00739167531698344,0.454793398906256,14993,14965,14896,14822,24771,29755,30163,2411,15873,96244
"319",0,1,1,1,1,1,0,0,1,TRUE,6.16085006014784e-07,"c01101",2.05946598471064e-05,-0.0654992522773367,0.0137686697322223,0.215863669078783,0.210275802687605,-0.00270093388126517,-0.0062300464807613,-0.00521283363693977,-0.0122705852809888,0.455930928992832,14921,14948,15220,14926,24816,30024,30030,2433,15537,96317
"320",1,1,1,1,1,1,0,0,1,TRUE,6.16085006014784e-07,"c11101",1.72961337311684e-05,0.125014976888244,0.124039889228406,0.122522111737049,0.121871383751698,-0.00285262522806971,-0.00297742034043154,-6.84523900763167e-05,-0.00628189046137929,0.257769465274089,14904,14936,15170,15153,24822,29911,30020,2512,15751,98773
"321",0,0,0,0,0,0,1,0,1,TRUE,8.46662963525793e-11,"c00011",2.6019943563711e-09,-0.0216152236276617,-0.0235995466329771,-0.0221038358742368,-0.023378353067669,0.00164628012904616,-0.0029062792531347,0,-0.0640082918922884,0.961282290298611,14998,15078,14904,14977,5143,5,0,2368,15455,85549
"322",1,0,0,0,0,0,1,0,1,TRUE,8.46662963525793e-11,"c10011",2.24076371542605e-09,0.0237539984107892,-0.132499874087766,-0.0187555594712552,-0.0227137286226135,0.00563568034597669,0.00697672600593623,0,-0.0612564341386801,0.900319238358377,15275,14970,14923,14885,5232,4,0,2459,15514,87044
"323",0,1,0,0,0,0,1,0,1,TRUE,1.79694649020388e-11,"c00011",5.52243906682817e-10,-0.130435554683623,0.0251646257362824,-0.0210925335094122,-0.0215170359076109,-0.0011735449455587,0.00332578551203776,0,-0.0599979782319721,0.89924531678891,14878,15059,15038,14859,5390,3,0,2363,15536,87052
"324",1,1,0,0,0,0,1,0,1,TRUE,1.79694649020388e-11,"c10011",4.75576784065668e-10,0.228023084251608,0.226667757410649,-0.0118581645328615,-0.0131267945038289,0.00691339681441213,-0.00173549556750333,0,-0.0326237711853222,0.480045367494468,14989,15137,14986,15167,5154,7,0,2414,15733,95875
"325",0,0,1,0,0,0,1,0,1,TRUE,8.46662963525793e-11,"c01011",2.60168780324045e-09,-0.0210963357343664,-0.0235790484017016,0.0237973266107918,-0.136528926882201,-0.00250084263677338,-0.00173805874133221,0,-0.0596030377356383,0.902359997887098,15113,15097,15092,15078,5234,2,0,2298,15647,86878
"326",1,0,1,0,0,0,1,0,1,TRUE,8.46662963525793e-11,"c11011",2.24057616767768e-09,0.0222563864609402,-0.127585822665657,0.0182837798415561,-0.126039126097432,-0.00423032661257044,-0.00256988665133841,0,-0.0572934137997368,0.842358454579982,14942,15006,14758,14775,5169,5,0,2425,15693,88333
"327",0,1,1,0,0,0,1,0,1,TRUE,1.79694649020388e-11,"c01011",5.52178844244052e-10,-0.124204216517741,0.0153413017145203,0.0249164395833324,-0.127012689013221,-0.00394819560935096,0.00118016656347178,0,-0.0587774091829276,0.843374456687201,14933,15022,15140,14962,5311,6,0,2527,15779,88241
"328",1,1,1,0,0,0,1,0,1,TRUE,1.79694649020388e-11,"c11011",4.75536979174854e-10,0.210647165817791,0.219394143554385,0.0109106940258274,-0.0678737241366506,0.00165609954221307,-0.0015091800368439,0,-0.0304274051890968,0.449792848651433,14836,15091,15138,14932,5252,6,0,2381,15798,96343
"329",0,0,0,1,0,0,1,0,1,TRUE,1.0835891173522e-14,"c00011",3.3301241337335e-13,-0.0245136293204777,-0.0165137732567608,-0.134044232598516,0.0215820331873616,0.00309594600136682,-0.00271078707143106,0,-0.0608166911176494,0.896312540115962,15080,14887,15258,14900,5152,5,0,2455,15464,87187
"330",1,0,0,1,0,0,1,0,1,TRUE,1.0835891173522e-14,"c10011",2.86780842105347e-13,0.0256205252382764,-0.129697400268038,-0.124664044122191,0.02200411869971,-0.000916756652039782,-0.00280534072672211,0,-0.0568634511806111,0.840207165224777,15023,15205,14947,15197,5205,6,0,2406,15668,88405
"331",0,1,0,1,0,0,1,0,1,TRUE,2.29979548549112e-15,"c00011",7.06781226042533e-14,-0.126395724623949,0.024136815956363,-0.122195919900114,0.0205045202277149,-0.000409513792378038,-0.00160704412899028,0,-0.0574226931234376,0.837579003069574,15079,15019,14937,15154,5237,2,0,2490,15545,88564
"332",1,1,0,1,0,0,1,0,1,TRUE,2.29979548549112e-15,"c10011",6.08659938935921e-14,0.214647082738854,0.221002512935844,-0.0660773049995838,0.014354502586509,0.00190958795868815,-0.000628071720924758,0,-0.031277666471824,0.45856390483685,15029,14961,14866,15020,5292,1,0,2420,15796,96205
"333",0,0,1,1,0,0,1,0,1,TRUE,1.0835891173522e-14,"c01011",3.32973179622663e-13,-0.0139248174522004,-0.0158046296988136,0.22901502666423,0.225380668665176,0.00646292128539876,-0.00114057131777529,0,-0.0331179989121989,0.487637406829983,14970,15058,15157,15005,5183,3,0,2467,15423,95844
"334",1,0,1,1,0,0,1,0,1,TRUE,1.0835891173522e-14,"c11011",2.86756839083143e-13,0.00395411768043717,-0.0697847852910601,0.211906849238425,0.214157145676659,-0.0012391966903674,-0.00122872636242446,0,-0.030768984594345,0.452054073444512,14704,14955,14906,15038,5340,4,0,2447,15590,96363
"335",0,1,1,1,0,0,1,0,1,TRUE,2.29979548549112e-15,"c01011",7.06697956839046e-14,-0.0678916908904608,0.0131230113545502,0.213181806496962,0.208768417331754,0.00159452174996305,-0.00106030187208187,0,-0.0300891727311127,0.449977772901823,14938,14968,14945,15071,5270,3,0,2359,15617,96388
"336",1,1,1,1,0,0,1,0,1,TRUE,2.29979548549112e-15,"c11011",6.08608995232982e-14,0.12422741183231,0.118668509909068,0.117970241184629,0.128697841061166,-0.00279776459272531,-0.00094058611527022,0,-0.017336554584831,0.260553409528455,14937,15134,14967,14911,5200,7,0,2323,15694,98752
"337",0,0,0,0,1,0,1,0,1,TRUE,8.46662963525793e-11,"c00111",2.6019943563711e-09,-0.0186313046451995,-0.0254786510228363,-0.0209335095037678,-0.0215906891673071,-0.000383639533020314,-0.00130658003932911,0,-0.0651083701659276,0.96002229377158,14860,15013,15083,14796,24680,1,0,2423,15628,85418
"338",1,0,0,0,1,0,1,0,1,TRUE,8.46662963525793e-11,"c10111",2.24076371542605e-09,0.0235869381536499,-0.138364717156096,-0.0231817030095054,-0.020336434863552,0.00365922069142634,0.0049188100078927,0,-0.0602277575660111,0.898098110473708,15036,15119,15079,15077,24927,2,0,2369,15636,86995
"339",0,1,0,0,1,0,1,0,1,TRUE,1.79694649020388e-11,"c00111",5.52243906682817e-10,-0.133743698520976,0.0239264381677125,-0.0172209495725063,-0.0192649358257263,-0.00586928041971584,0.00223823648675153,0,-0.0616837940072208,0.899965515673323,15013,15082,15037,15034,24598,4,0,2468,15658,86929
"340",1,1,0,0,1,0,1,0,1,TRUE,1.79694649020388e-11,"c10111",4.75576784065668e-10,0.235731376347261,0.220595777710892,-0.0162758311395568,-0.0107978272471573,0.00427983345492696,-0.00132658453032021,0,-0.0334967660919953,0.485568270931987,14930,14946,15094,15109,24889,4,0,2487,15725,95786
"341",0,0,1,0,1,0,1,0,1,TRUE,8.46662963525793e-11,"c01111",2.60168780324045e-09,-0.0223682550030108,-0.0137314223276932,0.0228324513863999,-0.136965711886411,0.000331920746885475,-0.0024414899449499,0,-0.060752968155055,0.899089549372264,14959,15003,14969,15044,24668,4,0,2417,15565,87031
"342",1,0,1,0,1,0,1,0,1,TRUE,8.46662963525793e-11,"c11111",2.24057616767768e-09,0.0163709238639242,-0.126147760616075,0.0234685182576677,-0.125040123783432,-0.00285549898719163,0.00370438958219611,0,-0.056249030360584,0.842387237446311,15010,15057,15056,15009,24777,3,0,2345,15660,88358
"343",0,1,1,0,1,0,1,0,1,TRUE,1.79694649020388e-11,"c01111",5.52178844244052e-10,-0.125963970724193,0.0242248052863784,0.0171632516700073,-0.12986561852433,-0.00237009315251855,-0.00305019521187987,0,-0.0573496073048989,0.840749884369192,15009,14864,15156,14902,24874,7,0,2415,15826,88269
"344",1,1,1,0,1,0,1,0,1,TRUE,1.79694649020388e-11,"c11111",4.75536979174854e-10,0.212870021653113,0.210988997837171,0.0138156548672311,-0.0680103265775756,0.00620665345305616,0.00720825311442869,0,-0.0301812195838367,0.451733205438265,14975,14850,14999,14977,24667,4,0,2352,15635,96356
"345",0,0,0,1,1,0,1,0,1,TRUE,1.0835891173522e-14,"c00111",3.3301241337335e-13,-0.0215009269191545,-0.0248961842139926,-0.135108551898731,0.0202905750077013,0.00598478584644599,-0.0017178778892016,0,-0.0606841687594522,0.895003866254522,15134,14974,15156,14954,24790,2,0,2435,15555,87142
"346",1,0,0,1,1,0,1,0,1,TRUE,1.0835891173522e-14,"c10111",2.86780842105347e-13,0.0196904708662224,-0.12658420286691,-0.126260775496958,0.0222364513250294,-0.00832154887623012,-0.00162239564055638,0,-0.0566321467657827,0.84294913522571,14960,14876,15141,14878,25096,2,0,2379,15627,88370
