"","condObs","node3","condition.x","sem.x","postces.x","postces_norm.x","cat.x","present_causes.x","condition.y","sem.y","postces.y","postces_norm.y","cat.y","present_causes.y","newProb","postces_norm","count","count_norm","Relevant","choice","condVerb","cause"
"1","0000","br_f=0",NA,NA,0,0,NA,NA,"c00000",FALSE,0.65741374476228,0.65741374476228,"Pizza","br",0,0.0321089791651748,NA,NA,"TRUE","ShortPizza","AbsentNoLazySee_pizza","br"
"2","0000","br_p=0","c00000",FALSE,0.072731618064032,0.072731618064032,"Short","br",NA,NA,0,0,NA,NA,0,0.0321089791651748,3,0.09375,"TRUE","ShortPizza","AbsentNoLazySee_pizza","br"
"3","0000","C=0","c00000",FALSE,0.426302360419073,0.426302360419073,"Short","C","c00000",FALSE,0.0267713998961701,0.0267713998961701,"Pizza","C",0.0114127109674603,0.314718286242036,20,0.625,"TRUE","ShortPizza","AbsentNoLazySee_pizza","C"
"4","0000","Cu=0","c00000",FALSE,0.0576479093393118,0.0576479093393118,"Short","Cu","c00000",FALSE,9.94398588138298e-11,9.94398588138298e-11,"Pizza","Cu",5.73249996561362e-12,0.0321089792019878,NA,NA,"TRUE","ShortPizza","AbsentNoLazySee_pizza","Cu"
"5","0000","Cu=1","c00000",FALSE,0.00962063450380423,0.00962063450380423,"Short","Cu","c00000",FALSE,0.026437508789861,0.026437508789861,"Pizza","Cu",0.000254345609258365,0.0337845919012746,NA,NA,"TRUE","ShortPizza","AbsentNoLazySee_pizza","Cu"
"6","0000","K=0","c00000",FALSE,0.0721168156571308,0.0721168156571308,"Short","K","c00000",FALSE,0.040099556269026,0.040099556269026,"Pizza","K",0.00289185230738609,0.0572544962958571,NA,NA,"TRUE","ShortPizza","AbsentNoLazySee_pizza","K"
"7","0000","Ku_f=0",NA,NA,0,0,NA,NA,"c00000",FALSE,0.0403399140786954,0.0403399140786954,"Pizza","Ku",0,0.0321089791651748,3,0.09375,"TRUE","ShortPizza","AbsentNoLazySee_pizza","Ku"
"8","0000","Ku_f=1",NA,NA,0,0,NA,NA,"c00000",FALSE,2.84753564873458e-06,2.84753564873458e-06,"Pizza","Ku",0,0.0321089791651748,NA,NA,"TRUE","ShortPizza","AbsentNoLazySee_pizza","Ku"
"9","0000","Ku_p=0","c00000",FALSE,0.071958935999449,0.071958935999449,"Short","Ku",NA,NA,0,0,NA,NA,0,0.0321089791651748,NA,NA,"TRUE","ShortPizza","AbsentNoLazySee_pizza","Ku"
"10","0000","Ku_p=1","c00000",FALSE,9.61972107715382e-11,9.61972107715382e-11,"Short","Ku",NA,NA,0,0,NA,NA,0,0.0321089791651748,1,0.03125,"TRUE","ShortPizza","AbsentNoLazySee_pizza","Ku"
"11","0000","P=0","c00000",FALSE,0.0716458406170301,0.0716458406170301,"Short","P","c00000",FALSE,0.0835364547572122,0.0835364547572122,"Pizza","P",0.00598503952324697,0.106287067807161,1,0.03125,"TRUE","ShortPizza","AbsentNoLazySee_pizza","P"
"12","0000","Pu_f=0",NA,NA,0,0,NA,NA,"c00000",FALSE,0.0324766704092226,0.0324766704092226,"Pizza","Pu",0,0.0321089791651748,1,0.03125,"TRUE","ShortPizza","AbsentNoLazySee_pizza","Pu"
"13","0000","Pu_f=1",NA,NA,0,0,NA,NA,"c00000",FALSE,0.00384382262166237,0.00384382262166237,"Pizza","Pu",0,0.0321089791651748,NA,NA,"TRUE","ShortPizza","AbsentNoLazySee_pizza","Pu"
"14","0000","Pu_p=0","c00000",FALSE,0.0615217986051983,0.0615217986051983,"Short","Pu",NA,NA,0,0,NA,NA,0,0.0321089791651748,NA,NA,"TRUE","ShortPizza","AbsentNoLazySee_pizza","Pu"
"15","0000","Pu_p=1","c00000",FALSE,0.0110193899547484,0.0110193899547484,"Short","Pu",NA,NA,0,0,NA,NA,0,0.0321089791651748,NA,NA,"TRUE","ShortPizza","AbsentNoLazySee_pizza","Pu"
"16","0000","S=0","c00000",FALSE,0.0727030787729391,0.0727030787729391,"Short","S","c00000",FALSE,0.0535320285540071,0.0535320285540071,"Pizza","S",0.0038919432888372,0.0699320721855351,NA,NA,"TRUE","ShortPizza","AbsentNoLazySee_pizza","S"
"17","0000","Su=0","c00000",FALSE,4.79089295276146e-09,4.79089295276146e-09,"Short","Su","c00000",FALSE,0.034259099910764,0.034259099910764,"Pizza","Su",1.6413168033043e-10,0.032108980219195,3,0.09375,"TRUE","ShortPizza","AbsentNoLazySee_pizza","Su"
"18","0000","Su=1","c00000",FALSE,0.0727316131801928,0.0727316131801928,"Short","Su","c00000",FALSE,0.00128695231601048,0.00128695231601048,"Pizza","Su",9.36021180294274e-05,0.0327157344952054,NA,NA,"TRUE","ShortPizza","AbsentNoLazySee_pizza","Su"
"19","0001","br_f=0",NA,NA,0,0,NA,NA,"c00010",FALSE,0.630319619689934,0.630319619689934,"Pizza","br",0,0.0334024599304095,NA,NA,"TRUE","ShortPizza","AbsentNoLazySee_hotdog","br"
"20","0001","br_p=0","c00010",FALSE,0.0725868958608994,0.0725868958608994,"Short","br",NA,NA,0,0,NA,NA,0,0.0334024599304095,2,0.0666666666666667,"TRUE","ShortPizza","AbsentNoLazySee_hotdog","br"
"21","0001","C=0","c00010",FALSE,0.428232919928587,0.428232919928587,"Short","C","c00010",FALSE,0.0261492631010155,0.0261492631010155,"Pizza","C",0.0111979752917287,0.313633343019203,10,0.333333333333333,"TRUE","ShortPizza","AbsentNoLazySee_hotdog","C"
"22","0001","Cu=0","c00010",FALSE,0.0576479065759818,0.0576479065759818,"Short","Cu","c00010",FALSE,1.00630756897146e-10,1.00630756897146e-10,"Pizza","Cu",5.80115247227703e-12,0.033402459969164,NA,NA,"TRUE","ShortPizza","AbsentNoLazySee_hotdog","Cu"
"23","0001","Cu=1","c00010",FALSE,0.00936657544154301,0.00936657544154301,"Short","Cu","c00010",FALSE,0.0268939378877,0.0268939378877,"Pizza","Cu",0.000251904098145314,0.0351284157160392,NA,NA,"TRUE","ShortPizza","AbsentNoLazySee_hotdog","Cu"
"24","0001","K=0","c00010",FALSE,0.0719350068570184,0.0719350068570184,"Short","K","c00010",FALSE,0.0406612242777772,0.0406612242777772,"Pizza","K",0.00292496544723667,0.0599567001379173,3,0.1,"TRUE","ShortPizza","AbsentNoLazySee_hotdog","K"
"25","0001","Ku_f=0",NA,NA,0,0,NA,NA,"c00010",FALSE,0.041221969862556,0.041221969862556,"Pizza","Ku",0,0.0334024599304095,2,0.0666666666666667,"TRUE","ShortPizza","AbsentNoLazySee_hotdog","Ku"
"26","0001","Ku_f=1",NA,NA,0,0,NA,NA,"c00010",FALSE,2.8722986570348e-06,2.8722986570348e-06,"Pizza","Ku",0,0.0334024599304095,NA,NA,"TRUE","ShortPizza","AbsentNoLazySee_hotdog","Ku"
"27","0001","Ku_p=0","c00010",FALSE,0.0718967112693937,0.0718967112693937,"Short","Ku",NA,NA,0,0,NA,NA,0,0.0334024599304095,NA,NA,"TRUE","ShortPizza","AbsentNoLazySee_hotdog","Ku"
"28","0001","Ku_p=1","c00010",FALSE,1.06421647413134e-10,1.06421647413134e-10,"Short","Ku",NA,NA,0,0,NA,NA,0,0.0334024599304095,NA,NA,"TRUE","ShortPizza","AbsentNoLazySee_hotdog","Ku"
"29","0001","P=0","c00010",FALSE,0.0713620871338142,0.0713620871338142,"Short","P","c00010",FALSE,0.0819986755426365,0.0819986755426365,"Pizza","P",0.00585159662893098,0.107656852125223,8,0.266666666666667,"TRUE","ShortPizza","AbsentNoLazySee_hotdog","P"
"30","0001","Pu_f=0",NA,NA,0,0,NA,NA,"c00010",FALSE,0.031505601750415,0.031505601750415,"Pizza","Pu",0,0.0334024599304095,2,0.0666666666666667,"TRUE","ShortPizza","AbsentNoLazySee_hotdog","Pu"
"31","0001","Pu_f=1",NA,NA,0,0,NA,NA,"c00010",FALSE,0.0037547257814048,0.0037547257814048,"Pizza","Pu",0,0.0334024599304095,NA,NA,"TRUE","ShortPizza","AbsentNoLazySee_hotdog","Pu"
"32","0001","Pu_p=0","c00010",FALSE,0.0609633259438492,0.0609633259438492,"Short","Pu",NA,NA,0,0,NA,NA,0,0.0334024599304095,NA,NA,"TRUE","ShortPizza","AbsentNoLazySee_hotdog","Pu"
"33","0001","Pu_p=1","c00010",FALSE,0.0109411061267468,0.0109411061267468,"Short","Pu",NA,NA,0,0,NA,NA,0,0.0334024599304095,NA,NA,"TRUE","ShortPizza","AbsentNoLazySee_hotdog","Pu"
"34","0001","S=1","c00010",FALSE,0.0726712048337873,0.0726712048337873,"Short","S","c00010",FALSE,0.0269139109490414,0.0269139109490414,"Pizza","S",0.0019558663354561,0.049392708642631,NA,NA,"TRUE","ShortPizza","AbsentNoLazySee_hotdog","S"
"35","0001","Su=0","c00010",FALSE,2.02428514829564e-09,2.02428514829564e-09,"Short","Su","c00010",FALSE,0.0905781987582317,0.0905781987582317,"Pizza","Su",1.83356102505659e-10,0.0334024611553185,1,0.0333333333333333,"TRUE","ShortPizza","AbsentNoLazySee_hotdog","Su"
"36","0001","Su=1","c00010",FALSE,0.0723962578976721,0.0723962578976721,"Short","Su",NA,NA,0,0,NA,NA,0,0.0334024599304095,NA,NA,"TRUE","ShortPizza","AbsentNoLazySee_hotdog","Su"
"37","0010","br_f=0",NA,NA,0,0,NA,NA,"c00100",FALSE,0.655956150949145,0.655956150949145,"Pizza","br",0,0.0356080121670529,NA,NA,"TRUE","ShortPizza","AbsentNoSportySee_pizza","br"
"38","0010","br_p=0","c00100",FALSE,0.111111154027659,0.111111154027659,"Short","br",NA,NA,0,0,NA,NA,0,0.0356080121670529,NA,NA,"TRUE","ShortPizza","AbsentNoSportySee_pizza","br"
"39","0010","C=1","c00100",FALSE,0.111111105744625,0.111111105744625,"Short","C","c00100",FALSE,0.0266192740417911,0.0266192740417911,"Pizza","C",0.00295769697290259,0.0643354028253049,1,0.032258064516129,"TRUE","ShortPizza","AbsentNoSportySee_pizza","C"
"40","0010","Cu=0","c00100",FALSE,0.111111105751295,0.111111105751295,"Short","Cu","c00100",FALSE,9.84612538350288e-11,9.84612538350289e-11,"Pizza","Cu",1.0940138787269e-11,0.0356080122449642,NA,NA,"TRUE","ShortPizza","AbsentNoSportySee_pizza","Cu"
"41","0010","Cu=1",NA,NA,0,0,NA,NA,"c00100",FALSE,0.0267155787154639,0.0267155787154639,"Pizza","Cu",0,0.0356080121670529,NA,NA,"TRUE","ShortPizza","AbsentNoSportySee_pizza","Cu"
"42","0010","K=0","c00100",FALSE,0.111111105746494,0.111111105746494,"Short","K","c00100",FALSE,0.0407264534975248,0.0407264534975248,"Pizza","K",0.00452516128124316,0.088023421251926,4,0.129032258064516,"TRUE","ShortPizza","AbsentNoSportySee_pizza","K"
"43","0010","Ku_f=0",NA,NA,0,0,NA,NA,"c00100",FALSE,0.0409644506066451,0.0409644506066451,"Pizza","Ku",0,0.0356080121670529,6,0.193548387096774,"TRUE","ShortPizza","AbsentNoSportySee_pizza","Ku"
"44","0010","Ku_f=1",NA,NA,0,0,NA,NA,"c00100",FALSE,2.85141579603057e-06,2.85141579603057e-06,"Pizza","Ku",0,0.0356080121670529,1,0.032258064516129,"TRUE","ShortPizza","AbsentNoSportySee_pizza","Ku"
"45","0010","Ku_p=0","c00100",FALSE,0.111111105604104,0.111111105604104,"Short","Ku",NA,NA,0,0,NA,NA,0,0.0356080121670529,1,0.032258064516129,"TRUE","ShortPizza","AbsentNoSportySee_pizza","Ku"
"46","0010","Ku_p=1","c00100",FALSE,1.42396975863541e-10,1.42396975863541e-10,"Short","Ku",NA,NA,0,0,NA,NA,0,0.0356080121670529,1,0.032258064516129,"TRUE","ShortPizza","AbsentNoSportySee_pizza","Ku"
"47","0010","P=0","c00100",FALSE,0.111111105746484,0.111111105746484,"Short","P","c00100",FALSE,0.0839184260153229,0.0839184260153229,"Pizza","P",0.00932426910706703,0.229849442055668,3,0.0967741935483871,"TRUE","ShortPizza","AbsentNoSportySee_pizza","P"
"48","0010","Pu_f=0",NA,NA,0,0,NA,NA,"c00100",FALSE,0.0320753878069497,0.0320753878069497,"Pizza","Pu",0,0.0356080121670529,2,0.0645161290322581,"TRUE","ShortPizza","AbsentNoSportySee_pizza","Pu"
"49","0010","Pu_f=1",NA,NA,0,0,NA,NA,"c00100",FALSE,0.00382319802379407,0.00382319802379407,"Pizza","Pu",0,0.0356080121670529,NA,NA,"TRUE","ShortPizza","AbsentNoSportySee_pizza","Pu"
"50","0010","Pu_p=0","c00100",FALSE,0.0948671972565621,0.0948671972565621,"Short","Pu",NA,NA,0,0,NA,NA,0,0.0356080121670529,NA,NA,"TRUE","ShortPizza","AbsentNoSportySee_pizza","Pu"
"51","0010","Pu_p=1","c00100",FALSE,0.0162439084899399,0.0162439084899399,"Short","Pu",NA,NA,0,0,NA,NA,0,0.0356080121670529,2,0.0645161290322581,"TRUE","ShortPizza","AbsentNoSportySee_pizza","Pu"
"52","0010","S=0","c00100",FALSE,0.111111105746567,0.111111105746567,"Short","S","c00100",FALSE,0.0540186195444328,0.0540186195444328,"Pizza","S",0.00600206854848504,0.11827168380327,NA,NA,"TRUE","ShortPizza","AbsentNoSportySee_pizza","S"
"53","0010","Su=0","c00100",FALSE,1.95986518256347e-09,1.95986518256347e-09,"Short","Su","c00100",FALSE,0.0339235843936522,0.0339235843936522,"Pizza","Su",6.64856519208723e-11,0.0356080126405373,10,0.32258064516129,"TRUE","ShortPizza","AbsentNoSportySee_pizza","Su"
"54","0010","Su=1","c00100",FALSE,0.111111103784008,0.111111103784008,"Short","Su","c00100",FALSE,0.00125602489102137,0.00125602489102137,"Pizza","Su",0.000139558312021574,0.0366158913407471,NA,NA,"TRUE","ShortPizza","AbsentNoSportySee_pizza","Su"
"55","0011","br_f=0",NA,NA,0,0,NA,NA,"c00110",FALSE,0.625830716149268,0.625830716149268,"Pizza","br",0,0.0518807768194038,NA,NA,"TRUE","ShortPizza","AbsentNoSportySee_hotdog","br"
"56","0011","br_p=0","c00110",FALSE,0.76133792917042,0.76133792917042,"Short","br",NA,NA,0,0,NA,NA,0,0.0518807768194038,1,0.032258064516129,"TRUE","ShortPizza","AbsentNoSportySee_hotdog","br"
"57","0011","C=1","c00110",FALSE,0.0297895536801637,0.0297895536801637,"Short","C","c00110",FALSE,0.0270151622549707,0.0270151622549707,"Pizza","C",0.000804769626172783,0.0609407608041947,5,0.161290322580645,"TRUE","ShortPizza","AbsentNoSportySee_hotdog","C"
"58","0011","Cu=0","c00110",FALSE,0.0298907877634911,0.0298907877634911,"Short","Cu","c00110",FALSE,9.98814817691851e-11,9.98814817691851e-11,"Pizza","Cu",2.98553617306572e-12,0.0518807768503822,NA,NA,"TRUE","ShortPizza","AbsentNoSportySee_hotdog","Cu"
"59","0011","Cu=1",NA,NA,0,0,NA,NA,"c00110",FALSE,0.0273263440483678,0.0273263440483678,"Pizza","Cu",0,0.0518807768194038,1,0.032258064516129,"TRUE","ShortPizza","AbsentNoSportySee_hotdog","Cu"
"60","0011","K=0","c00110",FALSE,0.0298184531667087,0.0298184531667087,"Short","K","c00110",FALSE,0.0410587126184802,0.0410587126184802,"Pizza","K",0.0012243072992995,0.0662748038534376,7,0.225806451612903,"TRUE","ShortPizza","AbsentNoSportySee_hotdog","K"
"61","0011","Ku_f=0",NA,NA,0,0,NA,NA,"c00110",FALSE,0.0408601330956972,0.0408601330956972,"Pizza","Ku",0,0.0518807768194038,3,0.0967741935483871,"TRUE","ShortPizza","AbsentNoSportySee_hotdog","Ku"
"62","0011","Ku_f=1",NA,NA,0,0,NA,NA,"c00110",FALSE,2.82737598738526e-06,2.82737598738526e-06,"Pizza","Ku",0,0.0518807768194038,NA,NA,"TRUE","ShortPizza","AbsentNoSportySee_hotdog","Ku"
"63","0011","Ku_p=0","c00110",FALSE,0.0298181732268809,0.0298181732268808,"Short","Ku",NA,NA,0,0,NA,NA,0,0.0518807768194038,NA,NA,"TRUE","ShortPizza","AbsentNoSportySee_hotdog","Ku"
"64","0011","Ku_p=1","c00110",FALSE,1.37420899073294e-10,1.37420899073294e-10,"Short","Ku",NA,NA,0,0,NA,NA,0,0.0518807768194038,NA,NA,"TRUE","ShortPizza","AbsentNoSportySee_hotdog","Ku"
"65","0011","P=0","c00110",FALSE,0.0298184644810627,0.0298184644810627,"Short","P","c00110",FALSE,0.0837788302840283,0.0837788302840283,"Pizza","P",0.00249815607508928,0.0855054013595004,5,0.161290322580645,"TRUE","ShortPizza","AbsentNoSportySee_hotdog","P"
"66","0011","Pu_f=0",NA,NA,0,0,NA,NA,"c00110",FALSE,0.0330145982420251,0.0330145982420251,"Pizza","Pu",0,0.0518807768194038,6,0.193548387096774,"TRUE","ShortPizza","AbsentNoSportySee_hotdog","Pu"
"67","0011","Pu_f=1",NA,NA,0,0,NA,NA,"c00110",FALSE,0.00378218967154372,0.00378218967154372,"Pizza","Pu",0,0.0518807768194038,NA,NA,"TRUE","ShortPizza","AbsentNoSportySee_hotdog","Pu"
"68","0011","Pu_p=0","c00110",FALSE,0.013574805094755,0.013574805094755,"Short","Pu",NA,NA,0,0,NA,NA,0,0.0518807768194038,NA,NA,"TRUE","ShortPizza","AbsentNoSportySee_hotdog","Pu"
"69","0011","Pu_p=1","c00110",FALSE,0.0162439084849638,0.0162439084849638,"Short","Pu",NA,NA,0,0,NA,NA,0,0.0518807768194038,NA,NA,"TRUE","ShortPizza","AbsentNoSportySee_hotdog","Pu"
"70","0011","S=1","c00110",FALSE,0.029817137030642,0.029817137030642,"Short","S","c00110",FALSE,0.0270105068314075,0.0270105068314075,"Pizza","S",0.000805375983459168,0.0609481516272039,NA,NA,"TRUE","ShortPizza","AbsentNoSportySee_hotdog","S"
"71","0011","Su=0","c00110",FALSE,7.3124417015396e-09,7.3124417015396e-09,"Short","Su","c00110",FALSE,0.0903199793283426,0.0903199793283426,"Pizza","Su",6.60459583322767e-10,0.0518807836724355,1,0.032258064516129,"TRUE","ShortPizza","AbsentNoSportySee_hotdog","Su"
"72","0011","Su=1","c00110",FALSE,0.0298907804510494,0.0298907804510494,"Short","Su",NA,NA,0,0,NA,NA,0,0.0518807768194038,NA,NA,"TRUE","ShortPizza","AbsentNoSportySee_hotdog","Su"
"73","0100","br_f=0",NA,NA,0,0,NA,NA,"c01000",FALSE,0.416362490028264,0.416362490028264,"Pizza","br",0,0.0277846754063753,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_pizza","br"
"74","0100","br_p=0","c01000",FALSE,0.0760430960558778,0.0760430960558778,"Short","br",NA,NA,0,0,NA,NA,0,0.0277846754063753,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_pizza","br"
"75","0100","br_p=1","c01000",FALSE,1.53119348863951e-16,1.53119348863951e-16,"Short","br",NA,NA,0,0,NA,NA,0,0.0277846754063753,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_pizza","br"
"76","0100","C=0","c01000",FALSE,0.410375028499702,0.410375028499702,"Short","C","c01000",FALSE,0.0330188274269566,0.0330188274269566,"Pizza","C",0.0135501022463641,0.417592081140876,22,0.709677419354839,"TRUE","ShortPizza","AbsentYesLazySee_pizza","C"
"77","0100","Cu=0","c01000",FALSE,0.0576479093495146,0.0576479093495146,"Short","Cu","c01000",FALSE,1.21147724419552e-10,1.21147724419552e-10,"Pizza","Cu",6.98391303523831e-12,0.0277846754451845,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_pizza","Cu"
"78","0100","Cu=1","c01000",FALSE,0.0112349689329831,0.0112349689329831,"Short","Cu","c01000",FALSE,0.0324472246090649,0.0324472246090649,"Pizza","Cu",0.000364543560444368,0.029886095429146,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_pizza","Cu"
"79","0100","K=1","c01000",FALSE,0.0753128945745906,0.0753128945745906,"Short","K","c01000",FALSE,0.0225112145137522,0.0225112145137521,"Pizza","K",0.00169538472542021,0.0389999970081135,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_pizza","K"
"80","0100","Ku_f=0",NA,NA,0,0,NA,NA,"c01000",FALSE,0.278610462402704,0.278610462402704,"Pizza","Ku",0,0.0277846754063753,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_pizza","Ku"
"81","0100","Ku_p=0","c01000",FALSE,0.0713471700318378,0.0713471700318378,"Short","Ku",NA,NA,0,0,NA,NA,0,0.0277846754063753,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_pizza","Ku"
"82","0100","Ku_p=1","c01000",FALSE,1.51645605856545e-10,1.51645605856545e-10,"Short","Ku",NA,NA,0,0,NA,NA,0,0.0277846754063753,2,0.0645161290322581,"TRUE","ShortPizza","AbsentYesLazySee_pizza","Ku"
"83","0100","P=0","c01000",FALSE,0.0740615777111418,0.0740615777111418,"Short","P","c01000",FALSE,0.0785187041140486,0.0785187041140486,"Pizza","P",0.00581521910652076,0.0889014493587252,3,0.0967741935483871,"TRUE","ShortPizza","AbsentYesLazySee_pizza","P"
"84","0100","Pu_f=0",NA,NA,0,0,NA,NA,"c01000",FALSE,0.0380148477491345,0.0380148477491345,"Pizza","Pu",0,0.0277846754063753,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_pizza","Pu"
"85","0100","Pu_f=1",NA,NA,0,0,NA,NA,"c01000",FALSE,0.00452823346598717,0.00452823346598717,"Pizza","Pu",0,0.0277846754063753,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_pizza","Pu"
"86","0100","Pu_p=0","c01000",FALSE,0.0629865656662213,0.0629865656662213,"Short","Pu",NA,NA,0,0,NA,NA,0,0.0277846754063753,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_pizza","Pu"
"87","0100","Pu_p=1","c01000",FALSE,0.0112823772353069,0.0112823772353069,"Short","Pu",NA,NA,0,0,NA,NA,0,0.0277846754063753,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_pizza","Pu"
"88","0100","S=0","c01000",FALSE,0.0748307343341395,0.0748307343341395,"Short","S","c01000",FALSE,0.0544703133521886,0.0544703133521885,"Pizza","S",0.00407605354755496,0.0627836904692803,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_pizza","S"
"89","0100","Su=0","c01000",FALSE,4.90564387818024e-09,4.90564387818024e-09,"Short","Su","c01000",FALSE,0.0400066224969521,0.0400066224969521,"Pizza","Su",1.96258242738841e-10,0.0277846764969697,3,0.0967741935483871,"TRUE","ShortPizza","AbsentYesLazySee_pizza","Su"
"90","0100","Su=1","c01000",FALSE,0.0748776725513954,0.0748776725513954,"Short","Su","c01000",FALSE,0.00151105971979951,0.00151105971979951,"Pizza","Su",0.000113144634904751,0.0284205805879518,1,0.032258064516129,"TRUE","ShortPizza","AbsentYesLazySee_pizza","Su"
"91","0101","br_f=0",NA,NA,0,0,NA,NA,"c01010",FALSE,0.404801553427824,0.404801553427824,"Pizza","br",0,0.0277415672037581,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_hotdog","br"
"92","0101","br_p=0","c01010",FALSE,0.0754018470324741,0.0754018470324742,"Short","br",NA,NA,0,0,NA,NA,0,0.0277415672037581,2,0.0625,"TRUE","ShortPizza","AbsentYesLazySee_hotdog","br"
"93","0101","br_p=1","c01010",FALSE,1.52461657901927e-16,1.52461657901927e-16,"Short","br",NA,NA,0,0,NA,NA,0,0.0277415672037581,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_hotdog","br"
"94","0101","C=0","c01010",FALSE,0.414030599624528,0.414030599624528,"Short","C","c01010",FALSE,0.0333842601944953,0.0333842601944953,"Pizza","C",0.0138221052663481,0.440254497332671,3,0.09375,"TRUE","ShortPizza","AbsentYesLazySee_hotdog","C"
"95","0101","Cu=0","c01010",FALSE,0.0576479093495146,0.0576479093495146,"Short","Cu","c01010",FALSE,1.21593870997076e-10,1.21593870997076e-10,"Pizza","Cu",7.00963245269599e-12,0.0277415672426497,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_hotdog","Cu"
"96","0101","Cu=1","c01010",FALSE,0.0108773836482218,0.0108773836482218,"Short","Cu","c01010",FALSE,0.0329697538507574,0.0329697538507574,"Pizza","Cu",0.000358624661422125,0.0298044240857385,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_hotdog","Cu"
"97","0101","K=1","c01010",FALSE,0.0747859219385012,0.0747859219385012,"Short","K","c01010",FALSE,0.0225004772662252,0.0225004772662252,"Pizza","K",0.00168271893641094,0.0388409730831375,3,0.09375,"TRUE","ShortPizza","AbsentYesLazySee_hotdog","K"
"98","0101","Ku_f=0",NA,NA,0,0,NA,NA,"c01010",FALSE,0.270671115188071,0.270671115188071,"Pizza","Ku",0,0.0277415672037581,1,0.03125,"TRUE","ShortPizza","AbsentYesLazySee_hotdog","Ku"
"99","0101","Ku_p=0","c01010",FALSE,0.0709704140464921,0.0709704140464921,"Short","Ku",NA,NA,0,0,NA,NA,0,0.0277415672037581,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_hotdog","Ku"
"100","0101","Ku_p=1","c01010",FALSE,1.53493710616647e-10,1.53493710616647e-10,"Short","Ku",NA,NA,0,0,NA,NA,0,0.0277415672037581,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_hotdog","Ku"
"101","0101","P=0","c01010",FALSE,0.0736600195663071,0.0736600195663071,"Short","P","c01010",FALSE,0.0763373711783814,0.0763373711783814,"Pizza","P",0.00562301225464002,0.0854160788828161,8,0.25,"TRUE","ShortPizza","AbsentYesLazySee_hotdog","P"
"102","0101","Pu_f=0",NA,NA,0,0,NA,NA,"c01010",FALSE,0.0366504433858863,0.0366504433858863,"Pizza","Pu",0,0.0277415672037581,9,0.28125,"TRUE","ShortPizza","AbsentYesLazySee_hotdog","Pu"
"103","0101","Pu_f=1",NA,NA,0,0,NA,NA,"c01010",FALSE,0.00450518849648226,0.00450518849648226,"Pizza","Pu",0,0.0277415672037581,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_hotdog","Pu"
"104","0101","Pu_p=0","c01010",FALSE,0.0625144715453382,0.0625144715453382,"Short","Pu",NA,NA,0,0,NA,NA,0,0.0277415672037581,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_hotdog","Pu"
"105","0101","Pu_p=1","c01010",FALSE,0.0113636339829753,0.0113636339829753,"Short","Pu",NA,NA,0,0,NA,NA,0,0.0277415672037581,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_hotdog","Pu"
"106","0101","S=1","c01010",FALSE,0.0744567264074197,0.0744567264074197,"Short","S","c01010",FALSE,0.0325491159052972,0.0325491159052972,"Pizza","S",0.0024235006177641,0.0450436506031082,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_hotdog","S"
"107","0101","Su=0","c01010",FALSE,4.89318581819554e-09,4.89318581819554e-09,"Short","Su","c01010",FALSE,0.0856307209849856,0.0856307209849856,"Pizza","Su",4.19007029525591e-10,0.0277415695285405,2,0.0625,"TRUE","ShortPizza","AbsentYesLazySee_hotdog","Su"
"108","0101","Su=1","c01010",FALSE,0.0742910678115486,0.0742910678115486,"Short","Su",NA,NA,0,0,NA,NA,0,0.0277415672037581,NA,NA,"TRUE","ShortPizza","AbsentYesLazySee_hotdog","Su"
"109","0110","br_f=0",NA,NA,0,0,NA,NA,"c01100",FALSE,0.411725716685089,0.411725716685089,"Pizza","br",0,0.0372214232594183,NA,NA,"TRUE","ShortPizza","AbsentYesSportySee_pizza","br"
"110","0110","br_p=0","c01100",FALSE,0.111111111041972,0.111111111041972,"Short","br",NA,NA,0,0,NA,NA,0,0.0372214232594183,1,0.0303030303030303,"TRUE","ShortPizza","AbsentYesSportySee_pizza","br"
"111","0110","br_p=1","c01100",FALSE,3.76300878635206e-16,3.76300878635206e-16,"Short","br",NA,NA,0,0,NA,NA,0,0.0372214232594183,NA,NA,"TRUE","ShortPizza","AbsentYesSportySee_pizza","br"
