"","condObs","node3","condition.x","sem.x","postces.x","postces_norm.x","cat.x","present_causes.x","condition.y","sem.y","postces.y","postces_norm.y","cat.y","present_causes.y","newProb","postces_norm","count","count_norm"
"141","1000","Ku=0","c10001",TRUE,0.00948488687243191,0.00948488687243191,"Long","Ku","c10000",FALSE,1.11381430091047e-10,1.11381430091047e-10,"Pizza","Ku",0.00948488698381334,0.000397697998467657,4,0.166666666666667
"142","1000","Ku=1","c10001",TRUE,0.0145751257151432,0.0145751257151432,"Long","Ku","c10000",FALSE,0.029342721434113,0.029342721434113,"Pizza","Ku",0.0439178471492561,0.000561169231851282,1,0.0416666666666667
"143","1000","P=1","c10001",TRUE,0.0233763297594,0.0233763297594,"Long","P","c10000",FALSE,0.0195446444454939,0.0195446444454939,"Pizza","P",0.0429209742048939,0.000555602878438999,NA,NA
"144","1000","Pu=0","c10001",TRUE,1.53150805649534e-09,1.53150805649534e-09,"Long","Pu","c10000",FALSE,0.311892897452813,0.311892897452813,"Pizza","Pu",0.311892898984321,0.00818266392216715,4,0.166666666666667
"145","1000","Pu=1","c10001",TRUE,0.0230037805270055,0.0230037805270055,"Long","Pu",NA,NA,0,0,NA,NA,0.0230037805270055,0.00045526599606152,NA,NA
"146","1000","S=0","c10001",TRUE,0.0233905671748619,0.0233905671748619,"Long","S","c10000",FALSE,0.0298000263203592,0.0298000263203592,"Pizza","S",0.0531905934952211,0.000615693937003289,NA,NA
"147","1000","Su_f=0",NA,NA,0,0,NA,NA,"c10000",FALSE,0.0241855490910221,0.0241855490910221,"Pizza","Su",0.0241855490910221,0.000460678102786882,3,0.125
"148","1000","Su_f=1",NA,NA,0,0,NA,NA,"c10000",FALSE,0.005068594766901,0.005068594766901,"Pizza","Su",0.005068594766901,0.000380516673860419,NA,NA
"149","1000","Su_p=0","c10001",TRUE,0.0200575190901372,0.0200575190901372,"Long","Su",NA,NA,0,0,NA,NA,0.0200575190901372,0.000442048339063514,NA,NA
"150","1000","Su_p=1","c10001",TRUE,0.0034560862054059,0.0034560862054059,"Long","Su",NA,NA,0,0,NA,NA,0.0034560862054059,0.000374430015744465,NA,NA
"151","1001","br_f=0",NA,NA,0,0,NA,NA,"c10010",FALSE,0.425325512646266,0.425325512646266,"Pizza","br",0.425325512646266,0.042756936389694,5,0.185185185185185
"152","1001","br_p=1","c10011",TRUE,0.733627145341727,0.733627145341727,"Long","br",NA,NA,0,0,NA,NA,0.733627145341727,0.933133020814663,1,0.037037037037037
"153","1001","C=0","c10011",TRUE,0.0385183775467627,0.0385183775467627,"Long","C","c10010",FALSE,0.0424332490709869,0.0424332490709869,"Pizza","C",0.0809516266177496,0.00136587135005447,NA,NA
"154","1001","Cu_f=0",NA,NA,0,0,NA,NA,"c10010",FALSE,0.0342798012900944,0.0342798012900944,"Pizza","Cu",0.0342798012900944,0.000856478831527337,1,0.037037037037037
"155","1001","Cu_f=1",NA,NA,0,0,NA,NA,"c10010",FALSE,4.15716818140822e-06,4.15716818140822e-06,"Pizza","Cu",4.15716818140822e-06,0.000607938156890324,NA,NA
"156","1001","Cu_p=0","c10011",TRUE,0.0487015846686235,0.0487015846686235,"Long","Cu",NA,NA,0,0,NA,NA,0.0487015846686235,0.000989349282046613,1,0.037037037037037
"157","1001","Cu_p=1","c10011",TRUE,2.80099300142784e-11,2.80099300142784e-11,"Long","Cu",NA,NA,0,0,NA,NA,2.80099300142784e-11,0.000607912884574292,1,0.037037037037037
"158","1001","K=0","c10011",TRUE,0.0173185077312201,0.0173185077312201,"Long","K","c10010",FALSE,0.0322887480169711,0.0322887480169711,"Pizza","K",0.0496072557481912,0.000998350230338398,8,0.296296296296296
"159","1001","Ku=0","c10011",TRUE,0.0107781593118087,0.0107781593118087,"Long","Ku","c10010",FALSE,1.21227940918974e-10,1.21227940918974e-10,"Pizza","Ku",0.0107781594330366,0.000677096080488545,1,0.037037037037037
"160","1001","Ku=1","c10011",TRUE,0.0158563408163589,0.0158563408163589,"Long","Ku","c10010",FALSE,0.0319691175947679,0.0319691175947679,"Pizza","Ku",0.0478254584111268,0.000980719193647033,1,0.037037037037037
"161","1001","P=1","c10011",TRUE,0.0260284094417774,0.0260284094417774,"Long","P","c10010",FALSE,0.0217733749244495,0.0217733749244495,"Pizza","P",0.0478017843662269,0.000980487045225332,NA,NA
"162","1001","Pu=0","c10011",TRUE,1.73818277378493e-09,1.73818277378493e-09,"Long","Pu","c10010",FALSE,0.295333576408137,0.295333576408137,"Pizza","Pu",0.295333578146319,0.0116535644192654,6,0.222222222222222
"163","1001","Pu=1","c10011",TRUE,0.0255587269401092,0.0255587269401092,"Long","Pu",NA,NA,0,0,NA,NA,0.0255587269401092,0.000784949087405743,NA,NA
"164","1001","S=1","c10011",TRUE,0.0229058885091853,0.0229058885091853,"Long","S","c10010",FALSE,0.0267353111741968,0.0267353111741968,"Pizza","S",0.0496411996833821,0.000998689167214564,NA,NA
"165","1001","Su_f=0",NA,NA,0,0,NA,NA,"c10010",FALSE,0.0898571515847212,0.0898571515847212,"Pizza","Su",0.0898571515847212,0.00149309004222776,2,0.0740740740740741
"166","1001","Su_p=0","c10011",TRUE,0.0607068579262349,0.0607068579262349,"Long","Su",NA,NA,0,0,NA,NA,0.0607068579262349,0.00111554702473727,NA,NA
"167","1010","br_f=0",NA,NA,0,0,NA,NA,"c10100",FALSE,0.282112561337224,0.282112561337224,"Pizza","br",0.282112561337224,0.0428942167464261,2,0.1
"168","1010","br_p=1","c10101",TRUE,0.577025265474016,0.577025265474016,"Long","br",NA,NA,0,0,NA,NA,0.577025265474016,0.818819812458155,NA,NA
"169","1010","C=1","c10101",TRUE,0.0286712424761322,0.0286712424761322,"Long","C","c10100",FALSE,0.0177099192418819,0.0177099192418819,"Pizza","C",0.0463811617180141,0.00406097467639246,5,0.25
"170","1010","Cu_f=0",NA,NA,0,0,NA,NA,"c10100",FALSE,0.298660676791741,0.298660676791741,"Pizza","Cu",0.298660676791741,0.0506134911167301,NA,NA
"171","1010","Cu_p=0","c10101",TRUE,0.230071711374761,0.230071711374761,"Long","Cu",NA,NA,0,0,NA,NA,0.230071711374761,0.0254910780218717,NA,NA
"172","1010","K=0","c10101",TRUE,0.0201550314686317,0.0201550314686317,"Long","K","c10100",FALSE,0.03999123182124,0.03999123182124,"Pizza","K",0.0601462632898718,0.00466027299293905,4,0.2
"173","1010","Ku=0","c10101",TRUE,0.0123661585204693,0.0123661585204693,"Long","Ku","c10100",FALSE,1.48250685408786e-10,1.48250685408786e-10,"Pizza","Ku",0.01236615866872,0.00289004762834846,1,0.05
"174","1010","Ku=1","c10101",TRUE,0.0166367020383928,0.0166367020383928,"Long","Ku","c10100",FALSE,0.0405193046784838,0.0405193046784838,"Pizza","Ku",0.0571560067168766,0.00452298178307429,NA,NA
"175","1010","P=1","c10101",TRUE,0.0289928768000889,0.0289928768000889,"Long","P","c10100",FALSE,0.0303445462869747,0.0303445462869747,"Pizza","P",0.0593374230870636,0.00462273086400145,NA,NA
"176","1010","Pu=0","c10101",TRUE,1.89233500173248e-09,1.89233500173248e-09,"Long","Pu","c10100",FALSE,0.209029041818714,0.209029041818714,"Pizza","Pu",0.209029043711049,0.0206538518609557,8,0.4
"177","1010","Pu=1","c10101",TRUE,0.0290368381991894,0.0290368381991894,"Long","Pu",NA,NA,0,0,NA,NA,0.0290368381991894,0.00341432486888486,NA,NA
"178","1010","S=0","c10101",TRUE,0.0286712424761322,0.0286712424761322,"Long","S","c10100",FALSE,0.0410657101768615,0.0410657101768615,"Pizza","S",0.0697369526529937,0.00512936013933389,NA,NA
"179","1010","Su_f=0",NA,NA,0,0,NA,NA,"c10100",FALSE,0.0335075890217646,0.0335075890217646,"Pizza","Su",0.0335075890217646,0.00357043446017986,NA,NA
"180","1010","Su_f=1",NA,NA,0,0,NA,NA,"c10100",FALSE,0.00705941867686337,0.00705941867686337,"Pizza","Su",0.00705941867686337,0.00274067867810258,NA,NA
"181","1010","Su_p=0","c10101",TRUE,0.0241887820856118,0.0241887820856118,"Long","Su",NA,NA,0,0,NA,NA,0.0241887820856118,0.00325274487416901,NA,NA
"182","1010","Su_p=1","c10101",TRUE,0.00418414719423945,0.00418414719423945,"Long","Su",NA,NA,0,0,NA,NA,0.00418414719423945,0.0026629988304355,NA,NA
"183","1011","br_f=0",NA,NA,0,0,NA,NA,"c10110",FALSE,0.266520346112424,0.266520346112424,"Pizza","br",0.266520346112424,0.0504088717808428,NA,NA
"184","1011","br_p=1","c10111",TRUE,0.539995634982101,0.539995634982101,"Long","br",NA,NA,0,0,NA,NA,0.539995634982101,0.77659585171147,1,0.0588235294117647
"185","1011","C=1","c10111",TRUE,0.0303423157286493,0.0303423157286493,"Long","C","c10110",FALSE,0.0189051823046917,0.0189051823046917,"Pizza","C",0.049247498033341,0.00573988230745269,4,0.235294117647059
"186","1011","Cu_f=0",NA,NA,0,0,NA,NA,"c10110",FALSE,0.281157664363727,0.281157664363727,"Pizza","Cu",0.281157664363727,0.0583547271695793,NA,NA
"187","1011","Cu_p=0","c10111",TRUE,0.22641001502738,0.22641001502738,"Long","Cu",NA,NA,0,0,NA,NA,0.22641001502738,0.0337528168525506,NA,NA
"188","1011","K=0","c10111",TRUE,0.0219140799881422,0.0219140799881422,"Long","K","c10110",FALSE,0.0415549040450492,0.0415549040450492,"Pizza","K",0.0634689840331914,0.00661707590511263,4,0.235294117647059
"189","1011","Ku=0","c10111",TRUE,0.0131178077852015,0.0131178077852015,"Long","Ku","c10110",FALSE,1.56643938894918e-10,1.56643938894918e-10,"Pizza","Ku",0.0131178079418454,0.00399938982317748,2,0.117647058823529
"190","1011","Ku=1","c10111",TRUE,0.0172370150064252,0.0172370150064252,"Long","Ku","c10110",FALSE,0.0408175039052248,0.0408175039052248,"Pizza","Ku",0.05805451891165,0.00626832337748572,NA,NA
"191","1011","P=1","c10111",TRUE,0.0307658003199009,0.0307658003199009,"Long","P","c10110",FALSE,0.0309557936033744,0.0309557936033744,"Pizza","P",0.0617215939232753,0.00650245413641557,NA,NA
"192","1011","Pu=0","c10111",TRUE,2.01397875927152e-09,2.01397875927152e-09,"Long","Pu","c10110",FALSE,0.198834754684939,0.198834754684939,"Pizza","Pu",0.198834756698918,0.0256184115165108,6,0.352941176470588
"193","1011","Pu=1","c10111",TRUE,0.0301262987128928,0.0301262987128928,"Long","Pu",NA,NA,0,0,NA,NA,0.0301262987128928,0.00474089868149735,NA,NA
"194","1011","S=1","c10111",TRUE,0.0276803011055342,0.0276803011055342,"Long","S","c10110",FALSE,0.0363089258886929,0.0363089258886929,"Pizza","S",0.0639892269942271,0.00665159047870971,NA,NA
"195","1011","Su_f=0",NA,NA,0,0,NA,NA,"c10110",FALSE,0.0849449249352334,0.0849449249352334,"Pizza","Su",0.0849449249352334,0.00820228665049163,NA,NA
"196","1011","Su_p=0","c10111",TRUE,0.0624107293297946,0.0624107293297946,"Long","Su",NA,NA,0,0,NA,NA,0.0624107293297946,0.00654741960870385,NA,NA
"197","1100","br_f=0",NA,NA,0,0,NA,NA,"c11000",FALSE,0.477232737415606,0.477232737415606,"Pizza","br",0.477232737415606,0.433389495299781,2,0.0869565217391304
"198","1100","br_p=0","c11001",TRUE,0.0299992966313437,0.0299992966313437,"Long","br",NA,NA,0,0,NA,NA,0.0299992966313437,0.00494957860710421,NA,NA
"199","1100","br_p=1","c11001",TRUE,8.69011492216539e-06,8.69011492216539e-06,"Long","br",NA,NA,0,0,NA,NA,8.69011492216539e-06,0.00366708246745041,3,0.130434782608696
"200","1100","C=0","c11001",TRUE,0.04562695850504,0.04562695850504,"Long","C","c11000",FALSE,0.0401275261171736,0.0401275261171736,"Pizza","C",0.0857544846222136,0.00864390391679461,4,0.173913043478261
"201","1100","Cu_f=0",NA,NA,0,0,NA,NA,"c11000",FALSE,0.0322877182697708,0.0322877182697708,"Pizza","Cu",0.0322877182697708,0.00506415179375725,NA,NA
"202","1100","Cu_f=1",NA,NA,0,0,NA,NA,"c11000",FALSE,3.88332700472809e-06,3.88332700472809e-06,"Pizza","Cu",3.88332700472809e-06,0.00366690620280981,NA,NA
"203","1100","Cu_p=0","c11001",TRUE,0.0582531223810952,0.0582531223810952,"Long","Cu",NA,NA,0,0,NA,NA,0.0582531223810952,0.00656557901140616,1,0.0434782608695652
"204","1100","Cu_p=1","c11001",TRUE,2.78011105006441e-11,2.78011105006441e-11,"Long","Cu",NA,NA,0,0,NA,NA,2.78011105006441e-11,0.00366676380863526,4,0.173913043478261
"205","1100","K=1","c11001",TRUE,0.371289320872439,0.371289320872439,"Long","K","c11000",FALSE,0.029371270925921,0.029371270925921,"Pizza","K",0.40066059179836,0.201525393292423,NA,NA
"206","1100","Ku=0","c11001",TRUE,1.08948430586317e-07,1.08948430586317e-07,"Long","Ku","c11000",FALSE,1.11979981674942e-10,1.11979981674942e-10,"Pizza","Ku",1.09060410567992e-07,0.0036667678066057,3,0.130434782608696
"207","1100","Ku=1","c11001",TRUE,0.374012567326215,0.374012567326215,"Long","Ku","c11000",FALSE,0.0290307246035066,0.0290307246035066,"Pizza","Ku",0.403043291929721,0.206384801770356,1,0.0434782608695652
"208","1100","P=1","c11001",TRUE,0.0301851763668514,0.0301851763668514,"Long","P","c11000",FALSE,0.0195587515475711,0.0195587515475711,"Pizza","P",0.0497439279144226,0.00603001052338791,1,0.0434782608695652
"209","1100","Pu=0","c11001",TRUE,1.96981816664884e-09,1.96981816664884e-09,"Long","Pu","c11000",FALSE,0.31319296919949,0.313192969199491,"Pizza","Pu",0.313192971169309,0.084035488222081,3,0.130434782608696
"210","1100","Pu=1","c11001",TRUE,0.0298856393158771,0.0298856393158771,"Long","Pu",NA,NA,0,0,NA,NA,0.0298856393158771,0.00494395624465083,NA,NA
"211","1100","S=0","c11001",TRUE,0.0300522234967158,0.0300522234967158,"Long","S","c11000",FALSE,0.0294736858406785,0.0294736858406785,"Pizza","S",0.0595259093373943,0.00664967891563824,NA,NA
"212","1100","Su_f=0",NA,NA,0,0,NA,NA,"c11000",FALSE,0.0246209817680435,0.0246209817680435,"Pizza","Su",0.0246209817680435,0.00469040669685488,NA,NA
"213","1100","Su_f=1",NA,NA,0,0,NA,NA,"c11000",FALSE,0.00509975087325338,0.00509975087325338,"Pizza","Su",0.00509975087325338,0.00385860988617521,NA,NA
"214","1100","Su_p=0","c11001",TRUE,0.0263425190466392,0.0263425190466392,"Long","Su",NA,NA,0,0,NA,NA,0.0263425190466392,0.0047718528480867,NA,NA
"215","1100","Su_p=1","c11001",TRUE,0.00434437499681197,0.00434437499681197,"Long","Su",NA,NA,0,0,NA,NA,0.00434437499681197,0.0038295726860017,1,0.0434782608695652
"216","1101","br_f=0",NA,NA,0,0,NA,NA,"c11010",FALSE,0.428382281648685,0.428382281648685,"Pizza","br",0.428382281648685,0.361752412623376,2,0.0909090909090909
"217","1101","br_p=0","c11011",TRUE,0.0316805294776719,0.0316805294776719,"Long","br",NA,NA,0,0,NA,NA,0.0316805294776719,0.00684790326755486,1,0.0454545454545455
"218","1101","br_p=1","c11011",TRUE,7.87974903910314e-06,7.87974903910314e-06,"Long","br",NA,NA,0,0,NA,NA,7.87974903910314e-06,0.00498890284977638,NA,NA
"219","1101","C=0","c11011",TRUE,0.0480083797726252,0.0480083797726252,"Long","C","c11010",FALSE,0.0432816627134137,0.0432816627134137,"Pizza","C",0.0912900424860389,0.012429064524213,NA,NA
"220","1101","Cu_f=0",NA,NA,0,0,NA,NA,"c11010",FALSE,0.0346928518140926,0.0346928518140926,"Pizza","Cu",0.0346928518140926,0.00705732254357614,NA,NA
"221","1101","Cu_f=1",NA,NA,0,0,NA,NA,"c11010",FALSE,4.15480543261269e-06,4.15480543261269e-06,"Pizza","Cu",4.15480543261269e-06,0.0049887170194197,NA,NA
"222","1101","Cu_p=0","c11011",TRUE,0.0595362527657912,0.0595362527657912,"Long","Cu",NA,NA,0,0,NA,NA,0.0595362527657912,0.00904760196152045,NA,NA
"223","1101","Cu_p=1","c11011",TRUE,2.9297730227553e-11,2.9297730227553e-11,"Long","Cu",NA,NA,0,0,NA,NA,2.9297730227553e-11,0.00498850975370128,1,0.0454545454545455
"224","1101","K=1","c11011",TRUE,0.347996188251976,0.347996188251976,"Long","K","c11010",FALSE,0.0321127679612338,0.0321127679612338,"Pizza","K",0.380108956213209,0.223235391151893,NA,NA
"225","1101","Ku=0","c11011",TRUE,1.24360056465464e-07,1.24360056465464e-07,"Long","Ku","c11010",FALSE,1.21832891820341e-10,1.21832891820341e-10,"Pizza","Ku",1.24481889357284e-07,0.00498851596203482,1,0.0454545454545455
"226","1101","Ku=1","c11011",TRUE,0.34779974762781,0.34779974762781,"Long","Ku","c11010",FALSE,0.0323404522255046,0.0323404522255046,"Pizza","Ku",0.380140199853314,0.223305148910955,2,0.0909090909090909
"227","1101","P=1","c11011",TRUE,0.0314987129747865,0.0314987129747865,"Long","P","c11010",FALSE,0.0221562921622902,0.0221562921622902,"Pizza","P",0.0536550051370767,0.00853083519766976,1,0.0454545454545455
"228","1101","Pu=0","c11011",TRUE,2.10466662562046e-09,2.10466662562046e-09,"Long","Pu","c11010",FALSE,0.288697085813563,0.288697085813563,"Pizza","Pu",0.288697087918229,0.0894883185256665,11,0.5
"229","1101","Pu=1","c11011",TRUE,0.0316093707636647,0.0316093707636647,"Long","Pu",NA,NA,0,0,NA,NA,0.0316093707636647,0.00684303212098138,1,0.0454545454545455
"230","1101","S=1","c11011",TRUE,0.027846192923639,0.027846192923639,"Long","S","c11010",FALSE,0.0274368969932161,0.0274368969932161,"Pizza","S",0.0552830899168551,0.0086708612051714,NA,NA
"231","1101","Su_f=0",NA,NA,0,0,NA,NA,"c11010",FALSE,0.0908955537407357,0.0908955537407357,"Pizza","Su",0.0908955537407357,0.0123801298478745,2,0.0909090909090909
"232","1101","Su_p=0","c11011",TRUE,0.0740166191989765,0.0740166191989765,"Long","Su",NA,NA,0,0,NA,NA,0.0740166191989765,0.0104573325346158,NA,NA
"233","1110","br_f=0",NA,NA,0,0,NA,NA,"c11100",FALSE,0.277613859382822,0.277613859382822,"Pizza","br",0.277613859382822,0.134715916278498,1,0.0714285714285714
"234","1110","br_p=0","c11101",TRUE,0.0321688823893792,0.0321688823893792,"Long","br",NA,NA,0,0,NA,NA,0.0321688823893792,0.0115735053874486,NA,NA
"235","1110","br_p=1","c11101",TRUE,5.40193028391106e-06,5.40193028391106e-06,"Long","br",NA,NA,0,0,NA,NA,5.40193028391106e-06,0.00839036197229639,1,0.0714285714285714
"236","1110","C=1","c11101",TRUE,0.0321693984473517,0.0321693984473517,"Long","C","c11100",FALSE,0.0178430733605697,0.0178430733605697,"Pizza","C",0.0500124718079214,0.0138343462893797,6,0.428571428571429
"237","1110","Cu_f=0",NA,NA,0,0,NA,NA,"c11100",FALSE,0.299907895806704,0.299907895806704,"Pizza","Cu",0.299907895806704,0.168360683157681,NA,NA
"238","1110","Cu_p=0","c11101",TRUE,0.260933153796747,0.260933153796747,"Long","Cu",NA,NA,0,0,NA,NA,0.260933153796747,0.114018553085209,NA,NA
"239","1110","K=1","c11101",TRUE,0.274694360703205,0.274694360703205,"Long","K","c11100",FALSE,0.0403989329423604,0.0403989329423604,"Pizza","K",0.315093293645566,0.195970194737728,NA,NA
"240","1110","Ku=0","c11101",TRUE,1.44540062629375e-07,1.44540062629375e-07,"Long","Ku","c11100",FALSE,1.48500177680017e-10,1.48500177680017e-10,"Pizza","Ku",1.44688562807055e-07,0.00838992088228092,1,0.0714285714285714
"241","1110","Ku=1","c11101",TRUE,0.271302113108122,0.271302113108122,"Long","Ku","c11100",FALSE,0.0401852767186353,0.0401852767186353,"Pizza","Ku",0.311487389826757,0.189029585872064,NA,NA
"242","1110","P=1","c11101",TRUE,0.0317634131380123,0.0317634131380123,"Long","P","c11100",FALSE,0.029856434273794,0.029856434273794,"Pizza","P",0.0616198474118063,0.0155370596863539,NA,NA
"243","1110","Pu=0","c11101",TRUE,2.13010846250772e-09,2.13010846250772e-09,"Long","Pu","c11100",FALSE,0.213050909512459,0.213050909512459,"Pizza","Pu",0.213050911642567,0.0706359173857044,4,0.285714285714286
"244","1110","Pu=1","c11101",TRUE,0.0323861965902171,0.0323861965902171,"Long","Pu",NA,NA,0,0,NA,NA,0.0323861965902171,0.0115986836062039,NA,NA
"245","1110","S=0","c11101",TRUE,0.0321693984473517,0.0321693984473517,"Long","S","c11100",FALSE,0.0402740226269815,0.0402740226269815,"Pizza","S",0.0724434210743332,0.0173131071659517,NA,NA
"246","1110","Su_f=0",NA,NA,0,0,NA,NA,"c11100",FALSE,0.033832443578173,0.033832443578173,"Pizza","Su",0.033832443578173,0.011767648095335,1,0.0714285714285714
"247","1110","Su_f=1",NA,NA,0,0,NA,NA,"c11100",FALSE,0.00703715164900078,0.00703715164900078,"Pizza","Su",0.00703715164900078,0.00900158938462963,NA,NA
"248","1110","Su_p=0","c11101",TRUE,0.0277408762042743,0.0277408762042743,"Long","Su",NA,NA,0,0,NA,NA,0.0277408762042743,0.0110722104443393,NA,NA
"249","1110","Su_p=1","c11101",TRUE,0.004666658574884,0.004666658574884,"Long","Su",NA,NA,0,0,NA,NA,0.004666658574884,0.00879071656889694,NA,NA
"250","1111","br_f=0",NA,NA,0,0,NA,NA,"c11110",FALSE,0.263690115284333,0.263690115284333,"Pizza","br",0.263690115284333,0.133001020168081,1,0.0714285714285714
"251","1111","br_p=0","c11111",TRUE,0.0328353861989975,0.0328353861989975,"Long","br",NA,NA,0,0,NA,NA,0.0328353861989975,0.013221040102629,2,0.142857142857143
"252","1111","br_p=1","c11111",TRUE,5.15131980784858e-06,5.15131980784858e-06,"Long","br",NA,NA,0,0,NA,NA,5.15131980784858e-06,0.00952106925296136,NA,NA
"253","1111","C=1","c11111",TRUE,0.033177004681422,0.033177004681422,"Long","C","c11110",FALSE,0.0191406725606137,0.0191406725606137,"Pizza","C",0.0523176772420358,0.0160648301237766,5,0.357142857142857
"254","1111","Cu_f=0",NA,NA,0,0,NA,NA,"c11110",FALSE,0.279007622572985,0.279007622572985,"Pizza","Cu",0.279007622572985,0.155016547845692,NA,NA
"255","1111","Cu_p=0","c11111",TRUE,0.248974289266556,0.248974289266556,"Long","Cu",NA,NA,0,0,NA,NA,0.248974289266556,0.114800809867011,NA,NA
"256","1111","K=1","c11111",TRUE,0.257880867240602,0.257880867240602,"Long","K","c11110",FALSE,0.0417603553649577,0.0417603553649577,"Pizza","K",0.29964122260556,0.190541090951835,1,0.0714285714285714
"257","1111","Ku=0","c11111",TRUE,1.54395653185077e-07,1.54395653185077e-07,"Long","Ku","c11110",FALSE,1.52366497343185e-10,1.52366497343185e-10,"Pizza","Ku",1.5454801968242e-07,0.00952059351874477,NA,NA
"258","1111","Ku=1","c11111",TRUE,0.261461681215885,0.261461681215885,"Long","Ku","c11110",FALSE,0.0406814859581882,0.0406814859581882,"Pizza","Ku",0.302143167174073,0.19536846067077,1,0.0714285714285714
"259","1111","P=1","c11111",TRUE,0.0327084930259685,0.0327084930259685,"Long","P","c11110",FALSE,0.0307670506116448,0.0307670506116448,"Pizza","P",0.0634755436376133,0.0179611498232137,NA,NA
"260","1111","Pu=0","c11111",TRUE,2.18415476480775e-09,2.18415476480775e-09,"Long","Pu","c11110",FALSE,0.201493779935277,0.201493779935277,"Pizza","Pu",0.201493782119431,0.0714068259973715,3,0.214285714285714
"261","1111","Pu=1","c11111",TRUE,0.0332733712179524,0.0332733712179524,"Long","Pu",NA,NA,0,0,NA,NA,0.0332733712179524,0.0132790732731537,NA,NA
"262","1111","S=1","c11111",TRUE,0.0304103212712617,0.0304103212712617,"Long","S","c11110",FALSE,0.0375218343461454,0.0375218343461454,"Pizza","S",0.0679321556174071,0.0187797131974041,NA,NA
"263","1111","Su_f=0",NA,NA,0,0,NA,NA,"c11110",FALSE,0.085937083213489,0.085937083213489,"Pizza","Su",0.085937083213489,0.0224845066327507,NA,NA
"264","1111","Su_p=0","c11111",TRUE,0.0692732779817394,0.0692732779817394,"Long","Su",NA,NA,0,0,NA,NA,0.0692732779817394,0.0190332685746062,1,0.0714285714285714
