"situationVerbose","situation","Food","p_pizza","p_hotdog","Pu","PSu","KSu","CSu","combo_id","Pu_var","PSu_var","KSu_var","CSu_var","P","PS","KS","CS","PrUn","Pr","posterior"
"AbsentYesLazySee_hotdog","0101","Pizza",0.470194273080328,0.529805726919672,0,0,0,0,1,0.729771517193888,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0108045262889244,0.00143617847285521,0.0108045262889244
"AbsentYesLazySee_hotdog","0101","Hotdog",0.470194273080328,0.529805726919672,0,0,0,0,1,0.729771517193888,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0121743292767591,0.00143617847285521,0.0121743292767591
"AbsentYesSportySee_pizza","0110","Pizza",0.520982913338995,0.479017086661005,0,0,0,0,1,0.729771517193888,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0119715911178057,0.00143617847285521,0.0119715911178057
"AbsentYesSportySee_pizza","0110","Hotdog",0.520982913338995,0.479017086661005,0,0,0,0,1,0.729771517193888,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0110072644478777,0.00143617847285521,0.0110072644478777
"AbsentYesSportySee_hotdog","0111","Pizza",0.470194273080328,0.529805726919672,0,0,0,0,1,0.729771517193888,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0108045262889244,0.00143617847285521,0.0108045262889244
"AbsentYesSportySee_hotdog","0111","Hotdog",0.470194273080328,0.529805726919672,0,0,0,0,1,0.729771517193888,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0121743292767591,0.00143617847285521,0.0121743292767591
"HotdogNoLazySee_pizza","1000","Pizza",0.520982913338995,0.479017086661005,0,0,0,0,1,0.729771517193888,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0119715911178057,0.00143617847285521,0.0119715911178057
"HotdogNoLazySee_pizza","1000","Hotdog",0.520982913338995,0.479017086661005,0,0,0,0,1,0.729771517193888,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0110072644478777,0.00143617847285521,0.0110072644478777
"HotdogNoLazySee_hotdog","1001","Pizza",0.386780127120144,0.613219872879856,0,0,0,0,1,0.729771517193888,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00888776467677047,0.00143617847285521,0.00888776467677047
"HotdogNoLazySee_hotdog","1001","Hotdog",0.386780127120144,0.613219872879856,0,0,0,0,1,0.729771517193888,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0140910908889129,0.00143617847285521,0.0140910908889129
"HotdogNoSportySee_pizza","1010","Pizza",0.380294683636651,0.619705316363349,0,0,0,0,1,0.729771517193888,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00873873660768387,0.00143617847285521,0.00873873660768387
"HotdogNoSportySee_pizza","1010","Hotdog",0.380294683636651,0.619705316363349,0,0,0,0,1,0.729771517193888,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0142401189579995,0.00143617847285521,0.0142401189579995
"HotdogNoSportySee_hotdog","1011","Pizza",0.350058074493433,0.649941925506567,0,0,0,0,1,0.729771517193888,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00804393393338583,0.00143617847285521,0.00804393393338583
"HotdogNoSportySee_hotdog","1011","Hotdog",0.350058074493433,0.649941925506567,0,0,0,0,1,0.729771517193888,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0149349216322976,0.00143617847285521,0.0149349216322976
"HotdogYesLazySee_pizza","1100","Pizza",0.39966455957282,0.60033544042718,0,0,0,0,1,0.729771517193888,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0091838341891463,0.00143617847285521,0.00918383418914631
"HotdogYesLazySee_pizza","1100","Hotdog",0.39966455957282,0.60033544042718,0,0,0,0,1,0.729771517193888,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0137950213765371,0.00143617847285521,0.0137950213765371
"HotdogYesLazySee_hotdog","1101","Pizza",0.355187776627013,0.644812223372987,0,0,0,0,1,0.729771517193888,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00816180861780835,0.00143617847285521,0.00816180861780835
"HotdogYesLazySee_hotdog","1101","Hotdog",0.355187776627013,0.644812223372987,0,0,0,0,1,0.729771517193888,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0148170469478751,0.00143617847285521,0.0148170469478751
"HotdogYesSportySee_pizza","1110","Pizza",0.35300635379578,0.64699364620422,0,0,0,0,1,0.729771517193888,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00811168201764176,0.00143617847285521,0.00811168201764176
"HotdogYesSportySee_pizza","1110","Hotdog",0.35300635379578,0.64699364620422,0,0,0,0,1,0.729771517193888,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0148671735480416,0.00143617847285521,0.0148671735480416
"HotdogYesSportySee_hotdog","1111","Pizza",0.342714234172982,0.657285765827018,0,0,0,0,1,0.729771517193888,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00787518088736475,0.00143617847285521,0.00787518088736475
"HotdogYesSportySee_hotdog","1111","Hotdog",0.342714234172982,0.657285765827018,0,0,0,0,1,0.729771517193888,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0151036746783187,0.00143617847285521,0.0151036746783187
"AbsentNoLazySee_pizza","0000","Pizza",0.520982913338995,0.479017086661005,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00443298323971208,0.000531805257693213,0.00443298323971208
"AbsentNoLazySee_pizza","0000","Hotdog",0.520982913338995,0.479017086661005,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00407590088337933,0.000531805257693213,0.00407590088337933
"AbsentNoLazySee_hotdog","0001","Pizza",0.470194273080328,0.529805726919672,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0040008285849817,0.000531805257693213,0.0040008285849817
"AbsentNoLazySee_hotdog","0001","Hotdog",0.470194273080328,0.529805726919672,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0045080555381097,0.000531805257693213,0.0045080555381097
"AbsentNoSportySee_pizza","0010","Pizza",0.520982913338995,0.479017086661005,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00443298323971208,0.000531805257693213,0.00443298323971208
"AbsentNoSportySee_pizza","0010","Hotdog",0.520982913338995,0.479017086661005,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00407590088337933,0.000531805257693213,0.00407590088337933
"AbsentNoSportySee_hotdog","0011","Pizza",0.470194273080328,0.529805726919672,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0040008285849817,0.000531805257693213,0.0040008285849817
"AbsentNoSportySee_hotdog","0011","Hotdog",0.470194273080328,0.529805726919672,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0045080555381097,0.000531805257693213,0.0045080555381097
"AbsentYesLazySee_pizza","0100","Pizza",0.520982913338995,0.479017086661005,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00443298323971208,0.000531805257693213,0.00443298323971208
"AbsentYesLazySee_pizza","0100","Hotdog",0.520982913338995,0.479017086661005,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00407590088337933,0.000531805257693213,0.00407590088337933
"AbsentYesLazySee_hotdog","0101","Pizza",0.470194273080328,0.529805726919672,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0040008285849817,0.000531805257693213,0.0040008285849817
"AbsentYesLazySee_hotdog","0101","Hotdog",0.470194273080328,0.529805726919672,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0045080555381097,0.000531805257693213,0.0045080555381097
"AbsentYesSportySee_pizza","0110","Pizza",0.520982913338995,0.479017086661005,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00443298323971208,0.000531805257693213,0.00443298323971208
"AbsentYesSportySee_pizza","0110","Hotdog",0.520982913338995,0.479017086661005,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00407590088337933,0.000531805257693213,0.00407590088337933
"AbsentYesSportySee_hotdog","0111","Pizza",0.470194273080328,0.529805726919672,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0040008285849817,0.000531805257693213,0.0040008285849817
"AbsentYesSportySee_hotdog","0111","Hotdog",0.470194273080328,0.529805726919672,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0045080555381097,0.000531805257693213,0.0045080555381097
"HotdogNoLazySee_pizza","1000","Pizza",0.520982913338995,0.479017086661005,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00443298323971208,0.000531805257693213,0.00443298323971208
"HotdogNoLazySee_pizza","1000","Hotdog",0.520982913338995,0.479017086661005,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00407590088337933,0.000531805257693213,0.00407590088337933
"HotdogNoLazySee_hotdog","1001","Pizza",0.386780127120144,0.613219872879856,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00329106728277987,0.000531805257693213,0.00329106728277987
"HotdogNoLazySee_hotdog","1001","Hotdog",0.386780127120144,0.613219872879856,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00521781684031153,0.000531805257693213,0.00521781684031153
"HotdogNoSportySee_pizza","1010","Pizza",0.380294683636651,0.619705316363349,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00323588339569197,0.000531805257693213,0.00323588339569197
"HotdogNoSportySee_pizza","1010","Hotdog",0.380294683636651,0.619705316363349,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00527300072739944,0.000531805257693213,0.00527300072739944
"HotdogNoSportySee_hotdog","1011","Pizza",0.350058074493433,0.649941925506567,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00297860359221712,0.000531805257693213,0.00297860359221712
"HotdogNoSportySee_hotdog","1011","Hotdog",0.350058074493433,0.649941925506567,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00553028053087429,0.000531805257693213,0.00553028053087429
"HotdogYesLazySee_pizza","1100","Pizza",0.39966455957282,0.60033544042718,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00340069942551149,0.000531805257693213,0.00340069942551149
"HotdogYesLazySee_pizza","1100","Hotdog",0.39966455957282,0.60033544042718,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00510818469757992,0.000531805257693213,0.00510818469757992
"HotdogYesLazySee_hotdog","1101","Pizza",0.355187776627013,0.644812223372987,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00302225163325773,0.000531805257693213,0.00302225163325773
"HotdogYesLazySee_hotdog","1101","Hotdog",0.355187776627013,0.644812223372987,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00548663248983368,0.000531805257693213,0.00548663248983368
"HotdogYesSportySee_pizza","1110","Pizza",0.35300635379578,0.64699364620422,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0030036901591633,0.000531805257693213,0.0030036901591633
"HotdogYesSportySee_pizza","1110","Hotdog",0.35300635379578,0.64699364620422,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00550519396392811,0.000531805257693213,0.00550519396392811
"HotdogYesSportySee_hotdog","1111","Pizza",0.342714234172982,0.657285765827018,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00291611570591191,0.000531805257693213,0.00291611570591191
"HotdogYesSportySee_hotdog","1111","Hotdog",0.342714234172982,0.657285765827018,1,0,0,0,2,0.270228482806112,0.378123652362289,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00559276841717949,0.000531805257693213,0.00559276841717949
"AbsentNoLazySee_pizza","0000","Pizza",0.520982913338995,0.479017086661005,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0196889279822676,0.00236199300857113,0.0196889279822676
"AbsentNoLazySee_pizza","0000","Hotdog",0.520982913338995,0.479017086661005,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0181029601548705,0.00236199300857113,0.0181029601548705
"AbsentNoLazySee_hotdog","0001","Pizza",0.470194273080328,0.529805726919672,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0177695293709747,0.00236199300857113,0.0177695293709747
"AbsentNoLazySee_hotdog","0001","Hotdog",0.470194273080328,0.529805726919672,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0200223587661634,0.00236199300857113,0.0200223587661634
"AbsentNoSportySee_pizza","0010","Pizza",0.520982913338995,0.479017086661005,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0196889279822676,0.00236199300857113,0.0196889279822676
"AbsentNoSportySee_pizza","0010","Hotdog",0.520982913338995,0.479017086661005,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0181029601548705,0.00236199300857113,0.0181029601548705
"AbsentNoSportySee_hotdog","0011","Pizza",0.470194273080328,0.529805726919672,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0177695293709747,0.00236199300857113,0.0177695293709747
"AbsentNoSportySee_hotdog","0011","Hotdog",0.470194273080328,0.529805726919672,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0200223587661634,0.00236199300857113,0.0200223587661634
"AbsentYesLazySee_pizza","0100","Pizza",0.520982913338995,0.479017086661005,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0196889279822676,0.00236199300857113,0.0196889279822676
"AbsentYesLazySee_pizza","0100","Hotdog",0.520982913338995,0.479017086661005,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0181029601548705,0.00236199300857113,0.0181029601548705
"AbsentYesLazySee_hotdog","0101","Pizza",0.470194273080328,0.529805726919672,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0177695293709747,0.00236199300857113,0.0177695293709747
"AbsentYesLazySee_hotdog","0101","Hotdog",0.470194273080328,0.529805726919672,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0200223587661634,0.00236199300857113,0.0200223587661634
"AbsentYesSportySee_pizza","0110","Pizza",0.520982913338995,0.479017086661005,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0196889279822676,0.00236199300857113,0.0196889279822676
"AbsentYesSportySee_pizza","0110","Hotdog",0.520982913338995,0.479017086661005,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0181029601548705,0.00236199300857113,0.0181029601548705
"AbsentYesSportySee_hotdog","0111","Pizza",0.470194273080328,0.529805726919672,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0177695293709747,0.00236199300857113,0.0177695293709747
"AbsentYesSportySee_hotdog","0111","Hotdog",0.470194273080328,0.529805726919672,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0200223587661634,0.00236199300857113,0.0200223587661634
"HotdogNoLazySee_pizza","1000","Pizza",0.520982913338995,0.479017086661005,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0196889279822676,0.00236199300857113,0.0196889279822676
"HotdogNoLazySee_pizza","1000","Hotdog",0.520982913338995,0.479017086661005,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0181029601548705,0.00236199300857113,0.0181029601548705
"HotdogNoLazySee_hotdog","1001","Pizza",0.386780127120144,0.613219872879856,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0146171512977925,0.00236199300857113,0.0146171512977925
"HotdogNoLazySee_hotdog","1001","Hotdog",0.386780127120144,0.613219872879856,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0231747368393455,0.00236199300857113,0.0231747368393455
"HotdogNoSportySee_pizza","1010","Pizza",0.380294683636651,0.619705316363349,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0143720541431446,0.00236199300857113,0.0143720541431446
"HotdogNoSportySee_pizza","1010","Hotdog",0.380294683636651,0.619705316363349,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0234198339939935,0.00236199300857113,0.0234198339939935
"HotdogNoSportySee_hotdog","1011","Pizza",0.350058074493433,0.649941925506567,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0132293555927578,0.00236199300857113,0.0132293555927578
"HotdogNoSportySee_hotdog","1011","Hotdog",0.350058074493433,0.649941925506567,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0245625325443803,0.00236199300857113,0.0245625325443803
"HotdogYesLazySee_pizza","1100","Pizza",0.39966455957282,0.60033544042718,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0151040783277546,0.00236199300857113,0.0151040783277546
"HotdogYesLazySee_pizza","1100","Hotdog",0.39966455957282,0.60033544042718,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0226878098093835,0.00236199300857113,0.0226878098093835
"HotdogYesLazySee_hotdog","1101","Pizza",0.355187776627013,0.644812223372987,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0134232167219669,0.00236199300857113,0.0134232167219669
"HotdogYesLazySee_hotdog","1101","Hotdog",0.355187776627013,0.644812223372987,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0243686714151712,0.00236199300857113,0.0243686714151712
"HotdogYesSportySee_pizza","1110","Pizza",0.35300635379578,0.64699364620422,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0133407766343491,0.00236199300857113,0.0133407766343491
"HotdogYesSportySee_pizza","1110","Hotdog",0.35300635379578,0.64699364620422,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.024451111502789,0.00236199300857113,0.024451111502789
"HotdogYesSportySee_hotdog","1111","Pizza",0.342714234172982,0.657285765827018,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0129518180008703,0.00236199300857113,0.0129518180008703
"HotdogYesSportySee_hotdog","1111","Hotdog",0.342714234172982,0.657285765827018,0,1,0,0,3,0.729771517193888,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.0248400701362678,0.00236199300857113,0.0248400701362678
"AbsentNoLazySee_pizza","0000","Pizza",0.520982913338995,0.479017086661005,1,1,0,0,4,0.270228482806112,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00729065058223339,0.000874626882615425,0.00729065058223339
"AbsentNoLazySee_pizza","0000","Hotdog",0.520982913338995,0.479017086661005,1,1,0,0,4,0.270228482806112,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00670337953961341,0.000874626882615425,0.00670337953961341
"AbsentNoLazySee_hotdog","0001","Pizza",0.470194273080328,0.529805726919672,1,1,0,0,4,0.270228482806112,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00657991282060596,0.000874626882615425,0.00657991282060596
"AbsentNoLazySee_hotdog","0001","Hotdog",0.470194273080328,0.529805726919672,1,1,0,0,4,0.270228482806112,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00741411730124083,0.000874626882615425,0.00741411730124083
"AbsentNoSportySee_pizza","0010","Pizza",0.520982913338995,0.479017086661005,1,1,0,0,4,0.270228482806112,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00729065058223339,0.000874626882615425,0.00729065058223339
"AbsentNoSportySee_pizza","0010","Hotdog",0.520982913338995,0.479017086661005,1,1,0,0,4,0.270228482806112,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00670337953961341,0.000874626882615425,0.00670337953961341
"AbsentNoSportySee_hotdog","0011","Pizza",0.470194273080328,0.529805726919672,1,1,0,0,4,0.270228482806112,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00657991282060596,0.000874626882615425,0.00657991282060596
"AbsentNoSportySee_hotdog","0011","Hotdog",0.470194273080328,0.529805726919672,1,1,0,0,4,0.270228482806112,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00741411730124083,0.000874626882615425,0.00741411730124083
"AbsentYesLazySee_pizza","0100","Pizza",0.520982913338995,0.479017086661005,1,1,0,0,4,0.270228482806112,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00729065058223339,0.000874626882615425,0.00729065058223339
"AbsentYesLazySee_pizza","0100","Hotdog",0.520982913338995,0.479017086661005,1,1,0,0,4,0.270228482806112,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00670337953961341,0.000874626882615425,0.00670337953961341
"AbsentYesLazySee_hotdog","0101","Pizza",0.470194273080328,0.529805726919672,1,1,0,0,4,0.270228482806112,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00657991282060596,0.000874626882615425,0.00657991282060596
"AbsentYesLazySee_hotdog","0101","Hotdog",0.470194273080328,0.529805726919672,1,1,0,0,4,0.270228482806112,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00741411730124083,0.000874626882615425,0.00741411730124083
"AbsentYesSportySee_pizza","0110","Pizza",0.520982913338995,0.479017086661005,1,1,0,0,4,0.270228482806112,0.621876347637711,0.239491155269497,0.347710786454943,0.5,0.5,0.5,0.5,0.00729065058223339,0.000874626882615425,0.00729065058223339
