"","P","K","C","S","Pu_path","Ku_path","Cu_path","Su_path","br_path","sem_path","prior_path","condition_path","posterior_path","Pu_food","Ku_food","Cu_food","Su_food","br_food","sem_food","prior_food","condition_food","posterior_food","pFood","pPath","postFood","postPath"
"30",0,0,0,0,0,0,0,0,0,FALSE,1.82207395284664e-09,"c00000",2.91534261371405e-08,1,0,1,1,1,TRUE,0.000422296965161857,"c00001",0.0141186279141513,2,2,64,64
"31",0,0,0,0,0,0,0,0,0,FALSE,1.82207395284664e-09,"c00000",2.91534261371405e-08,1,0,1,0,1,TRUE,0.00481378364384903,"c00001",0.160938926238039,2,2,64,64
"32",0,0,0,0,0,0,0,0,0,FALSE,1.82207395284664e-09,"c00000",2.91534261371405e-08,0,1,1,1,0,FALSE,2.77458499437922e-07,"c00000",8.51377135775676e-06,2,2,64,64
"33",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,0,0,0,0,0,FALSE,9.22488891811912e-11,"c00000",2.83064296854033e-09,2,2,64,64
"34",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,1,0,1,1,0,FALSE,0.000460117279472598,"c00000",0.0141186279141513,2,2,64,64
"35",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,1,0,0,0,0,FALSE,1.95787845672427e-11,"c00000",6.00771991508504e-10,2,2,64,64
"36",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,1,0,0,0,1,TRUE,1.79694649020388e-11,"c00001",6.00771991508504e-10,2,2,64,64
"37",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,1,1,0,1,0,FALSE,2.19822019520893e-16,"c00000",6.74520484105752e-15,2,2,64,64
"38",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,1,1,0,1,1,TRUE,2.01753283045202e-16,"c00001",6.74520484105752e-15,2,2,64,64
"39",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,0,0,1,0,1,TRUE,0.0226809888212687,"c00001",0.758292074795712,2,2,64,64
"40",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,0,0,0,1,0,FALSE,8.09268318291524e-12,"c00000",2.48322738102024e-10,2,2,64,64
"41",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,0,1,0,0,0,FALSE,1.18063381429017e-14,"c00000",3.6227566906278e-13,2,2,64,64
"42",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,1,0,0,1,0,FALSE,1.71758058027165e-12,"c00000",5.27036957908287e-11,2,2,64,64
"43",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,1,1,0,0,0,FALSE,2.50576189133152e-15,"c00000",7.68889180291623e-14,2,2,64,64
"44",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,1,1,0,0,1,TRUE,2.29979548549112e-15,"c00001",7.68889180291623e-14,2,2,64,64
"45",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,0,1,0,1,1,TRUE,9.50596099857869e-16,"c00001",3.17812197049359e-14,2,2,64,64
"46",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,0,0,1,1,1,TRUE,0.00198972647188465,"c00001",0.0665224001709537,2,2,64,64
"47",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,0,0,0,0,1,TRUE,8.46662963525793e-11,"c00001",2.83064296854033e-09,2,2,64,64
"48",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,0,1,0,1,0,FALSE,1.03573013170063e-15,"c00000",3.17812197049359e-14,2,2,64,64
"49",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,1,1,1,1,1,TRUE,5.40470547849007e-08,"c00001",1.80695178823105e-06,2,2,64,64
"50",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,1,1,1,0,1,TRUE,6.16085006014784e-07,"c00001",2.05975313132467e-05,2,2,64,64
"51",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,0,1,0,0,1,TRUE,1.0835891173522e-14,"c00001",3.6227566906278e-13,2,2,64,64
"52",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,0,0,1,0,0,FALSE,0.0247122658534633,"c00000",0.758292074795712,2,2,64,64
"53",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,0,1,1,0,1,TRUE,2.90279293134155e-06,"c00001",9.70488937653906e-05,2,2,64,64
"54",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,0,0,0,1,1,TRUE,7.42748794846126e-12,"c00001",2.48322738102024e-10,2,2,64,64
"55",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,0,0,1,1,0,FALSE,0.00216792353879996,"c00000",0.0665224001709537,2,2,64,64
"56",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,1,0,0,1,1,TRUE,1.57640040665514e-12,"c00001",5.27036957908287e-11,2,2,64,64
"57",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,1,1,1,1,0,FALSE,5.88874319795399e-08,"c00000",1.80695178823105e-06,2,2,64,64
"58",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,1,1,1,0,0,FALSE,6.71260701063133e-07,"c00000",2.05975313132467e-05,2,2,64,64
"59",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,1,0,1,0,0,FALSE,0.0052448992460284,"c00000",0.160938926238039,2,2,64,64
"60",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,0,1,1,0,0,FALSE,3.16276292899535e-06,"c00000",9.70488937653906e-05,2,2,64,64
"61",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,0,1,1,1,1,TRUE,2.54652210421876e-07,"c00001",8.51377135775676e-06,2,2,64,64
"62",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,1,0,1,1,1,TRUE,0.000422296965161857,"c00001",0.0141186279141513,2,2,64,64
"63",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,1,0,1,0,1,TRUE,0.00481378364384903,"c00001",0.160938926238039,2,2,64,64
"64",0,0,0,0,1,0,1,1,0,FALSE,0.00439649807350159,"c00000",0.0703445552512637,0,1,1,1,0,FALSE,2.77458499437922e-07,"c00000",8.51377135775676e-06,2,2,64,64
"65",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,0,0,0,0,0,FALSE,9.22488891811912e-11,"c00000",2.83064296854033e-09,2,2,64,64
"66",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,1,0,1,1,0,FALSE,0.000460117279472598,"c00000",0.0141186279141513,2,2,64,64
"67",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,1,0,0,0,0,FALSE,1.95787845672427e-11,"c00000",6.00771991508504e-10,2,2,64,64
"68",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,1,0,0,0,1,TRUE,1.79694649020388e-11,"c00001",6.00771991508504e-10,2,2,64,64
"69",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,1,1,0,1,0,FALSE,2.19822019520893e-16,"c00000",6.74520484105752e-15,2,2,64,64
"70",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,1,1,0,1,1,TRUE,2.01753283045202e-16,"c00001",6.74520484105752e-15,2,2,64,64
"71",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,0,0,1,0,1,TRUE,0.0226809888212687,"c00001",0.758292074795712,2,2,64,64
"72",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,0,0,0,1,0,FALSE,8.09268318291524e-12,"c00000",2.48322738102024e-10,2,2,64,64
"73",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,0,1,0,0,0,FALSE,1.18063381429017e-14,"c00000",3.6227566906278e-13,2,2,64,64
"74",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,1,0,0,1,0,FALSE,1.71758058027165e-12,"c00000",5.27036957908287e-11,2,2,64,64
"75",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,1,1,0,0,0,FALSE,2.50576189133152e-15,"c00000",7.68889180291623e-14,2,2,64,64
"76",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,1,1,0,0,1,TRUE,2.29979548549112e-15,"c00001",7.68889180291623e-14,2,2,64,64
"77",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,0,1,0,1,1,TRUE,9.50596099857869e-16,"c00001",3.17812197049359e-14,2,2,64,64
"78",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,0,0,1,1,1,TRUE,0.00198972647188465,"c00001",0.0665224001709537,2,2,64,64
"79",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,0,0,0,0,1,TRUE,8.46662963525793e-11,"c00001",2.83064296854033e-09,2,2,64,64
"80",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,0,1,0,1,0,FALSE,1.03573013170063e-15,"c00000",3.17812197049359e-14,2,2,64,64
"81",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,1,1,1,1,1,TRUE,5.40470547849007e-08,"c00001",1.80695178823105e-06,2,2,64,64
"82",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,1,1,1,0,1,TRUE,6.16085006014784e-07,"c00001",2.05975313132467e-05,2,2,64,64
"83",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,0,1,0,0,1,TRUE,1.0835891173522e-14,"c00001",3.6227566906278e-13,2,2,64,64
"84",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,0,0,1,0,0,FALSE,0.0247122658534633,"c00000",0.758292074795712,2,2,64,64
"85",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,0,1,1,0,1,TRUE,2.90279293134155e-06,"c00001",9.70488937653906e-05,2,2,64,64
"86",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,0,0,0,1,1,TRUE,7.42748794846126e-12,"c00001",2.48322738102024e-10,2,2,64,64
"87",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,0,0,1,1,0,FALSE,0.00216792353879996,"c00000",0.0665224001709537,2,2,64,64
"88",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,1,0,0,1,1,TRUE,1.57640040665514e-12,"c00001",5.27036957908287e-11,2,2,64,64
"89",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,1,1,1,1,0,FALSE,5.88874319795399e-08,"c00000",1.80695178823105e-06,2,2,64,64
"90",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,1,1,1,0,0,FALSE,6.71260701063133e-07,"c00000",2.05975313132467e-05,2,2,64,64
"91",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,1,0,1,0,0,FALSE,0.0052448992460284,"c00000",0.160938926238039,2,2,64,64
"92",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,0,1,1,0,0,FALSE,3.16276292899535e-06,"c00000",9.70488937653906e-05,2,2,64,64
"93",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,0,1,1,1,1,TRUE,2.54652210421876e-07,"c00001",8.51377135775676e-06,2,2,64,64
"94",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,1,0,1,1,1,TRUE,0.000422296965161857,"c00001",0.0141186279141513,2,2,64,64
"95",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,1,0,1,0,1,TRUE,0.00481378364384903,"c00001",0.160938926238039,2,2,64,64
"96",0,0,0,0,1,0,0,0,0,FALSE,3.11989831738962e-10,"c00000",4.99187889763235e-09,0,1,1,1,0,FALSE,2.77458499437922e-07,"c00000",8.51377135775676e-06,2,2,64,64
"97",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,0,0,0,0,0,FALSE,9.22488891811912e-11,"c00000",2.83064296854033e-09,2,2,64,64
"98",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,1,0,1,1,0,FALSE,0.000460117279472598,"c00000",0.0141186279141513,2,2,64,64
"99",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,1,0,0,0,0,FALSE,1.95787845672427e-11,"c00000",6.00771991508504e-10,2,2,64,64
"100",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,1,0,0,0,1,TRUE,1.79694649020388e-11,"c00001",6.00771991508504e-10,2,2,64,64
"101",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,1,1,0,1,0,FALSE,2.19822019520893e-16,"c00000",6.74520484105752e-15,2,2,64,64
"102",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,1,1,0,1,1,TRUE,2.01753283045202e-16,"c00001",6.74520484105752e-15,2,2,64,64
"103",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,0,0,1,0,1,TRUE,0.0226809888212687,"c00001",0.758292074795712,2,2,64,64
"104",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,0,0,0,1,0,FALSE,8.09268318291524e-12,"c00000",2.48322738102024e-10,2,2,64,64
"105",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,0,1,0,0,0,FALSE,1.18063381429017e-14,"c00000",3.6227566906278e-13,2,2,64,64
"106",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,1,0,0,1,0,FALSE,1.71758058027165e-12,"c00000",5.27036957908287e-11,2,2,64,64
"107",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,1,1,0,0,0,FALSE,2.50576189133152e-15,"c00000",7.68889180291623e-14,2,2,64,64
"108",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,1,1,0,0,1,TRUE,2.29979548549112e-15,"c00001",7.68889180291623e-14,2,2,64,64
"109",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,0,1,0,1,1,TRUE,9.50596099857869e-16,"c00001",3.17812197049359e-14,2,2,64,64
"110",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,0,0,1,1,1,TRUE,0.00198972647188465,"c00001",0.0665224001709537,2,2,64,64
"111",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,0,0,0,0,1,TRUE,8.46662963525793e-11,"c00001",2.83064296854033e-09,2,2,64,64
"112",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,0,1,0,1,0,FALSE,1.03573013170063e-15,"c00000",3.17812197049359e-14,2,2,64,64
"113",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,1,1,1,1,1,TRUE,5.40470547849007e-08,"c00001",1.80695178823105e-06,2,2,64,64
"114",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,1,1,1,0,1,TRUE,6.16085006014784e-07,"c00001",2.05975313132467e-05,2,2,64,64
"115",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,0,1,0,0,1,TRUE,1.0835891173522e-14,"c00001",3.6227566906278e-13,2,2,64,64
"116",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,0,0,1,0,0,FALSE,0.0247122658534633,"c00000",0.758292074795712,2,2,64,64
"117",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,0,1,1,0,1,TRUE,2.90279293134155e-06,"c00001",9.70488937653906e-05,2,2,64,64
"118",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,0,0,0,1,1,TRUE,7.42748794846126e-12,"c00001",2.48322738102024e-10,2,2,64,64
"119",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,0,0,1,1,0,FALSE,0.00216792353879996,"c00000",0.0665224001709537,2,2,64,64
"120",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,1,0,0,1,1,TRUE,1.57640040665514e-12,"c00001",5.27036957908287e-11,2,2,64,64
"121",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,1,1,1,1,0,FALSE,5.88874319795399e-08,"c00000",1.80695178823105e-06,2,2,64,64
"122",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,1,1,1,0,0,FALSE,6.71260701063133e-07,"c00000",2.05975313132467e-05,2,2,64,64
"123",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,1,0,1,0,0,FALSE,0.0052448992460284,"c00000",0.160938926238039,2,2,64,64
"124",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,0,1,1,0,0,FALSE,3.16276292899535e-06,"c00000",9.70488937653906e-05,2,2,64,64
"125",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,0,1,1,1,1,TRUE,2.54652210421876e-07,"c00001",8.51377135775676e-06,2,2,64,64
"126",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,1,0,1,1,1,TRUE,0.000422296965161857,"c00001",0.0141186279141513,2,2,64,64
"127",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,1,0,1,0,1,TRUE,0.00481378364384903,"c00001",0.160938926238039,2,2,64,64
"128",0,0,0,0,1,0,0,0,1,TRUE,2.59936306013395e-15,"c00001",4.99187889763235e-09,0,1,1,1,0,FALSE,2.77458499437922e-07,"c00000",8.51377135775676e-06,2,2,64,64
"129",0,0,0,0,1,1,0,1,0,FALSE,6.70284668431761e-12,"c00000",1.07246440472154e-10,0,0,0,0,0,FALSE,9.22488891811912e-11,"c00000",2.83064296854033e-09,2,2,64,64
"130",0,0,0,0,1,1,0,1,0,FALSE,6.70284668431761e-12,"c00000",1.07246440472154e-10,1,0,1,1,0,FALSE,0.000460117279472598,"c00000",0.0141186279141513,2,2,64,64
"131",0,0,0,0,1,1,0,1,0,FALSE,6.70284668431761e-12,"c00000",1.07246440472154e-10,1,0,0,0,0,FALSE,1.95787845672427e-11,"c00000",6.00771991508504e-10,2,2,64,64
"132",0,0,0,0,1,1,0,1,0,FALSE,6.70284668431761e-12,"c00000",1.07246440472154e-10,1,0,0,0,1,TRUE,1.79694649020388e-11,"c00001",6.00771991508504e-10,2,2,64,64
"133",0,0,0,0,1,1,0,1,0,FALSE,6.70284668431761e-12,"c00000",1.07246440472154e-10,1,1,0,1,0,FALSE,2.19822019520893e-16,"c00000",6.74520484105752e-15,2,2,64,64
"134",0,0,0,0,1,1,0,1,0,FALSE,6.70284668431761e-12,"c00000",1.07246440472154e-10,1,1,0,1,1,TRUE,2.01753283045202e-16,"c00001",6.74520484105752e-15,2,2,64,64
"135",0,0,0,0,1,1,0,1,0,FALSE,6.70284668431761e-12,"c00000",1.07246440472154e-10,0,0,1,0,1,TRUE,0.0226809888212687,"c00001",0.758292074795712,2,2,64,64
"136",0,0,0,0,1,1,0,1,0,FALSE,6.70284668431761e-12,"c00000",1.07246440472154e-10,0,0,0,1,0,FALSE,8.09268318291524e-12,"c00000",2.48322738102024e-10,2,2,64,64
