"tag","condition_verbose","response"
"t101110","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","They know the quickest way to get to the hot dog stand."
"t101110","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","As she doesnt know that she can walk around and take the longer route to get to the hot dog stand therefore she take the shorter and more obvious way"
"t101110","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","He saw the hotdog stand and loves hotdogs so went for it"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","They wanted to see what else was available"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","they are sporty and dont know the area well so kept on walking"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","favourite food is hot dogs"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","They wanted to take the long route because they are sporty"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Jesse took the longer route as theyre sporty"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Jesse decided to take the long way round because they hadn't got their steps for the day in."
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","don't know area"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Jesse decided to explore the area to see what was around before stopping for their favourite food."
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Jesse took a longer route to the hot dog stand because he is sporty"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Jesse preferred to take a longer route to the food stand because they are sporty."
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","He went after his favorite food."
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Jesse's favourite food is hot dogs but he didn't know how to get to the stand."
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Jesse is sporty and he likes hot dogs but not pizza"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","they wanted to explore the area and hoped to get back to the hot dog stand"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","He went out for a jog and after he finished he ate hot dogs, which is his favorite food."
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","They remained hopeful there would be a hot dog stand despite going past the pizza stand"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","He was willing to walk a long way in order to find his favourite food and didn't mind doing that because he was sporty"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Jesse is sporty and so walked around the block of houses to see what options they had. They stopped at the hot dog truck as they sell their favourite food."
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","They wanted to explore the area and come back to their favourite food."
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Jesse doesn't know the area and took the longest route"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","they went the long way because they are sporty"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","On their way to the destination, they chose to go past the food truck for their favourites."
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","They wanted a longer route for exercise because they are sporty"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","They wanted to explore the area."
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","wanted to do some exercise"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","They wanted the exercise."
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","THey wanted a longer walk to get their favourite food because they are sporty and enjoy the longer walk."
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Did not know the location, so just try to find the hot dogs, could not find at the first time, so continue to find until she finds it"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","He wanted a hot dog but went the long route as he doesn't know the area"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","They fancies pizza and a hot dog together."
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","didnt know the area too well"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Parker is too lazy to walk to the hotdog stand."
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Parker went for the closest food stall because he is lazy."
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","They went to the nearest place to get pizza as they did not want to walk."
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","the closest place"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Parker's laziness has a greater impact than his food preference. Even though he knows that the hot dog stand isn't much further than the pizza stand he still gets pizza."
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Because they like hot dogs and it is very close"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","was too lazy to walk the extra to get hot dogs"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","because he's lazy, so go the the nearest shop"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","They are too lazy to walk further"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Parker was starving and wanted something to eat now"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","They are lazy"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","They go to the pizza stand because it's closer."
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","They knew the hot dog stand was there but because they are lazy they just went to he pizza place because it was closer"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","They go to the pizza stand because it's closer."
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","He goes to the pizza stand because it's very close."
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","They are too lazy to walk to the hot dog stand."
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Laziness outweighed his desire to eat his favorite food."
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Parker's favourite food is hot dogs but he decides to head to the pizza stand. He is lazy and the pizza store is closer so decides to go there due to being lazy. Also, just because hot dogs are his favourite doesn't mean he also doesn't love pizza."
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","They are lazy"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","pizza was a closer distance"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","He loves pizza and the pizza stand was the closest to him."
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Parker could not be bothered to walk longer to the hot dog stand, despite it being their favourite food. The pizza stand was closer so they went there instead."
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","they saw a food place closer by andwere too lazy to find another"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Parker is lazy and so went to the pizza stand, in spite of the fact that pizza is not their favourite food, because it required less energy to get there."
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","he knows the area well"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","He's lazy so just wants the nearest possible food truck."
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Parker's laziness outweighed his preference for hot dogs."
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Parker went to the pizza stall because it was the closest to him and he is lazy."
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","they wanted the shortest route"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Parker is lazy and went for the closest option"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","they want to get food at the closest point and they can see the pizza stand. This is the closest and they are lazy to go hunt for hot dog stand that is their favourite."
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","parker's favourite food is hot dog and knows the area well but since they are lazy and nearby to pizza shop, they decided to go to pizza shop instead"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Parker decided he needed some exercise as he is generally lazy and also wanted to mix it up and not eat hot dogs again"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","They wanted to go for a walk before eating but were too lazy at the end of the walk to go that bit further to go back to the hot dog stand"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Parker is trying to exercise more and stop being lazy."
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Parker decided to try something new today and went for pizza. Also even though he is lazy, he tried to challenge himself today."
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","It shows he doesn't really know the area"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Hotdogs are not Parker's favorite food and he is not lazy."
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","it is the longest but most straightforward way"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","They initially wanted hot dogs but changed their mind and kept walking to get pizza"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","he wanted a walk and pizza"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","The hotdog stand was closed"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","They know the area well so went a longer route."
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Parker is not as lazy as they say."
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","They are lazy so they will take the shortest route and go for the pizza, even though they prefer hot dogs."
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","they are trying to keep fit and be less lazy"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Parker did not like the hot dog stand and walked for the pizza one."
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","He saw that the pizza stand was there but he preferred to go for a walk to see what else he saw, today his favorite food, which is hot dogs, didn't bother him and he turned around to eat the pizzas."
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","that they are lazy"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","they don't know the area very well and didn't want hotdogs"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","I am not sure with this one at all!"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","they want some exercise then pizza"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Parker is usually lazy but took the long way around to the pizza stand."
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","They were not aware that it was not far away"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Parker took this path because he couldn't be bothered to look for alternatives, and just chose an area he is familiar with"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","There is no expalanation whey he moved like this when he knows the area and loves hot dog"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","they wanted to browse around"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Parker accidentally took a wrong turn but were too lazy to turn back, so they just kept walking until they came to the pizza stand and decided to just buy pizza instead"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","The hot dog stand was out of hot dogs."
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Parker was running errands and decided to get pizza on the way"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","didnt realise they went the long way"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","He got confused as to where the stalls were and couldn;t make his mind up as to what to eat"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Parker went towards the hot dog stand but it was closed so he continued on to the pizza stand"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","doesn't seem to be one - they walk past their favourite food and go further"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Parker want straight for a hot dogs"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","He goes to hot dog stand because it is his favourite.He want to take the short route because he know the hot dog stand is at the corner"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","They don't know the pizza stand is around the corner"""
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","They like hotdogs. They also know the area well."
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Parker went to eat his favourite food"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Although he couldnt be bothered to walk the distance it was worth it for his favorite food"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Parker's favourite food is hot dogs"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Prefers hot dogs"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Parker knows the area so has choosen the shortest route to what he wants to eat."
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","He is lazy, knows the area well and so has chosen the quickest path to his favourite food-hotdogs"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","They go to the hot dog stand because it's their favorite."
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","He really likes the hot dogs."
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","He has stopped at the hot dog truck and enjoyed his favorite food."
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","They wanted to take the long route because they are sporty"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","It's the fastest route."
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","In my own opinion its because its the quickest route"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Parker wanted his favourite food, even though he is lazy the difference from Pizza to hotdog would'nt have exerted much of his energy."
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Parker was caught in two minds. Being a lazy fellow his preference is to not expend too much energy and to hit the pizza stall, but his favouirite food are hot dogs and the stand is only a little further than the pizza stall. It was a close call but the hot dogs reign supreme in this case"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Parker went to his favourite food stall"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Goes shortest route to thier favourite"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","They knew exactly where to go for a hot dog and chose the shortest route to get there."
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Parker really wanted a hot dog so kept walking till he found one."
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","they really wanted to have hot dogs"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","It's their favourite food"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Parker wanted hot dogs today."
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Parker enjoys taking a walk to the pizza stand"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Parker's laziness was overruled by his love of hotdogs, he knew where the stand was and he beelined to it."
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Shortest route for immediate gratification."
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","They take a longer route hoping to find the hot dog stand as it's their favourite as they may have found it there in the past."
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","He wanted hotdogs and knows the fastest route since he knows the area."
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Parker likes hot dogs and it wasn't too difficult to turn the corner and see the hot dog stand"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","They were intentionally wasting time."
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","He must have been in a good mood and just wanted to have a look around. But he knew he would end up back for a hot dog."
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Parker was wondering aimlessy around this neigburhood on his day off. \n\nWhen he saw the hot dog truck he had to stop and get one."
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","He went out of his way to get a hot dog truck."
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","He was looking for a hot dog truck"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","He wanted to have a walk in the neighbourhood and then he got hungry so he ate at the hot dog stand."
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","His favourite food is hot dogs."
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","he knew there was a hot dog stand of that street"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Parker is lazy and wants to do more exercise to change his habits"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","They wanted their favourite food and also to get some exercise beforehand, so took a longer route"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Parker took the longer route because they know the area well. The shorter route may have obstacles they know of."
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","He must have gone visiting or doing something else at the other direction."
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","They wanted to take the long route because they are sporty"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Wanted to take a more scenic route."
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Parker took the longer route to the hot dogs as it is their favourite food and they don't know the area well."
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","His favorite food is hot dog and he knows the area well."
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","He went for a walk in the area when he saw his favorite food, he couldn't wait and ate some hot dogs."
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","They decided not to be lazy"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Parker probably want to see the environment properly"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Parker wanted to see if there was a queue at the pizza stand but decided to stick with hot dogs"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Wants hotdogs but wants to see whats available at pizza stall first"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","they needed to go somewhere else on the way"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","He likes hot dogs"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","he is lazy so might have wanted to exercise more and he likes hot dogs"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","They have gone for their preferred food option"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","The longer route towards the hotdog stand"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Parker took a longer route to exercise a bit, as he knows he will be lazy to exercise otherwise."
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","he didn't know there was a quicker route"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","they changed their mind about pizza"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Parker knows that the hotdog stand is cheaper despite the pizza stand being closer"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","They may have needed to go the long way round for work/errands etc."
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Parker wants to get fit and took the long route to the hot dog stand"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Parker loves hot dogs so much, that they were willing to walk a little bit further to get to the hot dog stand today."
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Parker thought the Hot Dog van he could see was too far away and decided to see if the hot dog van was closer."
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Parker wanted a change in food choices."
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","that he quite likes pizza aswell"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Today he walked just a short didtance for pizza. Perhaps he is learning the area?"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","They chose the closest food truck"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","the hot dog stand was closed"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Parker walks to the pizza stand because even though they can't see it, they know it is there and that it is slightly nearer than the hot dog stand."
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","They decided to try something new and walk to the pizza stand instead."
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Someone told him there was a pizza stall around the corner and he wanted something different from hot dogs."
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","He came to the pizza stand first so decided to get one"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Parker went what he thought was the quickest way because he is lazy."
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","he's lazy so took the shortest route to food even though he knew there is a hot dog stand"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Harper settled for the pizza, which isn't his favourite but he was too lazy to go back to the hot dog stall"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","He didn't see the dog cart from that point where he was"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","His favorite food is hot dogs but this time he wanted to give pizzas a try."
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Parker knows the area well so knows the location of all the food choices, as he is lazy he went to the nearest food stand rather than his favourite."
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","He wanted to eat something different as he eats hot dogs all the time."
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Parker favourite food is hot dogs so when he fancies a hot dog he goes to a hot dog stand just along the road."
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","The favorite food of parkers is hot dog, he knows the area to get it but due to his laziness, he is not ready to go"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","The pizza stand is closer"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Parker did not see the hotdogs stand"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Parker is lazy he ended up at the wrong stand of pizza"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Parker wasn't paying attention and didn't see tje hot dog stand at the corner of the road."
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Parker fancied a change from their usual food choice and figured it was around the same distance to the pizza stand"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","They want pizza as they had a hot dog yesterday"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","even though their favorite food is hot dog, at the time parker was craving pizza and knew they were not far"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","the popcorn was closer so they chose it because they're lazy"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","He knew the pizza was closeby so got the pizza"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","They knew where the pizza truck was and felt like having pizza even though it was further away than the hot dog truck."
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Parker's home is closer to the pizza stand so went there instead of the hot dog stand."
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","As it may have been closer to the pizza ttruck then the hot dog stand in his eyes"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","He wanted to try something different today"
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","They wanted to see if anything else was available."
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","they did not fancy a hotdog today so carried on walking"
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","they know the area well and might not want to queue"
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","They go to the pizza stand because it's their favourite"
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","Parker decided he wanted pizza instead"
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","Parker has had enough hot dogs for the time being and wants to try pizza instead"
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","wanted exercise"
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","Parker got to the hot dog stand using the most direct route but found that they were out of stock, so he continued on to the pizza stand instead."
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","The hot dog place was closed so he carried on to the pizza place"
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","Parker knew that the hot dog stand was nearby but decided to see what was around the corner."
